Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,148,20.00,226.00,190.00,544.00,10-1-0,0,11
2,2936,20.00,204.00,250.00,364.00,10-1-0,0,11
3,3802,20.00,176.00,190.00,344.00,10-1-0,0,11
4,231,18.00,194.00,180.00,398.00,9-2-0,0,11
5,3310,16.00,324.00,150.00,444.00,8-3-0,0,11
6,704,16.00,232.00,140.00,274.00,8-3-0,0,11
7,1296,16.00,194.00,170.00,326.00,8-3-0,0,11
8,4641,15.00,134.00,160.00,217.00,7-3-1,0,11
9,3172,15.00,92.00,180.00,187.00,7-3-1,0,11
10,3676,14.00,124.00,170.00,241.00,7-4-0,0,11
11,4359,14.00,90.00,120.00,265.00,7-4-0,0,11
12,4206,12.00,158.00,150.00,217.00,6-5-0,0,11
13,3497,12.00,148.00,180.00,169.00,6-5-0,0,11
14,4192,12.00,136.00,140.00,183.00,6-5-0,0,11
15,2283,12.00,136.00,70.00,157.00,6-5-0,0,11
16,3735,12.00,126.00,150.00,269.00,6-5-0,0,11
17,4259,12.00,116.00,70.00,182.00,6-5-0,0,11
18,3355,12.00,102.00,170.00,225.00,6-5-0,0,11
19,2966,12.00,84.00,100.00,90.00,6-5-0,0,11
20,2805,12.00,70.00,110.00,123.00,6-5-0,0,11
21,4610,12.00,34.00,140.00,128.00,6-5-0,0,11
22,4045,11.00,64.00,100.00,134.00,5-5-1,0,11
23,1745,10.00,164.00,150.00,148.00,5-6-0,0,11
24,2950,10.00,124.00,130.00,128.00,5-6-0,0,11
25,1860,10.00,108.00,180.00,120.00,5-6-0,0,11
26,1817,10.00,104.00,150.00,208.00,5-6-0,0,11
27,4335,10.00,104.00,120.00,252.00,5-6-0,0,11
28,3005,10.00,92.00,80.00,184.00,5-5-0,1,11
29,4364,10.00,86.00,170.00,107.00,5-6-0,0,11
30,3043,10.00,64.00,90.00,98.00,5-6-0,0,11
31,647,8.00,138.00,130.00,258.00,4-7-0,0,11
32,3413,8.00,96.00,100.00,110.00,4-7-0,0,11
33,4138,8.00,82.00,140.00,113.00,4-7-0,0,11
34,4775,8.00,74.00,70.00,165.00,4-7-0,0,11
35,3522,8.00,72.00,130.00,110.00,4-7-0,0,11
36,3370,8.00,70.00,70.00,237.00,4-7-0,0,11
37,3282,8.00,58.00,70.00,156.00,4-7-0,0,11
38,4354,8.00,56.00,120.00,74.00,4-7-0,0,11
39,2747,7.00,92.00,130.00,196.00,3-7-1,0,11
40,4300,7.00,58.00,170.00,67.00,3-7-1,0,11
41,1774,6.00,92.00,70.00,145.00,3-8-0,0,11
42,4076,6.00,66.00,60.00,127.00,3-8-0,0,11
43,3037,6.00,64.00,70.00,142.00,3-8-0,0,11
44,1255,5.00,66.00,70.00,87.00,2-8-1,0,11
45,3350,4.00,146.00,60.00,122.00,2-9-0,0,11
46,4317,4.00,64.00,80.00,207.00,2-9-0,0,11
