Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,1676,37.00,155.00,60.00,249.00,15,11-2-0,0,13
2,224,27.00,174.00,40.00,155.00,7,10-3-0,0,13
3,56,26.00,77.00,70.00,177.00,6,10-3-0,0,13
4,1403,25.00,115.00,70.00,115.00,3,11-2-0,0,13
5,1302,24.00,80.00,130.00,112.00,4,10-3-0,0,13
6,869,24.00,76.00,110.00,120.00,4,10-3-0,0,13
7,1279,24.00,16.00,90.00,79.00,6,9-4-0,0,13
8,1228,22.00,115.00,70.00,102.00,8,7-6-0,0,13
9,3142,22.00,76.00,40.00,69.00,10,6-7-0,0,13
10,1168,22.00,55.00,110.00,52.00,6,8-5-0,0,13
11,3314,21.00,116.00,20.00,161.00,5,8-5-0,0,13
12,1811,21.00,76.00,50.00,76.00,3,9-4-0,0,13
13,1089,21.00,64.00,30.00,96.00,10,5-7-1,0,13
14,223,20.00,73.00,70.00,56.00,8,6-7-0,0,13
15,3515,20.00,70.00,30.00,116.00,6,7-6-0,0,13
16,203,20.00,62.00,10.00,91.00,6,7-5-0,1,13
17,1367,20.00,54.00,30.00,103.00,6,7-6-0,0,13
18,1143,20.00,49.00,40.00,180.00,4,8-5-0,0,13
19,1626,19.00,67.00,80.00,57.00,5,7-6-0,0,13
20,2577,19.00,59.00,50.00,76.00,4,7-5-1,0,13
21,555,18.00,85.00,70.00,58.00,2,8-5-0,0,13
22,3637,18.00,58.00,110.00,90.00,6,6-7-0,0,13
23,1672,18.00,56.00,20.00,91.00,6,6-7-0,0,13
24,4128,18.00,53.00,80.00,67.00,4,7-6-0,0,13
25,1989,17.00,42.00,20.00,63.00,11,3-10-0,0,13
26,2016,16.00,91.00,100.00,156.00,0,8-5-0,0,13
27,303,16.00,57.00,60.00,61.00,4,6-7-0,0,13
28,2554,16.00,38.00,30.00,55.00,8,4-6-0,3,13
29,4347,15.00,96.00,20.00,88.00,0,7-5-1,0,13
30,1370,15.00,28.00,30.00,46.00,6,4-8-1,0,13
31,41,12.00,75.00,30.00,52.00,0,6-7-0,0,13
32,102,12.00,59.00,40.00,76.00,0,6-7-0,0,13
33,2458,12.00,54.00,40.00,66.00,2,5-8-0,0,13
34,1881,12.00,25.00,40.00,57.00,2,5-8-0,0,13
35,11,11.00,58.00,90.00,74.00,1,5-8-0,0,13
36,613,11.00,54.00,40.00,41.00,2,4-8-1,0,13
37,75,11.00,33.00,50.00,62.00,5,3-10-0,0,13
38,219,11.00,32.00,20.00,80.00,3,4-9-0,0,13
39,3340,10.00,34.00,20.00,58.00,2,4-9-0,0,13
40,136,10.00,29.00,10.00,53.00,6,2-11-0,0,13
41,752,10.00,18.00,30.00,43.00,6,2-9-0,2,13
42,4281,5.00,18.00,50.00,51.00,0,2-10-1,0,13
