Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1425,9,0,0,9,18.00,13.89,132
2,254,7,2,0,9,14.00,14.44,98
3,2061,7,2,0,9,14.00,13.67,64
4,1517,7,2,0,9,14.00,11.44,164
5,233,7,2,0,9,14.00,9.44,170
6,1572,7,2,0,9,14.00,7.33,73
7,1885,7,2,0,9,14.00,5.56,170
8,39,6,2,1,9,13.00,11.56,132
9,60,6,3,0,9,12.00,18.78,72
10,79,6,3,0,9,12.00,16.00,164
11,2034,6,3,0,9,12.00,12.44,98
12,2069,6,3,0,9,12.00,11.67,49
13,987,6,3,0,9,12.00,11.11,98
14,1906,6,3,0,9,12.00,9.56,122
15,2090,5,2,2,9,12.00,7.44,64
16,1669,5,3,1,9,11.00,17.56,84
17,2037,5,3,1,9,11.00,10.44,71
18,1631,5,3,1,9,11.00,2.22,122
19,1724,5,4,0,9,10.00,13.44,132
20,359,5,4,0,9,10.00,11.78,48
21,2150,4,3,2,9,10.00,9.67,132
22,4,5,4,0,9,10.00,7.78,64
23,1101,5,4,0,9,10.00,7.00,38
24,1548,4,3,2,9,10.00,5.44,64
25,2139,5,4,0,9,10.00,4.44,132
26,1492,4,4,1,9,9.00,15.89,66
27,2025,4,4,1,9,9.00,9.33,98
28,815,4,4,1,9,9.00,8.33,64
29,1902,4,5,0,9,8.00,28.11,164
30,1324,4,5,0,9,8.00,13.11,68
31,1883,4,5,0,9,8.00,10.22,84
32,989,3,4,2,9,8.00,8.00,170
33,8,3,4,2,9,8.00,6.78,64
34,842,3,4,2,9,8.00,5.22,64
35,473,3,5,1,9,7.00,6.78,36
36,59,3,5,1,9,7.00,5.22,47
37,1457,3,5,1,9,7.00,4.67,20
38,597,3,6,0,9,6.00,12.67,46
39,1538,3,6,0,9,6.00,11.56,98
40,1983,3,6,0,9,6.00,10.56,136
41,440,2,6,1,9,5.00,12.44,40
42,1780,2,6,1,9,5.00,6.67,34
43,1641,2,7,0,9,4.00,14.56,72
44,1110,2,7,0,9,4.00,8.11,132
45,988,2,7,0,9,4.00,7.11,73
46,1911,2,7,0,9,4.00,4.44,38
47,1868,1,6,2,9,4.00,4.44,24
48,1972,1,7,1,9,3.00,12.56,34
49,1703,1,7,1,9,3.00,9.33,36
50,2057,1,7,1,9,3.00,5.67,54
51,108,0,8,1,9,1.00,4.78,17
