Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,2996,27.00,128.00,90.00,144.00,9,9-2-0,0,11
2,399,25.00,87.00,80.00,190.00,7,9-2-0,0,11
3,3729,25.00,49.00,50.00,58.00,14,5-5-1,0,11
4,1158,24.00,116.00,80.00,122.00,6,9-2-0,0,11
5,662,24.00,82.00,80.00,60.00,8,8-3-0,0,11
6,159,23.00,75.00,80.00,97.00,10,6-4-1,0,11
7,1977,22.00,66.00,60.00,83.00,9,6-4-1,0,11
8,1157,21.00,20.00,30.00,80.00,10,5-5-1,0,11
9,1410,20.00,106.00,80.00,53.00,4,8-3-0,0,11
10,1332,20.00,73.00,20.00,137.00,4,8-3-0,0,11
11,2352,20.00,59.00,60.00,60.00,6,7-4-0,0,11
12,2945,19.00,16.00,60.00,63.00,6,6-4-1,0,11
13,4388,18.00,92.00,70.00,44.00,4,7-4-0,0,11
14,2341,18.00,52.00,90.00,85.00,2,8-3-0,0,11
15,1764,17.00,90.00,60.00,108.00,5,6-5-0,0,11
16,3200,17.00,66.00,50.00,57.00,4,6-4-1,0,11
17,1245,17.00,65.00,40.00,48.00,4,6-4-1,0,11
18,1691,17.00,49.00,10.00,57.00,6,5-5-1,0,11
19,1361,16.00,72.00,30.00,48.00,6,5-6-0,0,11
20,3172,16.00,67.00,30.00,73.00,4,5-4-2,0,11
21,2240,16.00,57.00,80.00,31.00,2,7-4-0,0,11
22,1584,16.00,52.00,20.00,45.00,4,5-4-2,0,11
23,1377,16.00,50.00,10.00,66.00,2,6-3-2,0,11
24,1583,16.00,49.00,50.00,79.00,6,5-6-0,0,11
25,2036,16.00,39.00,60.00,51.00,6,5-6-0,0,11
26,4386,15.00,46.00,50.00,67.00,2,6-4-1,0,11
27,3643,15.00,29.00,70.00,78.00,4,5-5-1,0,11
28,2259,14.00,44.00,0,104.00,6,4-7-0,0,11
29,3807,14.00,31.00,30.00,40.00,6,2-5-4,0,11
30,2261,14.00,27.00,30.00,69.00,4,4-4-2,1,11
31,1303,13.00,54.00,40.00,48.00,4,4-6-1,0,11
32,1339,13.00,49.00,60.00,69.00,3,5-6-0,0,11
33,932,13.00,34.00,30.00,70.00,2,5-5-1,0,11
34,4068,13.00,14.00,30.00,62.00,2,5-5-1,0,11
35,1619,12.00,39.00,40.00,72.00,1,5-5-1,0,11
36,1789,12.00,39.00,40.00,38.00,2,5-6-0,0,11
37,3403,12.00,36.00,30.00,59.00,6,3-8-0,0,11
38,1348,12.00,30.00,40.00,30.00,6,3-8-0,0,11
39,4293,11.00,41.00,30.00,43.00,4,3-7-1,0,11
40,2275,10.00,31.00,30.00,48.00,2,3-6-2,0,11
41,4387,10.00,17.00,60.00,49.00,2,4-2-0,5,11
42,3703,9.00,27.00,20.00,34.00,2,3-6-1,1,11
43,443,9.00,24.00,0,70.00,2,3-7-1,0,11
44,4072,8.00,44.00,50.00,58.00,2,3-8-0,0,11
45,3648,8.00,32.00,30.00,41.00,2,2-7-2,0,11
46,2083,7.00,30.00,20.00,31.00,2,2-8-1,0,11
47,1799,7.00,28.00,20.00,45.00,2,2-6-1,2,11
48,3510,7.00,27.00,10.00,34.00,4,1-7-1,2,11
