Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,1538,20.00,376.00,150.00,585.00,10-1-0,0,11
2,2485,18.00,294.00,170.00,590.00,9-2-0,0,11
3,3476,18.00,284.00,140.00,574.00,9-2-0,0,11
4,2486,18.00,280.00,190.00,402.00,9-2-0,0,11
5,4139,18.00,268.00,180.00,256.00,9-2-0,0,11
6,1323,18.00,246.00,110.00,358.00,9-2-0,0,11
7,1622,18.00,218.00,190.00,273.00,9-2-0,0,11
8,3925,16.00,252.00,190.00,316.00,8-3-0,0,11
9,399,16.00,204.00,190.00,371.00,8-3-0,0,11
10,3512,16.00,182.00,180.00,379.00,8-3-0,0,11
11,1138,14.00,286.00,90.00,312.00,7-4-0,0,11
12,3880,14.00,262.00,140.00,421.00,7-4-0,0,11
13,207,14.00,250.00,180.00,388.00,7-4-0,0,11
14,696,14.00,250.00,160.00,382.00,7-4-0,0,11
15,4322,14.00,230.00,200.00,281.00,7-4-0,0,11
16,1828,14.00,204.00,160.00,370.00,7-4-0,0,11
17,3255,12.00,260.00,160.00,282.00,6-5-0,0,11
18,2637,12.00,246.00,130.00,207.00,6-5-0,0,11
19,4736,12.00,178.00,100.00,353.00,6-5-0,0,11
20,4,12.00,148.00,190.00,269.00,6-5-0,0,11
21,4056,12.00,146.00,120.00,196.00,6-5-0,0,11
22,3295,12.00,126.00,140.00,185.00,6-5-0,0,11
23,3128,10.00,234.00,130.00,296.00,5-6-0,0,11
24,3647,10.00,224.00,210.00,234.00,5-6-0,0,11
25,4140,10.00,218.00,100.00,228.00,5-6-0,0,11
26,2493,10.00,192.00,130.00,246.00,5-6-0,0,11
27,691,10.00,186.00,150.00,235.00,5-6-0,0,11
28,2658,10.00,186.00,110.00,233.00,5-6-0,0,11
29,3470,10.00,186.00,100.00,241.00,5-6-0,0,11
30,2029,10.00,168.00,200.00,177.00,5-6-0,0,11
31,867,8.00,194.00,70.00,223.00,4-7-0,0,11
32,968,8.00,190.00,180.00,190.00,4-7-0,0,11
33,1266,8.00,190.00,120.00,191.00,4-7-0,0,11
34,4019,8.00,178.00,80.00,223.00,4-7-0,0,11
35,3473,8.00,168.00,110.00,205.00,4-7-0,0,11
36,1422,8.00,150.00,160.00,220.00,4-7-0,0,11
37,585,8.00,144.00,90.00,185.00,4-7-0,0,11
38,4161,8.00,128.00,180.00,170.00,4-7-0,0,11
39,4556,8.00,112.00,70.00,160.00,4-7-0,0,11
40,4160,8.00,106.00,140.00,199.00,4-7-0,0,11
41,4470,6.00,164.00,120.00,238.00,3-8-0,0,11
42,4705,6.00,130.00,60.00,175.00,3-8-0,0,11
43,2429,6.00,124.00,280.00,166.00,3-8-0,0,11
44,4114,6.00,118.00,140.00,184.00,3-8-0,0,11
45,3521,6.00,116.00,110.00,219.00,3-8-0,0,11
46,751,6.00,108.00,150.00,145.00,3-8-0,0,11
47,687,4.00,148.00,200.00,160.00,2-9-0,0,11
48,3453,4.00,132.00,90.00,141.00,2-9-0,0,11
49,3491,2.00,156.00,140.00,94.00,1-10-0,0,11
