Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,238,34.0,247.0,140.0,167.0,590.0,10-2-0,12
2,4905,28.0,235.0,135.0,75.0,615.0,8-4-0,12
3,131,28.0,228.0,95.0,154.0,540.0,10-2-0,12
4,78,28.0,215.0,135.0,130.0,575.0,9-3-0,12
5,5687,26.0,205.0,115.0,191.0,555.0,8-3-1,12
6,213,24.0,193.0,95.0,89.0,505.0,8-4-0,12
7,1729,23.0,172.0,115.0,113.0,480.0,8-3-1,12
8,88,22.0,171.0,130.0,69.0,480.0,8-4-0,12
9,885,19.0,180.0,130.0,77.0,525.0,6-6-0,12
10,3323,19.0,178.0,90.0,79.0,480.0,7-5-0,12
11,3467,19.0,177.0,100.0,148.0,475.0,7-4-1,12
12,1512,19.0,164.0,120.0,99.0,525.0,5-7-0,12
13,138,18.0,242.0,115.0,122.0,500.0,7-4-1,12
14,1831,18.0,231.0,115.0,99.0,475.0,7-4-1,12
15,509,18.0,214.0,95.0,107.0,465.0,6-5-1,12
16,3958,18.0,170.0,100.0,66.0,475.0,6-5-1,12
17,95,17.0,180.0,85.0,76.0,455.0,6-6-0,12
18,2342,17.0,174.0,95.0,94.0,480.0,5-7-0,12
19,811,16.0,211.0,160.0,116.0,470.0,6-6-0,12
20,1721,16.0,111.0,110.0,68.0,375.0,6-5-1,12
21,3609,15.0,172.0,110.0,73.0,475.0,5-7-0,12
22,5491,14.0,164.0,90.0,46.0,450.0,4-8-0,12
23,5422,13.0,175.0,130.0,69.0,455.0,4-8-0,12
24,5471,13.0,153.0,40.0,48.0,450.0,4-8-0,12
25,1517,13.0,141.0,115.0,114.0,425.0,4-8-0,12
26,1786,12.0,183.0,65.0,68.0,420.0,4-7-1,12
27,1307,12.0,150.0,85.0,70.0,390.0,4-7-1,12
28,1474,11.0,141.0,85.0,60.0,375.0,4-8-0,12
29,1247,11.0,127.0,100.0,38.0,385.0,4-7-0,12
30,3585,7.0,141.0,75.0,56.0,395.0,2-8-1,12
31,4987,7.0,138.0,95.0,53.0,420.0,2-9-1,12
32,3566,4.0,102.0,65.0,43.0,370.0,0-12-0,12
