2015mibed_0,District Chairman's Award,frc862,
2015mibed_1,District Event Winner,frc1023,
2015mibed_1,District Event Winner,frc548,
2015mibed_1,District Event Winner,frc4395,
2015mibed_10,Rookie All Star Award,frc5688,
2015mibed_11,Gracious Professionalism Award sponsored by Johnson & Johnson,frc4810,
2015mibed_13,Judges' Award,frc3547,
2015mibed_14,Highest Rookie Seed,frc5688,
2015mibed_15,Rookie Inspiration Award,frc5498,
2015mibed_16,Industrial Design Award sponsored by General Motors,frc3322,
2015mibed_17,Quality Award sponsored by Motorola,frc1023,
2015mibed_18,Industrial Safety Award sponsored by Underwriters Laboratories,frc5498,
2015mibed_2,District Event Finalist,frc1189,
2015mibed_2,District Event Finalist,frc3641,
2015mibed_2,District Event Finalist,frc5252,
2015mibed_20,Creativity Award sponsored by Xerox,frc4395,
2015mibed_21,Excellence in Engineering Award sponsored by Delphi,frc3641,
2015mibed_22,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,frc548,
2015mibed_27,Imagery Award in honor of Jack Kamen,frc1481,
2015mibed_29,Innovation in Control Award sponsored by Rockwell Automation,frc5066,
2015mibed_30,Team Spirit Award sponsored by Chrysler,frc217,
2015mibed_9,District Engineering Inspiration Award,frc2137,
