Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,1023,172.66,180,848,200,340,510,12
2,548,145.41,28,720,280,243,474,12
3,1189,142.16,24,544,440,314,384,12
4,3641,135.66,20,660,280,238,436,12
5,2137,125.16,20,660,200,198,430,12
6,4381,122.66,6,524,400,222,344,12
7,217,117.5,20,524,340,200,344,12
8,3542,110.08,20,448,320,197,336,12
9,3547,107.91,26,448,340,141,352,12
10,862,104.75,0,428,340,209,298,12
11,904,98.91,10,388,320,161,320,12
12,5688,96.58,24,392,280,173,296,12
13,1481,90.25,0,440,160,147,336,12
14,3322,89.66,20,324,260,236,248,12
15,2960,88.83,0,308,280,220,282,12
16,2832,88.75,8,348,280,125,316,12
17,2612,88.08,6,356,280,135,304,12
18,5711,87.75,36,256,320,177,282,12
19,5203,86.91,20,284,320,191,240,12
20,5498,86.0,24,356,160,214,290,12
21,5252,85.41,20,360,200,169,282,12
22,240,85.25,4,328,240,201,250,12
23,5660,84.08,6,344,200,217,254,12
24,4395,83.16,8,324,240,138,288,12
25,5144,82.66,0,300,280,136,288,12
26,815,82.33,0,380,200,116,304,12
27,5238,82.25,20,356,160,171,286,12
28,5612,81.58,24,276,280,159,246,12
29,3668,81.5,4,388,160,158,286,12
30,3773,75.33,0,248,280,154,234,12
31,5066,72.16,0,304,180,138,256,12
32,5263,72.0,20,220,240,208,220,12
33,4810,71.66,0,224,300,104,244,12
34,1528,71.25,0,308,160,141,270,12
35,5708,70.16,20,244,240,162,200,12
36,5017,69.33,0,276,240,132,208,12
37,5784,68.83,24,236,240,134,216,12
38,5567,61.5,0,224,240,94,212,12
39,5713,58.33,6,204,200,132,190,12
40,5226,53.66,0,200,120,144,192,12
