Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,469,9,1,0,10,18.00,43.60,76
2,27,9,1,0,10,18.00,43.20,74
3,217,8,2,0,10,16.00,44.00,124
4,818,7,3,0,10,14.00,43.80,92
5,1718,7,3,0,10,14.00,40.60,124
6,47,7,3,0,10,14.00,40.20,102
7,2337,7,3,0,10,14.00,33.80,66
8,1,6,4,0,10,12.00,41.00,92
9,1528,6,4,0,10,12.00,37.20,70
10,1506,6,4,0,10,12.00,34.00,92
11,2048,6,4,0,10,12.00,29.40,76
12,440,6,4,0,10,12.00,27.60,76
13,397,5,5,0,10,10.00,44.60,70
14,245,5,5,0,10,10.00,38.80,84
15,302,5,5,0,10,10.00,36.80,60
16,815,5,5,0,10,10.00,35.60,84
17,453,5,5,0,10,10.00,35.20,66
18,835,5,5,0,10,10.00,34.80,70
19,247,5,5,0,10,10.00,34.60,82
20,1025,4,6,0,10,8.00,36.80,90
21,49,4,6,0,10,8.00,36.20,68
22,184,4,6,0,10,8.00,30.80,90
23,1250,4,6,0,10,8.00,28.20,92
24,2431,4,6,0,10,8.00,26.80,76
25,703,3,7,0,10,6.00,39.00,102
26,903,3,7,0,10,6.00,34.00,56
27,519,3,7,0,10,6.00,30.40,124
28,5,3,7,0,10,6.00,30.20,70
29,314,3,7,0,10,6.00,26.00,76
30,123,2,8,0,10,4.00,29.00,66
31,1602,2,8,0,10,4.00,26.00,72
32,515,2,7,0,9,4.00,24.36,92
