Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,3711,32.0,287.0,140.0,191.0,640.0,9-3-0,12
2,1983,31.0,254.0,205.0,138.0,600.0,10-1-1,12
3,4450,31.0,226.0,230.0,283.0,515.0,11-1-0,12
4,1258,28.0,264.0,190.0,119.0,600.0,8-3-1,12
5,5920,28.0,261.0,150.0,152.0,645.0,7-4-1,12
6,4726,28.0,248.0,175.0,142.0,600.0,8-2-2,12
7,4061,28.0,236.0,185.0,161.0,635.0,7-4-1,12
8,2923,26.0,284.0,200.0,123.0,600.0,9-3-0,12
9,2930,26.0,262.0,145.0,150.0,615.0,7-4-1,12
10,2147,26.0,240.0,160.0,166.0,550.0,8-4-0,12
11,2557,26.0,198.0,190.0,153.0,605.0,7-5-0,12
12,3586,25.0,290.0,180.0,124.0,590.0,8-4-0,12
13,4980,25.0,260.0,210.0,108.0,590.0,8-4-0,12
14,1595,25.0,244.0,145.0,171.0,600.0,6-6-0,12
15,5942,25.0,202.0,160.0,212.0,530.0,9-3-0,12
16,3588,24.0,256.0,135.0,112.0,585.0,8-4-0,12
17,1318,22.0,247.0,145.0,243.0,535.0,7-5-0,12
18,3789,22.0,154.0,150.0,116.0,535.0,7-5-0,12
19,2926,21.0,236.0,170.0,112.0,570.0,6-6-0,12
20,2149,20.0,262.0,140.0,152.0,560.0,6-6-0,12
21,4125,19.0,224.0,110.0,117.0,555.0,6-6-0,12
22,5803,19.0,188.0,175.0,96.0,545.0,5-6-1,12
23,488,18.0,246.0,95.0,85.0,595.0,5-7-0,12
24,4608,18.0,196.0,120.0,136.0,495.0,6-6-0,12
25,4513,17.0,258.0,115.0,149.0,540.0,5-7-0,12
26,2944,17.0,226.0,125.0,112.0,545.0,4-7-1,12
27,3712,17.0,216.0,125.0,131.0,525.0,4-7-1,12
28,2148,16.0,268.0,120.0,108.0,570.0,4-8-0,12
29,4082,16.0,220.0,145.0,88.0,515.0,4-8-0,12
30,6129,16.0,174.0,115.0,88.0,505.0,5-7-0,12
31,3220,12.0,234.0,110.0,80.0,520.0,3-8-1,12
32,6076,11.0,206.0,140.0,60.0,495.0,3-9-0,12
33,3693,11.0,174.0,165.0,97.0,465.0,4-8-0,12
34,4104,11.0,162.0,95.0,68.0,460.0,3-9-0,12
35,3575,10.0,166.0,130.0,80.0,475.0,2-10-0,12
36,4495,9.0,224.0,110.0,96.0,470.0,2-9-1,12
37,4120,9.0,154.0,105.0,57.0,425.0,3-9-0,12
38,3876,8.0,148.0,90.0,86.0,440.0,2-10-0,12
39,5111,7.0,144.0,105.0,55.0,430.0,2-10-0,12
