Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,4935,30.0,228.0,125.0,69.0,615.0,10-2-0,12
2,435,28.0,206.0,115.0,51.0,600.0,9-3-0,12
3,2642,26.0,208.0,120.0,118.0,615.0,8-3-1,12
4,3215,26.0,194.0,125.0,27.0,550.0,9-3-0,12
5,2682,25.0,196.0,130.0,45.0,500.0,9-3-0,12
6,2059,25.0,174.0,120.0,20.0,520.0,9-3-0,12
7,5518,23.0,215.0,100.0,34.0,530.0,8-4-0,12
8,4795,22.0,169.0,125.0,20.0,575.0,6-6-0,12
9,3459,22.0,166.0,115.0,32.0,505.0,8-4-0,12
10,6215,21.0,160.0,125.0,26.0,505.0,7-5-0,12
11,3331,20.0,190.0,110.0,16.0,480.0,7-5-0,12
12,3336,20.0,164.0,140.0,26.0,475.0,7-4-1,12
13,6003,19.0,220.0,105.0,19.0,505.0,7-5-0,12
14,4828,19.0,208.0,105.0,12.0,560.0,6-6-0,12
15,5607,18.0,234.0,105.0,20.0,545.0,7-5-0,12
16,3763,18.0,137.0,105.0,31.0,465.0,7-5-0,12
17,4816,17.0,248.0,100.0,12.0,585.0,4-7-1,12
18,5160,17.0,180.0,110.0,37.0,500.0,6-6-0,12
19,3661,17.0,176.0,120.0,34.0,465.0,5-7-0,12
20,587,15.0,182.0,105.0,46.0,460.0,5-7-0,12
21,5919,15.0,168.0,80.0,21.0,465.0,5-7-0,12
22,5762,15.0,132.0,95.0,31.0,425.0,5-6-1,12
23,4829,14.0,142.0,100.0,32.0,430.0,4-8-0,12
24,5190,14.0,140.0,90.0,22.0,440.0,5-7-0,12
25,3737,14.0,120.0,100.0,23.0,385.0,5-7-0,12
26,900,13.0,174.0,105.0,59.0,415.0,5-7-0,12
27,5544,12.0,174.0,105.0,51.0,440.0,4-8-0,12
28,4291,11.0,98.0,100.0,19.0,370.0,3-8-1,12
29,4534,10.0,163.0,75.0,54.0,395.0,4-8-0,12
30,6214,9.0,94.0,80.0,14.0,420.0,2-9-1,12
31,3229,6.0,110.0,35.0,19.0,335.0,2-10-0,12
32,3796,3.0,156.0,45.0,13.0,360.0,1-11-0,12
