Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,293,20.00,376.00,240.00,438.00,10-2-0,0,12
2,225,20.00,374.00,170.00,691.00,10-2-0,0,12
3,316,18.00,402.00,230.00,647.00,9-3-0,0,12
4,2729,18.00,380.00,230.00,645.00,9-3-0,0,12
5,365,16.00,408.00,220.00,368.00,8-4-0,0,12
6,1647,16.00,396.00,150.00,610.00,8-4-0,0,12
7,87,16.00,354.00,220.00,329.00,8-4-0,0,12
8,2559,16.00,314.00,240.00,393.00,8-4-0,0,12
9,3151,16.00,274.00,200.00,303.00,8-4-0,0,12
10,1089,14.00,374.00,210.00,449.00,7-5-0,0,12
11,4575,14.00,352.00,110.00,366.00,7-5-0,0,12
12,1923,14.00,304.00,180.00,411.00,7-5-0,0,12
13,816,14.00,286.00,280.00,403.00,7-5-0,0,12
14,2495,14.00,262.00,140.00,427.00,7-5-0,0,12
15,203,14.00,258.00,240.00,303.00,7-5-0,0,12
16,1279,12.00,370.00,150.00,330.00,6-6-0,0,12
17,1403,12.00,360.00,180.00,354.00,6-6-0,0,12
18,433,12.00,314.00,170.00,306.00,6-6-0,0,12
19,1626,12.00,296.00,260.00,415.00,6-6-0,0,12
20,484,10.00,322.00,190.00,418.00,5-7-0,0,12
21,423,10.00,270.00,110.00,275.00,5-7-0,0,12
22,1168,10.00,224.00,350.00,244.00,5-7-0,0,12
23,2180,8.00,322.00,90.00,210.00,4-8-0,0,12
24,204,8.00,290.00,180.00,295.00,4-8-0,0,12
25,2191,8.00,270.00,150.00,360.00,4-8-0,0,12
26,4750,8.00,268.00,160.00,297.00,4-8-0,0,12
27,1712,6.00,248.00,190.00,330.00,3-9-0,0,12
28,3607,6.00,198.00,130.00,309.00,3-9-0,0,12
29,321,4.00,278.00,140.00,199.00,2-10-0,0,12
30,4637,4.00,238.00,220.00,275.00,2-10-0,0,12
31,3167,2.00,224.00,150.00,318.00,1-11-0,0,12
