Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,6672,2.0,1950.0,475.0,960.0,800.0,0.0,8-0-0,8
2,6133,1.75,1415.0,340.0,800.0,450.0,0.0,7-1-0,8
3,3005,1.75,1345.0,400.0,780.0,400.0,0.0,7-1-0,8
4,4206,1.6200000000000001,1750.0,470.0,960.0,550.0,0.0,6-1-1,8
5,2848,1.5,1710.0,405.0,1020.0,550.0,0.0,6-2-0,8
6,1296,1.5,1700.0,150.0,740.0,800.0,0.0,6-2-0,8
7,2359,1.5,1630.0,450.0,840.0,650.0,0.0,6-2-0,8
8,5892,1.5,1555.0,285.0,860.0,500.0,0.0,6-2-0,8
9,4641,1.5,1256.0,276.0,700.0,400.0,1.0,6-2-0,8
10,2576,1.3700000000000001,1180.0,215.0,720.0,350.0,0.0,5-2-1,8
11,5052,1.25,1410.0,215.0,680.0,450.0,0.0,5-3-0,8
12,148,1.25,1406.0,440.0,800.0,450.0,1.0,5-2-0,8
13,4076,1.25,1370.0,195.0,720.0,550.0,0.0,5-2-0,8
14,5981,1.25,1186.0,280.0,580.0,450.0,1.0,4-2-2,8
15,6768,1.25,1060.0,215.0,640.0,300.0,0.0,5-3-0,8
16,704,1.1200000000000001,1568.0,290.0,820.0,450.0,3.0,4-3-1,8
17,2723,1.1200000000000001,1406.0,286.0,740.0,500.0,1.0,4-3-1,8
18,2773,1.1200000000000001,1400.0,260.0,620.0,550.0,0.0,4-3-1,8
19,3802,1.1200000000000001,1355.0,270.0,700.0,500.0,0.0,4-3-1,8
20,3037,1.1200000000000001,1145.0,285.0,580.0,400.0,0.0,4-3-1,8
21,6671,1.1200000000000001,1035.0,345.0,720.0,200.0,0.0,4-3-1,8
22,2468,1.0,1705.0,340.0,800.0,750.0,0.0,4-4-0,8
23,5242,1.0,1496.0,290.0,860.0,450.0,1.0,4-4-0,8
24,5682,1.0,1465.0,260.0,820.0,450.0,0.0,4-4-0,8
25,5431,1.0,1445.0,410.0,940.0,350.0,0.0,4-4-0,8
26,5639,1.0,1415.0,330.0,800.0,500.0,0.0,4-4-0,8
27,31,1.0,1380.0,400.0,780.0,450.0,0.0,4-4-0,8
28,5057,1.0,1305.0,470.0,880.0,300.0,0.0,4-4-0,8
29,5417,1.0,1245.0,150.0,580.0,500.0,0.0,4-4-0,8
30,3355,1.0,1015.0,335.0,560.0,350.0,0.0,4-3-0,8
31,5894,1.0,980.0,285.0,660.0,100.0,0.0,4-4-0,8
32,1745,0.87,1081.0,190.0,480.0,400.0,1.0,3-2-1,8
33,647,0.87,1051.0,255.0,660.0,300.0,1.0,3-4-1,8
34,3700,0.87,915.0,215.0,560.0,250.0,0.0,3-4-1,8
35,1860,0.75,1480.0,235.0,760.0,500.0,0.0,3-5-0,8
36,6369,0.75,1430.0,215.0,720.0,550.0,0.0,3-5-0,8
37,3366,0.75,1278.0,340.0,760.0,300.0,3.0,3-5-0,8
38,6752,0.75,1230.0,215.0,680.0,400.0,0.0,3-5-0,8
39,6687,0.75,1195.0,260.0,620.0,400.0,0.0,3-5-0,8
40,4332,0.75,1180.0,225.0,640.0,350.0,0.0,3-5-0,8
41,5775,0.75,1155.0,290.0,700.0,300.0,0.0,3-5-0,8
42,6357,0.75,1075.0,195.0,640.0,300.0,0.0,3-4-0,8
43,3931,0.75,1002.0,261.0,740.0,100.0,2.0,3-5-0,8
44,6526,0.75,980.0,125.0,580.0,300.0,0.0,3-5-0,8
45,3370,0.62,1230.0,205.0,680.0,350.0,0.0,2-5-1,8
46,4192,0.5,1185.0,280.0,780.0,300.0,0.0,2-6-0,8
47,3676,0.5,1185.0,220.0,680.0,350.0,0.0,2-6-0,8
48,6646,0.5,1060.0,215.0,760.0,200.0,0.0,1-5-2,8
49,2789,0.5,1010.0,185.0,480.0,300.0,0.0,2-5-0,8
50,6751,0.37,1205.0,220.0,680.0,350.0,0.0,1-6-1,8
51,4610,0.37,951.0,135.0,540.0,300.0,1.0,1-6-1,8
52,6655,0.25,1110.0,260.0,620.0,350.0,0.0,1-7-0,8
53,6171,0.25,960.0,220.0,600.0,200.0,5.0,1-7-0,8
54,3282,0.25,620.0,140.0,460.0,50.0,0.0,1-6-0,8
