Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,1288,22.00,208.00,260.00,526.00,11-1-0,0,12
2,1706,20.00,216.00,170.00,681.00,10-2-0,0,12
3,1658,20.00,210.00,150.00,482.00,10-2-0,0,12
4,1329,18.00,208.00,230.00,360.00,9-3-0,0,12
5,3411,18.00,198.00,260.00,316.00,9-3-0,0,12
6,3868,18.00,196.00,170.00,187.00,9-3-0,0,12
7,1985,17.00,276.00,200.00,197.00,8-3-1,0,12
8,3284,16.00,232.00,230.00,230.00,8-4-0,0,12
9,4646,16.00,94.00,250.00,197.00,8-4-0,0,12
10,4256,15.00,248.00,280.00,197.00,7-4-1,0,12
11,1094,15.00,146.00,210.00,258.00,7-4-1,0,12
12,3686,14.00,200.00,180.00,266.00,7-5-0,0,12
13,4329,14.00,150.00,140.00,150.00,7-5-0,0,12
14,3862,14.00,122.00,170.00,242.00,7-5-0,0,12
15,1444,14.00,116.00,130.00,144.00,7-5-0,0,12
16,1208,13.00,190.00,190.00,413.00,6-5-1,0,12
17,3792,12.00,204.00,180.00,215.00,6-6-0,0,12
18,2783,12.00,200.00,110.00,286.00,6-6-0,0,12
19,2408,12.00,176.00,180.00,243.00,6-6-0,0,12
20,4330,12.00,136.00,190.00,140.00,6-6-0,0,12
21,3330,12.00,134.00,90.00,228.00,6-6-0,0,12
22,4356,12.00,130.00,270.00,178.00,6-6-0,0,12
23,4402,12.00,118.00,280.00,205.00,6-6-0,0,12
24,4500,12.00,118.00,160.00,277.00,6-6-0,0,12
25,4246,11.00,194.00,150.00,282.00,5-6-1,0,12
26,4156,11.00,168.00,150.00,149.00,5-6-1,0,12
27,2978,10.00,198.00,110.00,225.00,5-7-0,0,12
28,3885,10.00,166.00,70.00,216.00,5-7-0,0,12
29,4196,10.00,144.00,150.00,233.00,5-7-0,0,12
30,4232,10.00,136.00,260.00,172.00,5-7-0,0,12
31,4231,10.00,130.00,90.00,154.00,5-6-0,1,12
32,931,10.00,128.00,190.00,188.00,5-7-0,0,12
33,4331,10.00,118.00,180.00,138.00,5-7-0,0,12
34,1182,10.00,110.00,320.00,169.00,5-7-0,0,12
35,4187,8.00,136.00,60.00,190.00,4-8-0,0,12
36,3397,8.00,118.00,150.00,231.00,4-8-0,0,12
37,4600,8.00,96.00,110.00,141.00,4-8-0,0,12
38,4314,8.00,76.00,80.00,115.00,4-8-0,0,12
39,4154,6.00,158.00,70.00,187.00,3-9-0,0,12
40,1178,6.00,84.00,80.00,91.00,3-9-0,0,12
41,2838,6.00,62.00,260.00,148.00,3-9-0,0,12
42,4404,2.00,102.00,130.00,85.00,1-11-0,0,12
43,2902,2.00,98.00,80.00,109.00,1-11-0,0,12
