Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,236,66.33,120,256,140,16,264,12
2,230,65.91,24,240,260,65,214,12
3,999,58.75,20,228,160,23,280,12
4,2170,58.5,4,260,200,8,236,12
5,237,57.66,0,208,180,110,200,12
6,176,55.66,20,216,240,34,158,12
7,4055,54.91,0,156,320,17,166,12
8,2067,51.0,0,208,160,44,200,12
9,3314,50.66,6,188,200,26,200,12
10,2836,48.25,0,228,80,41,230,12
11,2064,47.0,0,168,160,36,200,12
12,5129,46.16,20,140,160,54,186,12
13,558,44.75,0,188,100,73,188,12
14,4557,43.33,0,112,160,98,150,12
15,1124,43.25,28,124,120,15,250,12
16,3525,43.16,20,168,60,36,240,12
17,1071,43.0,8,88,240,16,164,12
18,1991,42.91,4,120,220,35,160,12
19,155,41.58,4,104,200,47,144,12
20,5746,41.5,20,112,160,32,174,12
21,3654,41.16,0,144,160,26,170,12
22,3634,40.33,0,84,220,44,142,12
23,3718,39.41,10,80,180,33,176,12
24,228,39.08,0,92,140,51,204,12
25,4572,38.91,20,120,160,23,150,12
26,195,37.83,0,124,120,30,186,12
27,3461,37.41,20,132,120,11,166,12
28,5686,36.75,20,124,140,25,138,12
29,3780,32.91,20,100,100,35,146,12
30,1099,30.91,0,92,80,49,150,12
31,3104,29.0,0,76,100,38,146,12
32,5142,28.75,0,104,80,33,146,12
33,4628,28.58,0,104,80,27,132,12
34,3464,28.25,26,40,160,39,92,12
