Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,2767,3.2,3514.0,816.0,1640.0,1200.0,474.0,8-2-0,10
2,254,2.9,3813.0,994.0,1600.0,1400.0,593.0,7-3-0,10
3,5436,2.9,3492.0,656.0,1620.0,1350.0,242.0,9-1-0,10
4,4976,2.8,3645.0,874.0,1760.0,1350.0,300.0,8-2-0,10
5,238,2.7,3528.0,680.0,1660.0,1450.0,218.0,8-2-0,10
6,2960,2.7,3395.0,824.0,1680.0,1350.0,115.0,9-1-0,10
7,5406,2.6,3638.0,949.0,1680.0,1450.0,303.0,8-2-0,10
8,708,2.5,3473.0,757.0,1780.0,1350.0,158.0,7-3-0,10
9,5690,2.3,3413.0,745.0,1700.0,1400.0,113.0,6-3-1,10
10,75,2.3,3291.0,827.0,1720.0,1250.0,166.0,7-3-0,10
11,2164,2.2,3461.0,686.0,1720.0,1450.0,91.0,6-4-0,10
12,1718,2.2,3432.0,737.0,1740.0,1400.0,87.0,6-4-0,10
13,1481,2.2,3391.0,749.0,1700.0,1400.0,116.0,6-4-0,10
14,4967,2.2,3260.0,867.0,1460.0,1150.0,425.0,5-5-0,10
15,6548,2.1,3311.0,699.0,1520.0,1450.0,131.0,7-2-1,10
16,910,2.1,3279.0,663.0,1700.0,1150.0,164.0,5-5-0,10
17,244,2.0,3448.0,835.0,1640.0,1450.0,148.0,6-4-0,10
18,2062,2.0,3360.0,662.0,1720.0,1350.0,65.0,5-5-0,10
19,5675,2.0,3328.0,763.0,1620.0,1350.0,153.0,6-4-0,10
20,5895,2.0,3325.0,683.0,1620.0,1400.0,150.0,6-4-0,10
21,5976,2.0,3309.0,694.0,1640.0,1400.0,94.0,6-4-0,10
22,1676,2.0,3306.0,801.0,1680.0,1350.0,96.0,6-4-0,10
23,2181,2.0,3284.0,771.0,1660.0,1300.0,124.0,6-4-0,10
24,340,1.9,3404.0,606.0,1700.0,1450.0,84.0,5-5-0,10
25,5509,1.9,3394.0,772.0,1680.0,1450.0,64.0,5-4-1,10
26,6763,1.9,3354.0,746.0,1700.0,1350.0,99.0,5-5-0,10
27,2830,1.9,3339.0,712.0,1600.0,1350.0,159.0,6-4-0,10
28,1806,1.9,3306.0,786.0,1540.0,1400.0,146.0,7-3-0,10
29,2614,1.9,3231.0,683.0,1640.0,1300.0,91.0,6-4-0,10
30,694,1.8,3388.0,742.0,1660.0,1350.0,108.0,5-5-0,10
31,894,1.8,3357.0,758.0,1660.0,1400.0,117.0,5-5-0,10
32,250,1.8,3341.0,591.0,1660.0,1450.0,36.0,5-5-0,10
33,6328,1.8,3282.0,845.0,1640.0,1250.0,117.0,6-4-0,10
34,1306,1.8,3245.0,780.0,1620.0,1300.0,155.0,5-5-0,10
35,178,1.8,3232.0,651.0,1480.0,1450.0,22.0,7-3-0,10
36,4362,1.8,3179.0,730.0,1640.0,1200.0,114.0,5-5-0,10
37,3620,1.8,3134.0,764.0,1720.0,1150.0,59.0,5-5-0,10
38,141,1.8,3126.0,513.0,1620.0,1250.0,106.0,5-5-0,10
39,5442,1.7,3136.0,679.0,1600.0,1250.0,101.0,5-5-0,10
40,27,1.7,3097.0,847.0,1540.0,1100.0,282.0,5-5-0,10
41,6651,1.6,3288.0,767.0,1640.0,1400.0,68.0,5-5-0,10
42,346,1.6,3122.0,623.0,1460.0,1150.0,307.0,5-5-0,10
43,1923,1.6,2919.0,491.0,1460.0,1150.0,119.0,5-5-0,10
44,85,1.5,3199.0,759.0,1700.0,1200.0,114.0,3-7-0,10
45,107,1.5,3159.0,784.0,1680.0,1250.0,44.0,4-6-0,10
46,66,1.5,3083.0,800.0,1680.0,1150.0,73.0,3-6-1,10
47,1262,1.5,3034.0,625.0,1500.0,1300.0,84.0,5-5-0,10
48,862,1.4,3334.0,800.0,1680.0,1400.0,74.0,3-7-0,10
49,156,1.4,3205.0,786.0,1460.0,1350.0,195.0,4-6-0,10
50,333,1.4,3195.0,678.0,1560.0,1350.0,70.0,4-6-0,10
51,4242,1.4,3083.0,755.0,1540.0,1200.0,148.0,4-6-0,10
52,4678,1.4,2947.0,792.0,1640.0,1050.0,77.0,4-6-0,10
53,3755,1.3,3166.0,709.0,1560.0,1250.0,171.0,3-7-0,10
54,1285,1.3,3132.0,700.0,1660.0,1250.0,32.0,3-7-0,10
55,103,1.3,2990.0,724.0,1540.0,1200.0,75.0,4-6-0,10
56,4618,1.2,3276.0,547.0,1540.0,1400.0,131.0,3-7-0,10
57,3618,1.2,3096.0,856.0,1620.0,1150.0,146.0,3-7-0,10
58,4859,1.2,3021.0,644.0,1540.0,1250.0,76.0,3-7-0,10
59,4122,1.1,3198.0,846.0,1540.0,1400.0,48.0,4-6-0,10
60,6378,1.1,3094.0,665.0,1640.0,1200.0,64.0,1-8-1,10
61,201,1.1,3052.0,775.0,1560.0,1300.0,42.0,3-7-0,10
62,6490,1.1,2955.0,610.0,1540.0,1200.0,50.0,3-7-0,10
63,5846,1.0,3040.0,761.0,1560.0,1200.0,40.0,3-7-0,10
64,45,1.0,2913.0,549.0,1480.0,1200.0,63.0,2-7-1,10
65,4226,0.9,2961.0,678.0,1360.0,1200.0,161.0,2-8-0,10
66,5173,0.9,2805.0,612.0,1380.0,1100.0,105.0,3-7-0,10
67,4085,0.8,2897.0,571.0,1420.0,1200.0,87.0,2-8-0,10
68,2509,0.6,2900.0,691.0,1540.0,1200.0,10.0,1-9-0,10
