Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,2836,183.5,28,748,360,227,472,10
2,2056,180.2,194,664,320,184,452,10
3,525,178.1,20,744,320,197,500,10
4,2067,166.4,0,656,320,316,408,10
5,3618,163.8,20,620,360,200,438,10
6,876,157.9,24,664,280,195,440,10
7,27,152.4,6,600,240,290,388,10
8,1690,150.9,0,604,280,227,404,10
9,365,148.6,0,612,280,210,390,10
10,4961,147.4,4,600,200,230,446,10
11,330,146.5,20,532,320,169,430,10
12,1619,146.0,16,644,200,186,432,10
13,1726,145.9,0,656,280,157,378,10
14,494,145.4,140,552,240,140,400,10
15,3787,144.7,24,488,400,207,334,10
16,4719,143.3,26,536,280,231,366,10
17,384,141.7,0,608,200,195,432,10
18,2451,140.7,20,516,280,173,430,10
19,2502,140.4,0,500,240,210,454,10
20,2168,140.0,0,492,280,270,364,10
21,3146,139.4,0,564,240,198,398,10
22,744,139.0,48,484,240,212,406,10
23,1649,135.0,20,500,320,190,326,10
24,5460,134.8,24,408,280,270,366,10
25,597,134.4,10,456,360,180,344,10
26,3668,133.0,28,496,320,116,376,10
27,492,132.3,28,532,200,159,410,10
28,862,132.0,20,572,240,142,352,10
29,3562,131.5,0,440,280,173,422,10
30,3944,129.7,0,472,280,183,380,10
31,111,129.2,0,536,240,158,364,10
32,245,128.9,20,496,240,173,372,10
33,2052,127.9,0,480,320,107,378,10
34,1189,127.4,14,416,320,218,312,10
35,191,126.3,8,424,360,167,316,10
36,3288,125.1,24,464,280,179,334,10
37,1595,124.8,0,440,320,204,308,10
38,45,123.5,28,480,200,179,360,10
39,967,123.5,0,596,80,105,460,10
40,1,123.4,0,516,160,164,406,10
41,5554,122.5,20,432,240,209,336,10
42,604,121.5,0,464,240,141,370,10
43,568,120.0,38,392,280,158,338,10
44,2990,119.8,0,480,200,164,354,10
45,3674,115.6,0,420,240,156,352,10
46,1540,115.5,0,440,240,149,326,10
47,1002,115.1,20,408,240,151,338,10
48,219,115.0,20,472,160,142,362,10
49,5216,114.7,0,480,200,153,320,10
50,5114,114.6,6,460,240,158,294,10
51,5584,113.6,26,340,320,148,314,10
52,1011,111.7,20,432,200,123,354,10
53,4373,110.8,24,396,240,132,328,10
54,1477,109.9,0,452,160,147,346,10
55,3410,109.5,10,372,240,169,328,10
56,1902,106.9,0,332,240,173,324,10
57,2626,106.8,40,292,320,142,280,10
58,3770,106.7,0,292,280,233,262,10
59,3142,106.1,40,316,240,183,288,10
60,3175,103.1,0,380,160,111,398,10
61,2375,103.0,4,344,280,136,272,10
62,3492,102.9,0,372,240,155,268,10
63,4920,102.3,0,328,240,143,330,10
64,5498,100.4,4,360,240,136,276,10
65,1777,99.8,0,344,240,156,276,10
66,1547,98.2,0,396,120,140,332,10
67,5541,95.0,0,280,240,138,298,10
68,5429,92.7,0,328,200,163,236,10
69,237,92.2,0,276,280,118,254,10
70,5725,89.7,20,308,200,129,246,10
71,102,89.5,20,336,80,163,296,10
72,3026,89.4,0,252,240,126,288,10
73,3337,80.6,20,276,120,150,240,10
74,5421,79.6,0,224,280,90,232,10
75,3397,77.6,0,272,160,112,238,10
76,4198,66.9,0,196,160,145,180,10
