Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,108,7,1,0,8,14.00,44.00,74
2,233,7,1,0,8,14.00,41.75,90
3,79,7,1,0,8,14.00,40.00,102
4,1251,7,1,0,8,14.00,39.75,98
5,1523,6,1,1,8,13.00,28.25,60
6,69,6,2,0,8,12.00,39.25,98
7,1065,6,2,0,8,12.00,36.75,76
8,1592,6,2,0,8,12.00,35.25,76
9,1649,6,2,0,8,12.00,24.25,60
10,1345,5,2,1,8,11.00,32.75,64
11,103,5,3,0,8,10.00,42.00,102
12,457,5,3,0,8,10.00,41.75,72
13,179,5,3,0,8,10.00,38.00,74
14,386,5,3,0,8,10.00,35.50,60
15,801,5,3,0,8,10.00,34.25,68
16,1341,5,3,0,8,10.00,31.75,76
17,665,5,3,0,8,10.00,31.25,60
18,1872,5,3,0,8,10.00,29.75,64
19,1270,5,3,0,8,10.00,29.00,66
20,2564,5,3,0,8,10.00,27.75,64
21,2569,5,3,0,8,10.00,26.75,62
22,2023,5,3,0,8,10.00,26.50,66
23,180,4,3,1,8,9.00,39.75,72
24,1902,4,3,1,8,9.00,32.75,72
25,1744,4,3,1,8,9.00,31.50,94
26,809,4,3,1,8,9.00,26.25,90
27,348,4,4,0,8,8.00,42.75,76
28,312,4,4,0,8,8.00,42.00,60
29,56,4,4,0,8,8.00,35.75,94
30,425,4,4,0,8,8.00,34.25,90
31,1242,4,4,0,8,8.00,32.00,90
32,845,4,3,0,7,8.00,31.50,76
33,1403,4,4,0,8,8.00,26.25,54
34,1884,4,4,0,8,8.00,25.25,64
35,2568,4,4,0,8,8.00,25.00,50
36,2562,4,4,0,8,8.00,24.50,40
37,2383,4,3,0,7,8.00,20.75,76
38,2567,4,4,0,8,8.00,13.75,68
39,21,3,4,1,8,7.00,34.50,74
40,804,3,4,1,8,7.00,29.00,102
41,342,3,5,0,8,6.00,39.50,98
42,744,3,5,0,8,6.00,37.75,72
43,2563,3,5,0,8,6.00,28.75,62
44,86,3,5,0,8,6.00,27.75,74
45,59,3,5,0,8,6.00,25.75,64
46,1875,3,5,0,8,6.00,23.25,58
47,1557,3,5,0,8,6.00,19.50,58
48,1390,2,5,1,8,5.00,29.75,56
49,408,2,5,1,8,5.00,27.25,58
50,1841,2,5,1,8,5.00,27.00,60
51,1029,2,5,1,8,5.00,26.75,62
52,168,2,6,0,8,4.00,34.50,74
53,395,2,6,0,8,4.00,32.00,54
54,1144,2,6,0,8,4.00,27.75,90
55,2152,2,6,0,8,4.00,27.50,72
56,945,2,6,0,8,4.00,27.50,64
57,2565,2,6,0,8,4.00,24.00,40
58,2566,2,6,0,8,4.00,21.50,58
59,2422,2,6,0,8,4.00,15.50,38
60,2100,0,8,0,8,0.00,19.50,30
61,1543,0,8,0,8,0.00,14.00,32
