Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,2056,35.0,331.0,155.0,514.0,515.0,10-0-0,10
2,1241,29.0,224.0,120.0,299.0,470.0,9-1-0,10
3,2013,28.0,275.0,130.0,287.0,500.0,7-3-0,10
4,118,27.0,258.0,135.0,424.0,495.0,8-2-0,10
5,1325,27.0,245.0,95.0,188.0,500.0,9-1-0,10
6,4476,27.0,196.0,135.0,182.0,470.0,7-2-1,10
7,1114,26.0,311.0,135.0,316.0,525.0,7-3-0,10
8,610,26.0,192.0,170.0,231.0,465.0,7-3-0,10
9,4976,25.0,201.0,105.0,175.0,485.0,6-3-1,10
10,1305,25.0,170.0,110.0,250.0,475.0,7-3-0,10
11,4618,23.0,228.0,160.0,185.0,490.0,6-4-0,10
12,5036,23.0,194.0,155.0,158.0,485.0,7-3-0,10
13,4783,21.0,220.0,110.0,74.0,520.0,6-4-0,10
14,746,21.0,206.0,130.0,208.0,490.0,4-4-2,10
15,296,20.0,202.0,135.0,108.0,480.0,5-5-0,10
16,1075,19.0,186.0,100.0,212.0,445.0,5-5-0,10
17,2228,19.0,161.0,120.0,147.0,430.0,5-4-1,10
18,2340,18.0,214.0,145.0,166.0,420.0,6-4-0,10
19,5031,18.0,198.0,110.0,140.0,460.0,5-5-0,10
20,4248,18.0,156.0,65.0,105.0,415.0,5-5-0,10
21,6125,17.0,186.0,115.0,94.0,470.0,5-4-1,10
22,4704,17.0,184.0,125.0,118.0,445.0,4-5-1,10
23,2935,17.0,184.0,95.0,107.0,465.0,5-5-0,10
24,4939,17.0,146.0,115.0,128.0,395.0,6-3-1,10
25,4308,17.0,141.0,90.0,94.0,410.0,6-4-0,10
26,1547,16.0,232.0,120.0,132.0,495.0,4-6-0,10
27,4732,16.0,231.0,120.0,130.0,470.0,3-6-1,10
28,3117,16.0,184.0,155.0,122.0,475.0,4-6-0,10
29,5596,16.0,161.0,140.0,119.0,455.0,4-6-0,10
30,2185,16.0,140.0,100.0,111.0,445.0,4-6-0,10
31,3710,15.0,216.0,90.0,178.0,425.0,4-6-0,10
32,5807,15.0,198.0,100.0,78.0,495.0,3-6-1,10
33,4343,15.0,188.0,115.0,139.0,445.0,4-6-0,10
34,1285,15.0,110.0,80.0,46.0,385.0,5-5-0,10
35,2634,14.0,244.0,100.0,111.0,525.0,3-7-0,10
36,4525,14.0,144.0,100.0,164.0,385.0,5-5-0,10
37,4015,14.0,116.0,55.0,56.0,360.0,4-4-1,10
38,5580,13.0,180.0,75.0,77.0,415.0,4-6-0,10
39,4252,13.0,155.0,70.0,108.0,395.0,3-7-0,10
40,6141,13.0,122.0,120.0,178.0,370.0,4-6-0,10
41,6070,12.0,157.0,55.0,85.0,410.0,3-7-0,10
42,2198,12.0,100.0,65.0,67.0,385.0,3-7-0,10
43,6140,10.0,168.0,100.0,52.0,380.0,4-6-0,10
44,5428,10.0,165.0,75.0,102.0,395.0,2-7-1,10
45,3541,10.0,160.0,60.0,86.0,440.0,2-8-0,10
46,5076,10.0,130.0,70.0,51.0,335.0,3-7-0,10
47,1246,8.0,158.0,60.0,58.0,365.0,2-7-0,10
48,6046,6.0,128.0,75.0,84.0,390.0,1-9-0,10
49,5094,6.0,84.0,40.0,69.0,260.0,2-6-0,10
