Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,314,116.83,0,660,80,236,438,12
2,68,108.33,0,568,120,216,396,12
3,858,87.08,10,284,280,219,264,12
4,3536,81.33,16,316,280,150,244,12
5,5260,79.0,8,244,200,248,254,12
6,1502,72.16,4,304,80,218,296,12
7,4776,71.25,0,272,200,139,256,12
8,4216,67.08,0,296,120,157,250,12
9,5460,66.33,0,220,200,166,246,12
10,308,64.25,12,212,240,113,212,12
11,703,63.33,4,204,80,132,370,12
12,5661,62.66,0,228,160,164,206,12
13,5316,61.91,8,164,120,229,228,12
14,3546,61.41,6,312,40,189,232,12
15,5523,58.91,12,160,240,123,190,12
16,5282,56.16,4,172,160,150,200,12
17,3535,54.33,12,224,80,152,208,12
18,5697,53.33,8,200,80,176,188,12
19,5527,52.25,16,192,120,105,218,12
20,5251,51.83,0,124,160,132,212,12
21,5533,51.75,8,172,120,127,212,12
22,3568,51.41,8,208,80,143,214,12
23,3667,51.25,6,156,80,163,216,12
24,5235,51.0,8,172,120,138,192,12
25,5559,50.75,4,128,160,89,252,12
26,5084,50.25,12,176,40,87,294,12
27,3655,48.83,8,68,200,186,136,12
28,5676,47.58,4,184,80,137,184,12
29,3707,47.41,0,148,80,105,242,12
30,5205,44.75,0,148,40,185,176,12
31,4408,44.0,4,116,120,132,174,12
32,5694,42.75,4,132,80,131,184,12
33,5502,42.66,12,152,120,100,152,12
34,1684,42.5,4,164,80,106,162,12
35,4568,41.25,8,80,120,127,166,12
36,4998,41.16,4,116,120,104,168,12
37,5447,41.0,4,120,160,80,194,12
38,5233,40.83,0,104,120,110,204,12
39,5704,40.33,4,124,160,86,158,12
40,322,39.41,0,76,160,121,140,12
