Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,846,8,1,0,9,16.00,5.89,58
2,118,7,1,1,9,15.00,13.44,268
3,476,7,2,0,9,14.00,20.44,118
4,1421,7,2,0,9,14.00,18.78,128
5,1772,7,2,0,9,14.00,9.44,268
6,418,7,2,0,9,14.00,4.89,62
7,148,6,2,1,9,13.00,20.22,256
8,1,6,2,1,9,13.00,7.56,64
9,2276,6,3,0,9,12.00,13.22,64
10,364,6,3,0,9,12.00,13.11,128
11,1863,6,3,0,9,12.00,9.67,64
12,647,6,3,0,9,12.00,7.11,64
13,462,6,3,0,9,12.00,4.56,46
14,31,6,3,0,9,12.00,2.22,128
15,1477,5,3,1,9,11.00,9.78,128
16,1429,5,3,1,9,11.00,8.00,162
17,2045,5,3,1,9,11.00,6.89,47
18,653,5,3,1,9,11.00,4.67,268
19,1742,5,4,0,9,10.00,16.11,128
20,1642,5,4,0,9,10.00,13.11,50
21,1818,4,3,2,9,10.00,12.56,128
22,1898,5,4,0,9,10.00,12.44,128
23,1859,5,4,0,9,10.00,10.22,68
24,1817,5,4,0,9,10.00,9.89,46
25,16,5,4,0,9,10.00,8.22,58
26,437,5,4,0,9,10.00,5.33,64
27,1827,5,4,0,9,10.00,4.33,162
28,1801,4,4,1,9,9.00,15.11,84
29,1480,4,4,1,9,9.00,4.44,32
30,624,4,5,0,9,8.00,13.33,64
31,2072,4,5,0,9,8.00,10.22,128
32,231,4,5,0,9,8.00,10.22,34
33,1865,4,5,0,9,8.00,9.67,88
34,1484,4,5,0,9,8.00,6.44,34
35,2157,4,5,0,9,8.00,4.89,40
36,922,3,5,1,9,7.00,14.00,40
37,1867,3,5,1,9,7.00,5.78,64
38,1255,3,5,1,9,7.00,1.56,32
39,2287,3,6,0,9,6.00,12.44,64
40,1513,3,6,0,9,6.00,9.56,118
41,57,3,6,0,9,6.00,8.67,66
42,2158,3,6,0,9,6.00,8.00,64
43,660,3,6,0,9,6.00,7.89,62
44,1561,3,6,0,9,6.00,6.44,32
45,1745,3,6,0,9,6.00,2.22,38
46,1750,2,6,1,9,5.00,10.44,32
47,1205,2,7,0,9,4.00,10.11,64
48,1296,2,7,0,9,4.00,7.78,34
49,434,1,8,0,9,2.00,7.78,30
50,499,0,8,1,9,1.00,7.11,38
51,441,0,8,1,9,1.00,2.78,15
52,457,0,8,1,9,1.00,1.78,8
