2018arc_1,Championship Subdivision Winner,frc868,
2018arc_1,Championship Subdivision Winner,frc4003,
2018arc_1,Championship Subdivision Winner,frc4541,
2018arc_1,Championship Subdivision Winner,frc5422,
2018arc_13,Judges' Award,frc5413,
2018arc_14,Championship Division Highest Rookie Seed,frc6875,
2018arc_15,Rookie Inspiration Award sponsored by National Instruments,frc7329,
2018arc_16,Industrial Design Award sponsored by General Motors,frc1114,
2018arc_18,Safety Award sponsored by Underwriters Laboratories,frc2220,
2018arc_2,Championship Subdivision Finalist,frc1756,
2018arc_2,Championship Subdivision Finalist,frc4237,
2018arc_2,Championship Subdivision Finalist,frc3620,
2018arc_2,Championship Subdivision Finalist,frc1322,
2018arc_27,Imagery Award in honor of Jack Kamen,frc1756,
2018arc_29,Innovation in Control Award sponsored by Rockwell Automation,frc2202,
2018arc_71,Autonomous Award sponsored by Ford,frc4003,
