Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,971,181.5,160,764,160,205,532,10
2,3536,165.3,40,672,240,285,422,10
3,1986,164.4,66,632,280,250,416,10
4,368,161.7,20,720,280,121,476,10
5,1717,159.9,128,668,240,111,464,10
6,4967,159.5,120,516,400,209,356,10
7,66,154.1,20,572,280,227,448,10
8,233,153.3,164,532,320,149,392,10
9,126,153.0,40,572,320,258,352,10
10,1024,151.2,68,612,240,162,436,10
11,359,149.4,0,596,280,186,432,10
12,4183,146.9,20,572,320,205,364,10
13,2337,144.3,32,552,200,303,362,10
14,4039,143.4,0,628,120,210,476,10
15,829,143.1,40,576,240,153,422,10
16,5442,142.9,20,468,360,231,356,10
17,2130,142.0,20,552,240,216,392,10
18,2630,141.8,46,688,120,166,428,10
19,4001,141.2,40,636,80,212,450,10
20,1208,139.5,20,604,120,285,366,10
21,3419,139.0,20,536,240,208,392,10
22,5402,138.1,6,464,360,197,360,10
23,3512,137.8,20,596,200,176,398,10
24,2767,136.8,0,476,280,292,320,10
25,4384,136.2,0,536,240,226,366,10
26,5431,135.6,40,424,320,142,436,10
27,2852,134.7,0,596,160,153,444,10
28,4915,131.3,20,520,280,163,342,10
29,71,131.2,0,532,240,146,394,10
30,329,129.9,46,488,320,101,344,10
31,1884,128.9,0,464,320,215,314,10
32,2834,128.0,20,484,200,184,404,10
33,2491,125.3,20,572,160,179,340,10
34,75,125.3,48,556,80,173,402,10
35,1718,124.8,0,468,160,232,394,10
36,5437,124.6,50,428,240,198,330,10
37,1592,124.5,90,472,200,113,376,10
38,193,123.7,28,528,160,165,368,10
39,337,122.5,40,412,280,133,366,10
40,5260,122.5,24,396,240,229,336,10
41,1868,122.1,20,440,280,129,352,10
42,172,121.9,0,460,160,163,436,10
43,1768,120.9,0,436,240,177,368,10
44,3566,120.4,0,392,240,278,312,10
45,4381,118.5,6,416,240,197,332,10
46,1425,118.2,20,496,120,200,364,10
47,128,117.0,20,404,240,146,360,10
48,3140,115.6,0,504,120,152,386,10
49,144,113.7,0,440,200,113,384,10
50,4945,112.6,40,344,240,188,314,10
51,5465,112.6,20,440,240,160,284,10
52,4536,112.6,20,372,200,162,372,10
53,4253,110.8,20,400,160,166,368,10
54,1625,110.4,0,524,120,72,394,10
55,5689,110.2,40,392,200,140,330,10
56,3504,110.0,20,380,240,164,308,10
57,3324,109.1,64,376,200,153,304,10
58,3352,107.3,40,364,200,159,334,10
59,2876,106.0,0,428,160,170,308,10
60,3802,102.7,80,400,160,125,280,10
61,4911,101.8,44,428,40,190,328,10
62,216,101.6,40,452,80,140,322,10
63,3721,101.0,0,416,120,160,326,10
64,3653,99.3,20,376,200,121,282,10
65,3881,94.0,0,308,240,148,244,10
66,585,93.0,26,388,80,140,296,10
67,5546,90.0,20,288,160,130,314,10
68,3507,89.9,0,364,120,111,310,10
69,1369,89.8,20,324,120,160,292,10
70,771,89.5,20,284,240,89,268,10
71,3844,88.3,0,312,200,109,274,10
72,4721,86.7,0,300,160,119,294,10
73,5515,85.8,26,232,200,132,286,10
74,5458,84.5,20,336,80,121,288,10
75,2648,79.4,26,268,80,120,300,10
76,5291,77.4,4,248,160,144,230,10
