Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,1025,55.08,18,236,160,29,218,12
2,3602,49.83,4,116,240,116,152,12
3,5260,48.41,4,144,200,91,148,12
4,5603,47.58,10,112,240,73,148,12
5,5712,46.16,4,120,240,60,142,12
6,5706,43.25,8,88,240,61,140,12
7,5509,42.66,30,108,120,106,160,12
8,4983,40.33,0,52,320,46,92,12
9,3770,40.25,8,76,220,53,154,12
10,4827,40.08,14,84,220,65,98,12
11,4715,40.08,12,52,200,105,118,12
12,5562,37.75,26,40,120,155,154,12
13,4398,37.25,0,60,200,91,96,12
14,2246,37.25,10,68,160,61,148,12
15,5575,36.91,12,48,200,105,84,12
16,5504,36.08,16,88,100,145,96,12
17,5525,35.5,8,60,160,52,158,12
18,5193,35.16,12,64,200,42,110,12
19,5166,35.0,4,92,160,44,144,12
20,5424,34.75,20,84,160,59,100,12
21,5524,34.41,6,64,80,147,122,12
22,5547,33.91,4,68,120,83,146,12
23,5156,33.83,4,68,200,52,102,12
24,5224,33.66,16,64,160,86,102,12
25,5538,33.5,10,32,200,80,92,12
26,5661,33.16,12,96,120,78,106,12
27,5086,32.58,12,24,240,37,90,12
28,4970,32.58,12,48,160,55,128,12
29,503,32.58,10,72,160,69,104,12
30,4375,32.25,0,36,240,35,76,12
31,3570,31.33,0,76,180,24,96,12
32,5714,29.5,0,32,160,64,98,12
33,5247,28.66,0,36,180,22,112,12
34,5702,28.66,0,64,160,20,128,12
35,1243,27.83,8,60,120,20,132,12
36,5231,27.75,4,72,140,47,88,12
37,4835,27.58,14,48,120,63,112,12
38,3617,24.58,0,68,80,43,116,12
39,5183,22.41,4,68,80,41,106,12
40,5560,21.5,0,44,80,42,98,12
