Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,314,76.83,12,348,160,140,262,12
2,2337,70.58,152,192,200,95,232,12
3,5533,54.91,20,148,240,145,154,12
4,70,49.5,106,204,0,88,202,12
5,5524,47.91,4,104,160,145,174,12
6,1322,46.58,72,96,160,77,154,12
7,4994,42.91,20,80,80,201,152,12
8,5251,42.66,20,68,200,92,150,12
9,2604,42.58,40,100,80,157,150,12
10,5282,42.5,56,116,40,158,146,12
11,5155,42.41,20,188,40,89,190,12
12,5517,42.0,44,136,80,66,178,12
13,5460,41.91,20,108,80,169,132,12
14,1243,41.75,28,140,60,87,198,12
15,3534,40.16,28,124,80,120,130,12
16,1506,39.83,20,200,0,86,176,12
17,894,38.66,52,80,120,70,176,12
18,1711,36.75,4,148,120,73,138,12
19,4998,35.75,4,76,40,171,150,12
20,5784,33.5,8,56,140,104,100,12
21,5201,33.41,20,80,80,77,156,12
22,5017,33.16,0,60,140,88,110,12
23,5226,32.5,10,96,60,106,124,12
24,5234,30.91,8,116,40,85,128,12
25,5215,30.66,4,76,120,58,138,12
26,5238,30.25,20,80,0,129,146,12
27,5660,30.08,0,108,40,73,146,12
28,5694,29.5,40,60,120,50,102,12
29,5084,29.5,28,68,0,108,162,12
30,5150,29.33,10,96,80,78,112,12
31,3535,28.33,0,56,80,64,170,12
32,5774,28.25,20,52,40,115,124,12
33,5487,27.66,20,52,120,30,120,12
34,5641,27.5,0,80,40,92,118,12
35,1684,26.08,0,64,80,81,100,12
36,5612,25.33,12,20,140,50,100,12
37,5235,24.75,0,40,80,69,126,12
38,5527,22.5,28,40,40,78,112,12
39,468,22.08,12,40,0,95,136,12
40,322,21.58,0,24,60,83,98,12
41,5713,21.41,4,84,40,63,72,12
