Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,1918,24.00,308.00,90.00,390.00,12-0-0,0,12
2,4391,20.00,238.00,110.00,212.00,10-2-0,0,12
3,2474,18.00,250.00,50.00,408.00,9-3-0,0,12
4,3602,18.00,234.00,170.00,266.00,9-3-0,0,12
5,217,18.00,184.00,80.00,271.00,9-3-0,0,12
6,2000,16.00,250.00,150.00,250.00,8-4-0,0,12
7,3688,16.00,236.00,140.00,241.00,8-4-0,0,12
8,2619,16.00,228.00,160.00,271.00,8-4-0,0,12
9,1596,16.00,210.00,130.00,225.00,8-4-0,0,12
10,3618,16.00,174.00,130.00,442.00,8-4-0,0,12
11,2771,14.00,262.00,80.00,239.00,7-5-0,0,12
12,857,14.00,254.00,160.00,235.00,7-5-0,0,12
13,1711,14.00,238.00,170.00,222.00,7-5-0,0,12
14,4004,14.00,218.00,170.00,99.00,7-5-0,0,12
15,3617,14.00,164.00,110.00,215.00,7-5-0,0,12
16,216,14.00,158.00,140.00,209.00,7-5-0,0,12
17,201,14.00,140.00,90.00,236.00,7-5-0,0,12
18,244,14.00,102.00,80.00,128.00,7-5-0,0,12
19,3234,12.00,250.00,160.00,249.00,6-6-0,0,12
20,3770,12.00,220.00,50.00,225.00,6-6-0,0,12
21,4003,12.00,214.00,80.00,157.00,6-6-0,0,12
22,4392,12.00,140.00,70.00,239.00,6-6-0,0,12
23,3767,12.00,124.00,30.00,197.00,6-6-0,0,12
24,4835,10.00,202.00,40.00,171.00,5-7-0,0,12
25,835,10.00,184.00,130.00,157.00,5-7-0,0,12
26,247,10.00,150.00,50.00,193.00,5-7-0,0,12
27,1896,10.00,124.00,70.00,191.00,5-7-0,0,12
28,4398,8.00,148.00,60.00,199.00,4-8-0,0,12
29,4375,8.00,144.00,50.00,192.00,4-8-0,0,12
30,288,8.00,136.00,110.00,155.00,4-8-0,0,12
31,3603,8.00,84.00,80.00,172.00,4-8-0,0,12
32,4376,6.00,144.00,50.00,225.00,3-9-0,0,12
33,3537,6.00,142.00,50.00,148.00,3-9-0,0,12
34,2586,6.00,138.00,50.00,140.00,3-8-0,1,12
35,3639,6.00,114.00,40.00,170.00,3-9-0,0,12
36,4827,6.00,104.00,120.00,72.00,3-9-0,0,12
37,4839,6.00,98.00,40.00,200.00,3-9-0,0,12
38,4715,4.00,124.00,70.00,143.00,2-10-0,0,12
39,2246,0,0,0,0,0-0-0,12,12
