Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,180,34.00,175.00,120.00,207.00,16,9-2-0,0,11
2,1592,32.00,131.00,50.00,172.00,14,9-2-0,0,11
3,1251,30.00,92.00,120.00,139.00,10,10-1-0,0,11
4,1065,28.00,160.00,120.00,211.00,8,10-1-0,0,11
5,79,28.00,130.00,120.00,95.00,12,8-3-0,0,11
6,801,28.00,116.00,90.00,215.00,12,8-3-0,0,11
7,3932,28.00,75.00,100.00,105.00,12,8-3-0,0,11
8,1523,26.00,157.00,80.00,148.00,12,7-4-0,0,11
9,744,26.00,117.00,100.00,132.00,12,7-4-0,0,11
10,1902,26.00,107.00,130.00,98.00,12,7-4-0,0,11
11,2383,26.00,104.00,100.00,125.00,10,8-3-0,0,11
12,2152,26.00,86.00,120.00,122.00,10,8-3-0,0,11
13,1557,24.00,78.00,60.00,72.00,18,3-8-0,0,11
14,1735,24.00,76.00,60.00,96.00,12,6-5-0,0,11
15,108,22.00,98.00,120.00,72.00,10,6-4-0,1,11
16,3164,22.00,92.00,90.00,121.00,12,5-6-0,0,11
17,3992,22.00,76.00,100.00,83.00,10,6-5-0,0,11
18,4052,22.00,68.00,100.00,94.00,10,6-5-0,0,11
19,2425,22.00,68.00,60.00,111.00,12,5-6-0,0,11
20,4224,20.00,158.00,40.00,84.00,6,7-4-0,0,11
21,190,20.00,103.00,30.00,77.00,6,7-4-0,0,11
22,386,20.00,98.00,80.00,89.00,10,5-6-0,0,11
23,179,20.00,63.00,70.00,120.00,8,6-5-0,0,11
24,4379,20.00,63.00,50.00,77.00,10,5-6-0,0,11
25,3580,20.00,57.00,60.00,60.00,12,4-7-0,0,11
26,3653,18.00,83.00,80.00,109.00,6,6-5-0,0,11
27,665,18.00,83.00,60.00,115.00,8,5-6-0,0,11
28,1872,18.00,83.00,40.00,60.00,10,4-7-0,0,11
29,348,16.00,137.00,60.00,100.00,4,6-5-0,0,11
30,4341,16.00,64.00,80.00,72.00,8,4-7-0,0,11
31,4118,16.00,61.00,40.00,81.00,8,4-7-0,0,11
32,3520,16.00,25.00,90.00,73.00,10,3-8-0,0,11
33,3410,14.00,72.00,70.00,77.00,6,4-7-0,0,11
34,168,14.00,54.00,70.00,90.00,8,3-8-0,0,11
35,59,14.00,53.00,70.00,62.00,6,4-7-0,0,11
36,3732,14.00,50.00,60.00,57.00,8,3-7-0,1,11
37,4088,12.00,62.00,50.00,58.00,6,3-8-0,0,11
38,3938,12.00,56.00,50.00,61.00,4,4-3-0,4,11
39,4013,10.00,70.00,30.00,68.00,6,2-9-0,0,11
40,3627,10.00,64.00,80.00,52.00,8,1-10-0,0,11
41,4184,10.00,57.00,60.00,80.00,6,2-9-0,0,11
42,1369,8.00,82.00,30.00,59.00,6,1-10-0,0,11
