Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,3161,34.00,142.00,50.00,117.00,20,7-3-0,0,10
2,1114,32.00,178.00,30.00,247.00,14,9-1-0,0,10
3,1241,32.00,72.00,60.00,162.00,14,9-1-0,0,10
4,188,30.00,146.00,40.00,168.00,12,9-1-0,0,10
5,1310,30.00,131.00,40.00,178.00,12,9-1-0,0,10
6,1334,29.00,75.00,80.00,61.00,16,6-3-1,0,10
7,2056,28.00,160.00,60.00,230.00,12,8-2-0,0,10
8,907,26.00,99.00,60.00,237.00,8,9-1-0,0,10
9,4069,24.00,114.00,70.00,46.00,14,4-4-2,0,10
10,4357,24.00,42.00,50.00,123.00,12,6-4-0,0,10
11,3705,22.00,88.00,90.00,92.00,6,8-2-0,0,10
12,4094,22.00,80.00,50.00,63.00,10,6-4-0,0,10
13,3949,22.00,72.00,90.00,81.00,12,5-5-0,0,10
14,4001,22.00,63.00,80.00,79.00,12,5-5-0,0,10
15,2386,21.00,98.00,100.00,126.00,8,6-3-1,0,10
16,1305,20.00,99.00,70.00,94.00,10,5-5-0,0,10
17,4367,20.00,93.00,40.00,81.00,8,6-4-0,0,10
18,2013,20.00,79.00,80.00,85.00,12,4-6-0,0,10
19,2625,20.00,78.00,40.00,122.00,10,5-5-0,0,10
20,3560,20.00,77.00,40.00,114.00,8,6-4-0,0,10
21,1246,20.00,74.00,30.00,88.00,10,5-5-0,0,10
22,2935,20.00,38.00,10.00,129.00,10,5-5-0,0,10
23,1605,19.00,51.00,30.00,72.00,10,4-5-1,0,10
24,1219,18.00,74.00,80.00,69.00,10,4-6-0,0,10
25,1221,18.00,64.00,20.00,117.00,6,6-4-0,0,10
26,771,18.00,63.00,40.00,78.00,6,6-4-0,0,10
27,772,18.00,62.00,50.00,90.00,8,5-5-0,0,10
28,1835,18.00,58.00,30.00,75.00,8,5-5-0,0,10
29,3541,18.00,52.00,30.00,60.00,10,4-6-0,0,10
30,4343,18.00,48.00,70.00,50.00,12,3-7-0,0,10
31,4249,18.00,36.00,60.00,113.00,8,5-4-0,1,10
32,1053,18.00,35.00,20.00,33.00,10,4-6-0,0,10
33,854,17.00,80.00,20.00,82.00,10,3-6-1,0,10
34,1009,17.00,42.00,30.00,82.00,6,5-4-1,0,10
35,1075,16.00,82.00,10.00,89.00,6,5-5-0,0,10
36,1482,16.00,78.00,30.00,39.00,8,4-6-0,0,10
37,3571,16.00,73.00,30.00,120.00,6,5-5-0,0,10
38,4022,16.00,60.00,40.00,82.00,8,4-6-0,0,10
39,1514,16.00,58.00,10.00,73.00,12,2-8-0,0,10
40,919,16.00,53.00,30.00,64.00,10,3-6-0,1,10
41,2076,16.00,50.00,60.00,68.00,6,5-5-0,0,10
42,2185,16.00,41.00,30.00,74.00,8,4-6-0,0,10
43,4258,15.00,34.00,80.00,54.00,4,5-4-1,0,10
44,4250,14.00,72.00,40.00,76.00,10,2-8-0,0,10
45,886,14.00,60.00,40.00,54.00,6,4-6-0,0,10
46,1325,14.00,38.00,60.00,54.00,10,2-8-0,0,10
47,4236,14.00,24.00,50.00,63.00,8,3-7-0,0,10
48,3933,13.00,80.00,60.00,82.00,8,2-7-1,0,10
49,2200,13.00,42.00,50.00,44.00,6,3-6-1,0,10
50,1846,13.00,32.00,30.00,67.00,6,3-6-1,0,10
51,4015,12.00,82.00,30.00,57.00,4,4-6-0,0,10
52,3527,12.00,27.00,40.00,56.00,4,4-6-0,0,10
53,2634,11.00,35.00,0,58.00,8,1-8-1,0,10
54,4147,10.00,44.00,50.00,48.00,2,4-6-0,0,10
55,4308,10.00,42.00,10.00,50.00,6,2-8-0,0,10
