Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,233,27.0,156.0,95.0,160.0,425.0,8-1-0,9
2,4451,25.0,250.0,150.0,203.0,435.0,8-1-0,9
3,79,25.0,168.0,120.0,119.0,470.0,8-1-0,9
4,744,24.0,192.0,115.0,116.0,460.0,7-1-1,9
5,180,24.0,186.0,80.0,212.0,440.0,8-1-0,9
6,3880,23.0,194.0,100.0,121.0,495.0,7-2-0,9
7,1876,23.0,158.0,165.0,178.0,390.0,8-1-0,9
8,386,22.0,190.0,105.0,107.0,465.0,7-2-0,9
9,4769,20.0,160.0,90.0,98.0,430.0,7-2-0,9
10,1065,20.0,148.0,95.0,112.0,420.0,6-3-0,9
11,2383,20.0,144.0,115.0,98.0,410.0,6-3-0,9
12,1902,19.0,164.0,75.0,76.0,435.0,5-3-1,9
13,86,19.0,132.0,105.0,132.0,380.0,6-3-0,9
14,3556,19.0,130.0,100.0,122.0,430.0,6-3-0,9
15,21,19.0,124.0,170.0,55.0,410.0,6-3-0,9
16,4352,18.0,154.0,95.0,89.0,395.0,6-3-0,9
17,4592,18.0,136.0,85.0,71.0,390.0,6-3-0,9
18,4622,18.0,116.0,100.0,68.0,390.0,5-3-1,9
19,4118,17.0,226.0,75.0,91.0,470.0,5-4-0,9
20,1557,17.0,166.0,110.0,99.0,465.0,4-4-1,9
21,3502,17.0,136.0,95.0,88.0,390.0,5-4-0,9
22,5145,16.0,208.0,110.0,94.0,440.0,4-5-0,9
23,4471,16.0,178.0,105.0,54.0,455.0,3-5-1,9
24,5472,16.0,170.0,110.0,62.0,440.0,5-4-0,9
25,3242,16.0,160.0,90.0,96.0,400.0,5-3-1,9
26,6145,16.0,158.0,95.0,68.0,395.0,4-4-1,9
27,108,16.0,148.0,75.0,67.0,355.0,5-3-1,9
28,3653,16.0,136.0,95.0,112.0,370.0,5-4-0,9
29,5842,15.0,202.0,90.0,68.0,450.0,4-5-0,9
30,4562,15.0,137.0,55.0,64.0,425.0,4-5-0,9
31,2152,14.0,210.0,105.0,91.0,440.0,4-5-0,9
32,5557,14.0,182.0,65.0,49.0,415.0,4-5-0,9
33,3627,14.0,168.0,105.0,64.0,360.0,5-4-0,9
34,4024,14.0,166.0,75.0,61.0,410.0,4-4-1,9
35,1369,14.0,122.0,105.0,88.0,420.0,3-6-0,9
36,5616,14.0,108.0,85.0,48.0,375.0,4-5-0,9
37,801,13.0,174.0,75.0,88.0,410.0,3-6-0,9
38,1251,13.0,172.0,95.0,85.0,420.0,3-6-0,9
39,6184,13.0,158.0,95.0,68.0,390.0,3-6-0,9
40,2916,13.0,134.0,105.0,51.0,365.0,4-4-0,9
41,5646,13.0,100.0,70.0,62.0,315.0,4-4-1,9
42,3932,12.0,188.0,95.0,71.0,425.0,3-6-0,9
43,4901,12.0,162.0,85.0,79.0,415.0,4-5-0,9
44,1592,12.0,162.0,60.0,142.0,310.0,5-4-0,9
45,4953,12.0,150.0,85.0,33.0,395.0,3-5-1,9
46,5412,12.0,144.0,80.0,32.0,370.0,4-5-0,9
47,5722,12.0,114.0,105.0,61.0,360.0,4-4-0,9
48,1293,11.0,182.0,70.0,80.0,385.0,3-6-0,9
49,1744,11.0,153.0,90.0,59.0,330.0,4-5-0,9
50,3164,11.0,152.0,85.0,43.0,375.0,3-6-0,9
51,5283,11.0,152.0,55.0,58.0,415.0,3-6-0,9
52,2797,11.0,134.0,105.0,49.0,390.0,2-7-0,9
53,1872,11.0,89.0,100.0,71.0,320.0,3-5-0,9
54,5276,10.0,116.0,75.0,80.0,360.0,3-6-0,9
55,5816,10.0,110.0,95.0,23.0,380.0,2-6-1,9
56,4064,10.0,85.0,95.0,56.0,335.0,3-6-0,9
57,3011,9.0,176.0,60.0,60.0,380.0,3-6-0,9
58,4065,8.0,156.0,85.0,64.0,375.0,2-7-0,9
59,5628,7.0,98.0,75.0,52.0,305.0,2-7-0,9
60,945,6.0,150.0,85.0,41.0,340.0,2-7-0,9
61,3233,6.0,124.0,50.0,77.0,265.0,2-6-0,9
62,1523,5.0,154.0,85.0,73.0,350.0,1-8-0,9
63,2556,3.0,132.0,70.0,33.0,375.0,0-9-0,9
