Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,1746,33.0,178.0,115.0,50.0,570.0,11-1-0,12
2,2974,33.0,152.0,90.0,76.0,550.0,11-1-0,12
3,5332,27.0,212.0,70.0,48.0,535.0,10-2-0,12
4,4468,25.0,232.0,105.0,17.0,625.0,7-4-1,12
5,5004,25.0,192.0,130.0,35.0,545.0,9-3-0,12
6,2415,25.0,162.0,105.0,49.0,540.0,7-4-1,12
7,1261,25.0,124.0,75.0,60.0,495.0,8-4-0,12
8,4188,24.0,176.0,85.0,106.0,460.0,10-2-0,12
9,4026,23.0,204.0,65.0,49.0,455.0,9-3-0,12
10,1648,21.0,144.0,65.0,94.0,450.0,8-4-0,12
11,3635,20.0,90.0,80.0,20.0,365.0,7-5-0,12
12,5482,19.0,184.0,115.0,40.0,505.0,6-6-0,12
13,5828,19.0,160.0,70.0,41.0,425.0,7-5-0,12
14,6177,18.0,148.0,75.0,13.0,395.0,7-5-0,12
15,4701,18.0,122.0,70.0,25.0,415.0,7-5-0,12
16,5582,18.0,88.0,75.0,42.0,355.0,6-3-1,12
17,4516,17.0,138.0,80.0,21.0,415.0,6-6-0,12
18,3318,17.0,118.0,80.0,32.0,385.0,6-5-1,12
19,5109,17.0,108.0,70.0,51.0,360.0,6-6-0,12
20,4112,16.0,106.0,80.0,40.0,325.0,6-6-0,12
21,6139,16.0,90.0,40.0,42.0,380.0,6-6-0,12
22,5219,16.0,68.0,60.0,32.0,340.0,5-5-1,12
23,3815,15.0,124.0,30.0,12.0,350.0,6-6-0,12
24,3581,14.0,156.0,65.0,36.0,380.0,6-6-0,12
25,3091,14.0,92.0,105.0,28.0,430.0,5-7-0,12
26,1795,12.0,168.0,85.0,9.0,425.0,3-9-0,12
27,4240,12.0,130.0,25.0,25.0,395.0,4-8-0,12
28,4941,11.0,108.0,50.0,25.0,365.0,4-7-0,12
29,5293,11.0,106.0,70.0,16.0,415.0,4-8-0,12
30,5734,11.0,72.0,50.0,30.0,295.0,3-5-0,12
31,5074,10.0,114.0,30.0,52.0,325.0,4-8-0,12
32,3329,10.0,62.0,50.0,32.0,285.0,5-6-0,12
33,5840,9.0,124.0,60.0,35.0,395.0,2-10-0,12
34,4193,8.0,98.0,75.0,11.0,360.0,2-9-1,12
35,4459,7.0,106.0,45.0,15.0,310.0,2-10-0,12
36,3344,7.0,70.0,50.0,18.0,220.0,3-5-0,12
37,5848,7.0,66.0,40.0,40.0,230.0,2-7-0,12
38,5336,6.0,70.0,40.0,2.0,180.0,2-4-0,12
39,5651,6.0,18.0,20.0,21.0,125.0,2-4-0,12
40,4730,0.0,8.0,5.0,4.0,80.0,0-4-0,12
