2003ga_f1m1,frc34,frc494,frc462,frc343,56,28
2003ga_f1m2,frc34,frc494,frc462,frc343,8,30
2003ga_qf1m1,frc34,frc494,frc1102,frc888,61,59
2003ga_qf1m2,frc1180,frc494,frc1183,frc888,55,6
2003ga_qf2m1,frc462,frc343,frc158,frc1083,64,8
2003ga_qf2m2,frc462,frc1040,frc908,frc1083,59,9
2003ga_qf3m1,frc186,frc654,frc1007,frc900,63,41
2003ga_qf3m2,frc186,frc868,frc1002,frc900,51,33
2003ga_qf4m1,frc1177,frc281,frc356,frc507,9,77
2003ga_qf4m2,frc1057,frc281,frc356,frc1077,39,8
2003ga_qm1,frc1081,frc186,frc1057,frc1118,32,30
2003ga_qm10,frc1127,frc415,frc654,frc1092,37,13
2003ga_qm11,frc807,frc462,frc507,frc832,64,42
2003ga_qm12,frc1118,frc1081,frc1069,frc1007,43,125
2003ga_qm13,frc1177,frc186,frc494,frc1016,89,61
2003ga_qm14,frc343,frc1167,frc1139,frc1026,45,30
2003ga_qm15,frc1127,frc888,frc866,frc1040,64,15
2003ga_qm16,frc1166,frc1002,frc1225,frc1057,10,38
2003ga_qm17,frc34,frc654,frc415,frc803,68,40
2003ga_qm18,frc807,frc900,frc1180,frc462,31,51
2003ga_qm19,frc356,frc1083,frc644,frc281,31,7
2003ga_qm2,frc1177,frc343,frc900,frc1069,69,21
2003ga_qm20,frc1077,frc868,frc1041,frc158,69,73
2003ga_qm21,frc908,frc1183,frc1092,frc1102,25,51
2003ga_qm22,frc1166,frc34,frc807,frc1081,95,36
2003ga_qm23,frc507,frc356,frc832,frc186,46,70
2003ga_qm24,frc281,frc1069,frc1167,frc888,38,4
2003ga_qm25,frc494,frc1007,frc1118,frc1002,61,38
2003ga_qm26,frc1102,frc1041,frc654,frc1077,15,153
2003ga_qm27,frc908,frc1139,frc900,frc1016,40,48
2003ga_qm28,frc158,frc866,frc1083,frc1092,33,47
2003ga_qm29,frc1026,frc1225,frc1177,frc415,58,105
2003ga_qm3,frc1016,frc888,frc356,frc1007,15,113
2003ga_qm30,frc1040,frc868,frc1180,frc1057,36,38
2003ga_qm31,frc803,frc343,frc1183,frc644,67,7
2003ga_qm32,frc462,frc1127,frc654,frc900,49,48
2003ga_qm33,frc1083,frc1081,frc1166,frc186,80,36
2003ga_qm34,frc34,frc507,frc888,frc1177,116,44
2003ga_qm35,frc356,frc1002,frc281,frc1077,26,49
2003ga_qm36,frc1180,frc494,frc807,frc1016,50,5
2003ga_qm37,frc1069,frc1183,frc868,frc803,4,44
2003ga_qm38,frc1092,frc343,frc1102,frc462,38,46
2003ga_qm39,frc908,frc1007,frc415,frc832,73,34
2003ga_qm4,frc1167,frc1002,frc1077,frc494,49,28
2003ga_qm40,frc158,frc1041,frc1139,frc1127,62,20
2003ga_qm41,frc1057,frc1026,frc1167,frc866,92,3
2003ga_qm42,frc644,frc1040,frc1118,frc1225,2,20
2003ga_qm43,frc1069,frc1092,frc908,frc654,5,16
2003ga_qm44,frc1081,frc158,frc900,frc507,53,59
2003ga_qm45,frc1166,frc1002,frc494,frc888,8,55
2003ga_qm46,frc186,frc1183,frc1127,frc1083,34,28
2003ga_qm47,frc1225,frc343,frc281,frc1057,8,67
2003ga_qm48,frc1177,frc1007,frc1167,frc807,0,18
2003ga_qm49,frc644,frc866,frc1077,frc868,20,52
2003ga_qm5,frc1040,frc1180,frc908,frc1026,24,67
2003ga_qm50,frc1118,frc1041,frc1102,frc34,22,68
2003ga_qm51,frc1016,frc1026,frc803,frc415,37,12
2003ga_qm52,frc356,frc462,frc1040,frc1139,130,9
2003ga_qm53,frc1180,frc832,frc281,frc1167,65,69
2003ga_qm54,frc1077,frc654,frc1069,frc507,3,61
2003ga_qm55,frc1092,frc1081,frc888,frc158,28,165
2003ga_qm56,frc1102,frc1166,frc1083,frc803,44,34
2003ga_qm57,frc356,frc1057,frc908,frc832,85,20
2003ga_qm58,frc186,frc807,frc1040,frc1026,118,30
2003ga_qm59,frc1002,frc868,frc1225,frc1183,43,5
2003ga_qm6,frc803,frc281,frc507,frc866,13,53
2003ga_qm60,frc1180,frc1177,frc34,frc900,57,92
2003ga_qm61,frc462,frc343,frc644,frc415,57,6
2003ga_qm62,frc1118,frc1007,frc494,frc866,43,63
2003ga_qm63,frc1139,frc1016,frc1041,frc1127,28,8
2003ga_qm64,frc186,frc1002,frc1180,frc654,9,26
2003ga_qm65,frc281,frc462,frc1167,frc1081,84,43
2003ga_qm66,frc415,frc1069,frc1166,frc1057,32,11
2003ga_qm67,frc888,frc507,frc807,frc1077,68,24
2003ga_qm68,frc1127,frc868,frc1139,frc1083,10,61
2003ga_qm69,frc1118,frc494,frc158,frc866,85,55
2003ga_qm7,frc1083,frc158,frc832,frc34,41,34
2003ga_qm70,frc1041,frc1177,frc908,frc1040,4,140
2003ga_qm71,frc803,frc343,frc832,frc1225,73,0
2003ga_qm72,frc1092,frc1026,frc1007,frc34,45,110
2003ga_qm73,frc1102,frc1183,frc644,frc1016,68,38
2003ga_qm74,frc356,frc900,frc1139,frc158,98,33
2003ga_qm75,frc908,frc654,frc186,frc832,76,53
2003ga_qm76,frc1002,frc1081,frc281,frc1026,41,101
2003ga_qm77,frc1057,frc462,frc1077,frc415,38,35
2003ga_qm78,frc1083,frc866,frc1102,frc1180,11,6
2003ga_qm79,frc1007,frc900,frc888,frc1069,10,35
2003ga_qm8,frc1041,frc1102,frc1139,frc644,73,5
2003ga_qm80,frc644,frc1040,frc1127,frc507,34,40
2003ga_qm81,frc356,frc1118,frc1225,frc1183,102,45
2003ga_qm82,frc1041,frc1167,frc868,frc494,49,155
2003ga_qm83,frc34,frc803,frc1177,frc1166,101,80
2003ga_qm84,frc1092,frc1016,frc343,frc807,65,72
2003ga_qm85,frc1007,frc644,frc356,frc654,8,88
2003ga_qm86,frc1139,frc1041,frc158,frc1081,0,110
2003ga_qm87,frc186,frc462,frc832,frc281,110,39
2003ga_qm88,frc1166,frc866,frc1177,frc494,85,182
2003ga_qm89,frc900,frc908,frc1077,frc807,43,16
2003ga_qm9,frc1183,frc1166,frc1225,frc868,38,7
2003ga_qm90,frc34,frc343,frc1040,frc1026,68,57
2003ga_qm91,frc1118,frc1092,frc1102,frc888,13,82
2003ga_qm92,frc415,frc1167,frc1002,frc1180,46,85
2003ga_qm93,frc1127,frc803,frc1069,frc1225,24,2
2003ga_qm94,frc1057,frc507,frc868,frc1016,57,9
2003ga_qm95,frc1083,frc1183,frc1077,frc1040,64,10
2003ga_sf1m1,frc34,frc494,frc186,frc654,90,18
2003ga_sf1m2,frc34,frc494,frc186,frc654,40,37
2003ga_sf2m1,frc462,frc343,frc356,frc507,1,39
2003ga_sf2m2,frc462,frc343,frc356,frc507,36,16
