Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,217,8,0,0,8,16.00,57.25,114
2,1918,7,1,0,8,14.00,72.12,109
3,2620,6,2,0,8,12.00,69.25,96
4,910,6,2,0,8,12.00,68.12,111
5,469,6,2,0,8,12.00,61.75,133
6,67,6,2,0,8,12.00,60.62,113
7,1250,6,2,0,8,12.00,60.00,90
8,201,6,2,0,8,12.00,55.37,105
9,2188,6,2,0,8,12.00,53.50,90
10,247,6,2,0,8,12.00,49.75,109
11,2834,5,3,0,8,10.00,65.50,133
12,33,5,3,0,8,10.00,64.87,89
13,548,5,3,0,8,10.00,64.50,109
14,1941,5,3,0,8,10.00,63.87,109
15,70,5,3,0,8,10.00,59.25,133
16,573,5,3,0,8,10.00,59.00,96
17,453,5,3,0,8,10.00,58.25,96
18,2832,5,3,0,8,10.00,55.00,113
19,47,5,3,0,8,10.00,53.62,105
20,503,5,3,0,8,10.00,53.50,93
21,3115,5,3,0,8,10.00,53.25,100
22,703,4,4,0,8,8.00,68.62,93
23,904,4,4,0,8,8.00,62.12,101
24,27,4,4,0,8,8.00,61.75,97
25,326,4,4,0,8,8.00,60.37,82
26,1596,4,4,0,8,8.00,59.62,113
27,1701,4,4,0,8,8.00,59.12,109
28,862,4,4,0,8,8.00,58.75,78
29,245,4,4,0,8,8.00,58.12,112
30,226,4,4,0,8,8.00,58.12,86
31,2586,4,4,0,8,8.00,58.00,78
32,1188,4,4,0,8,8.00,57.50,91
33,1504,4,4,0,8,8.00,56.87,77
34,66,4,4,0,8,8.00,55.75,95
35,68,4,4,0,8,8.00,54.75,84
36,2771,4,4,0,8,8.00,53.75,89
37,2337,4,4,0,8,8.00,53.75,86
38,494,4,4,0,8,8.00,53.62,96
39,519,4,4,0,8,8.00,52.00,76
40,470,4,4,0,8,8.00,49.37,114
41,815,4,4,0,8,8.00,48.50,79
42,123,4,4,0,8,8.00,46.87,92
43,1998,4,4,0,8,8.00,45.87,94
44,302,3,5,0,8,6.00,61.50,114
45,2619,3,5,0,8,6.00,60.62,100
46,818,3,5,0,8,6.00,59.25,78
47,74,3,5,0,8,6.00,57.25,112
48,1025,3,5,0,8,6.00,55.25,90
49,3098,3,5,0,8,6.00,54.25,91
50,1254,3,5,0,8,6.00,53.00,111
51,85,3,5,0,8,6.00,52.00,100
52,3095,3,5,0,8,6.00,51.75,76
53,65,3,5,0,8,6.00,50.12,104
54,280,2,6,0,8,4.00,65.75,95
55,3119,2,6,0,8,4.00,58.50,85
56,2960,2,6,0,8,4.00,58.25,94
57,1189,2,6,0,8,4.00,57.37,92
58,1,2,6,0,8,4.00,55.75,84
59,1718,2,6,0,8,4.00,54.50,85
60,515,2,6,0,8,4.00,53.25,78
61,308,2,6,0,8,4.00,49.87,82
62,2645,2,6,0,8,4.00,49.75,78
63,1856,1,7,0,8,2.00,57.12,93
64,216,1,7,0,8,2.00,53.25,93
