Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
74,2704,18.00,96.00,40.00,130.00,10,4-5-0,0,9
75,4090,18.00,78.00,90.00,99.00,12,3-6-0,0,9
76,3784,18.00,63.00,10.00,85.00,16,1-8-0,0,9
77,2169,17.00,120.00,60.00,192.00,10,3-5-1,0,9
78,2339,17.00,101.00,80.00,133.00,10,3-5-1,0,9
79,2220,17.00,79.00,120.00,80.00,14,1-7-1,0,9
80,399,16.00,121.00,40.00,150.00,8,4-5-0,0,9
81,1425,16.00,120.00,90.00,122.00,10,3-6-0,0,9
82,1714,16.00,115.00,70.00,121.00,12,2-7-0,0,9
83,4013,16.00,114.00,50.00,142.00,12,2-7-0,0,9
84,1011,16.00,106.00,70.00,93.00,10,3-6-0,0,9
85,296,16.00,106.00,60.00,167.00,8,4-5-0,0,9
86,585,16.00,99.00,80.00,88.00,10,3-6-0,0,9
87,263,16.00,98.00,70.00,127.00,8,4-5-0,0,9
88,1515,16.00,97.00,70.00,75.00,12,2-7-0,0,9
89,3981,16.00,96.00,10.00,104.00,10,3-6-0,0,9
90,168,16.00,90.00,80.00,114.00,12,2-7-0,0,9
91,4083,16.00,75.00,70.00,143.00,10,3-6-0,0,9
92,4028,16.00,69.00,40.00,125.00,10,3-6-0,0,9
93,281,14.00,139.00,50.00,125.00,8,3-6-0,0,9
94,1262,14.00,128.00,80.00,175.00,8,3-6-0,0,9
95,69,14.00,110.00,60.00,117.00,8,3-6-0,0,9
96,772,14.00,108.00,110.00,128.00,6,4-5-0,0,9
97,3189,14.00,81.00,60.00,104.00,10,2-7-0,0,9
98,3931,11.00,92.00,80.00,83.00,8,1-7-1,0,9
99,4353,11.00,45.00,40.00,112.00,6,2-5-1,1,9
100,1108,10.00,78.00,80.00,85.00,10,0-8-0,1,9
