Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1114,7,0,1,8,15.00,11.50,286
2,573,7,1,0,8,14.00,13.75,128
3,1213,6,2,0,8,12.00,12.50,49
4,308,5,1,2,8,12.00,11.75,68
5,494,6,2,0,8,12.00,8.00,74
6,1596,5,1,2,8,12.00,7.25,256
7,67,6,2,0,8,12.00,7.13,256
8,818,5,2,1,8,11.00,10.50,256
9,1504,5,2,1,8,11.00,9.88,76
10,326,5,2,1,8,11.00,6.63,98
11,1674,5,2,1,8,11.00,5.63,92
12,903,5,2,1,8,11.00,4.25,60
13,226,5,2,0,7,10.00,16.57,76
14,503,5,3,0,8,10.00,15.00,98
15,1941,5,3,0,8,10.00,14.50,68
16,70,5,3,0,8,10.00,6.75,32
17,470,5,3,0,8,10.00,5.38,92
18,68,5,3,0,8,10.00,5.13,17
19,1189,4,2,2,8,10.00,2.75,32
20,815,4,3,1,8,9.00,13.38,75
21,2163,4,3,1,8,9.00,8.50,62
22,469,4,3,1,8,9.00,8.13,286
23,1,4,3,1,8,9.00,7.50,128
24,57,4,3,1,8,9.00,7.00,68
25,280,4,3,1,8,9.00,6.13,256
26,240,3,2,3,8,9.00,5.75,140
27,65,4,4,0,8,8.00,22.25,64
28,453,4,4,0,8,8.00,14.13,52
29,1503,4,4,0,8,8.00,12.13,76
30,201,4,4,0,8,8.00,12.13,42
31,1286,4,4,0,8,8.00,12.00,45
32,322,4,4,0,8,8.00,11.25,76
33,1322,4,4,0,8,8.00,8.00,42
34,862,4,4,0,8,8.00,7.88,60
35,894,4,4,0,8,8.00,7.13,47
36,33,4,4,0,8,8.00,4.75,62
37,1023,3,4,1,8,7.00,13.25,58
38,830,3,4,1,8,7.00,9.38,76
39,910,3,4,1,8,7.00,8.50,256
40,279,3,4,1,8,7.00,5.88,60
41,1701,3,5,0,8,6.00,10.75,76
42,448,3,5,0,8,6.00,10.50,76
43,2137,3,5,0,8,6.00,8.13,98
44,1254,3,5,0,8,6.00,7.00,132
45,1015,3,5,0,8,6.00,6.88,19
46,313,3,5,0,8,6.00,6.63,76
47,1711,2,4,2,8,6.00,6.50,36
48,548,3,5,0,8,6.00,6.38,132
49,1188,3,5,0,8,6.00,2.25,60
50,1528,2,5,1,8,5.00,6.13,40
51,1243,2,6,0,8,4.00,14.75,58
52,1896,2,6,0,8,4.00,8.00,28
53,440,2,6,0,8,4.00,4.75,12
54,519,2,5,0,7,4.00,4.57,30
55,835,0,4,4,8,4.00,2.63,13
56,1549,1,6,1,8,3.00,5.13,21
57,451,1,6,1,8,3.00,4.25,32
58,66,0,7,1,8,1.00,6.63,45
59,406,0,7,1,8,1.00,3.75,8
