Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,180,22.00,710.00,680.00,160.00,630.00,11-1-0,0,12
2,86,22.00,530.00,556.00,250.00,329.00,11-1-0,0,12
3,2152,19.00,410.00,480.00,180.00,295.00,9-2-1,0,12
4,801,18.00,470.00,545.00,180.00,438.00,9-3-0,0,12
5,1251,18.00,440.00,455.00,370.00,325.00,9-3-0,0,12
6,4592,18.00,420.00,531.00,230.00,229.00,9-3-0,0,12
7,179,16.00,630.00,585.00,300.00,467.00,8-4-0,0,12
8,3653,16.00,370.00,507.00,100.00,361.00,8-4-0,0,12
9,348,16.00,370.00,440.00,250.00,296.00,8-4-0,0,12
10,3992,15.00,410.00,365.00,130.00,273.00,7-4-1,0,12
11,3410,14.00,430.00,560.00,270.00,342.00,7-5-0,0,12
12,108,14.00,400.00,571.00,270.00,380.00,7-5-0,0,12
13,1065,14.00,360.00,655.00,290.00,338.00,7-5-0,0,12
14,2383,14.00,350.00,420.00,160.00,252.00,7-5-0,0,12
15,21,14.00,340.00,466.00,190.00,280.00,7-5-0,0,12
16,1902,14.00,320.00,361.00,180.00,357.00,7-5-0,0,12
17,4118,14.00,300.00,460.00,280.00,394.00,7-5-0,0,12
18,386,14.00,290.00,365.00,210.00,371.00,7-5-0,0,12
19,4026,14.00,240.00,442.00,250.00,343.00,7-5-0,0,12
20,59,13.00,260.00,295.00,210.00,276.00,6-5-1,0,12
21,744,12.00,350.00,555.00,150.00,264.00,6-6-0,0,12
22,3932,12.00,300.00,500.00,240.00,211.00,6-6-0,0,12
23,4965,12.00,300.00,355.00,180.00,235.00,6-6-0,0,12
24,3164,12.00,280.00,353.00,210.00,336.00,6-6-0,0,12
25,539,12.00,260.00,360.00,100.00,130.00,6-6-0,0,12
26,5196,12.00,250.00,395.00,130.00,320.00,6-6-0,0,12
27,4403,12.00,250.00,291.00,210.00,293.00,6-6-0,0,12
28,1369,12.00,240.00,370.00,150.00,382.00,6-6-0,0,12
29,4533,11.00,340.00,475.00,230.00,170.00,5-6-1,0,12
30,3354,11.00,180.00,335.00,230.00,353.00,5-6-1,0,12
31,3242,10.00,310.00,401.00,240.00,358.00,5-7-0,0,12
32,1523,10.00,260.00,485.00,240.00,294.00,5-7-0,0,12
33,3933,10.00,230.00,364.00,160.00,342.00,5-7-0,0,12
34,5327,10.00,230.00,331.00,160.00,278.00,5-7-0,0,12
35,4622,10.00,100.00,350.00,210.00,299.00,5-7-0,0,12
36,4471,8.00,250.00,350.00,120.00,277.00,4-8-0,0,12
37,5335,8.00,240.00,385.00,180.00,201.00,4-8-0,0,12
38,4224,8.00,180.00,336.00,100.00,212.00,4-7-0,1,12
39,4562,8.00,170.00,525.00,160.00,222.00,4-8-0,0,12
40,1398,8.00,170.00,280.00,160.00,176.00,4-6-0,2,12
41,5007,6.00,220.00,386.00,180.00,286.00,3-9-0,0,12
42,4517,6.00,210.00,262.00,120.00,210.00,3-9-0,0,12
43,3376,6.00,200.00,325.00,130.00,248.00,3-9-0,0,12
44,1649,6.00,150.00,285.00,100.00,148.00,3-9-0,0,12
45,5187,4.00,120.00,325.00,130.00,145.00,2-10-0,0,12
46,5329,4.00,90.00,356.00,150.00,99.00,2-9-0,1,12
47,5018,1.00,110.00,230.00,90.00,213.00,0-11-1,0,12
