Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,527,30.00,123.00,110.00,83.00,10,10-1-0,0,11
2,1468,30.00,116.00,110.00,161.00,14,8-3-0,0,11
3,1796,28.00,166.00,80.00,176.00,10,9-2-0,0,11
4,522,28.00,49.00,80.00,56.00,16,6-5-0,0,11
5,3137,25.00,106.00,60.00,115.00,8,8-2-1,0,11
6,329,24.00,146.00,90.00,139.00,10,7-4-0,0,11
7,358,24.00,116.00,140.00,113.00,8,8-3-0,0,11
8,271,24.00,99.00,70.00,79.00,10,7-4-0,0,11
9,545,24.00,85.00,90.00,91.00,12,6-5-0,0,11
10,2872,23.00,71.00,40.00,64.00,8,7-3-1,0,11
11,2875,22.00,126.00,60.00,109.00,8,7-4-0,0,11
12,1803,22.00,125.00,50.00,100.00,8,7-4-0,0,11
13,2638,22.00,53.00,50.00,116.00,10,6-5-0,0,11
14,28,21.00,97.00,110.00,79.00,8,6-4-1,0,11
15,2010,21.00,80.00,50.00,43.00,8,6-4-1,0,11
16,496,21.00,71.00,90.00,108.00,8,6-4-1,0,11
17,263,20.00,111.00,40.00,100.00,8,6-5-0,0,11
18,1230,20.00,99.00,140.00,155.00,4,8-3-0,0,11
19,533,20.00,93.00,70.00,122.00,8,6-5-0,0,11
20,1546,20.00,49.00,50.00,87.00,6,6-3-2,0,11
21,1203,19.00,95.00,30.00,92.00,6,6-4-1,0,11
22,2641,19.00,51.00,80.00,63.00,8,5-5-1,0,11
23,1554,18.00,81.00,60.00,65.00,4,7-4-0,0,11
24,4006,18.00,63.00,100.00,70.00,8,4-5-2,0,11
25,3950,18.00,31.00,110.00,81.00,8,5-6-0,0,11
26,2487,17.00,97.00,60.00,104.00,6,5-5-1,0,11
27,564,17.00,96.00,60.00,70.00,4,6-4-1,0,11
28,810,17.00,75.00,60.00,60.00,6,5-5-1,0,11
29,371,17.00,27.00,100.00,55.00,8,4-6-1,0,11
30,569,17.00,21.00,60.00,73.00,12,2-8-1,0,11
31,353,16.00,76.00,70.00,83.00,8,4-7-0,0,11
32,3460,16.00,69.00,100.00,100.00,4,6-5-0,0,11
33,3624,15.00,106.00,90.00,68.00,6,4-6-1,0,11
34,2027,15.00,60.00,20.00,68.00,8,3-7-1,0,11
35,3171,15.00,53.00,80.00,85.00,6,4-6-1,0,11
36,1808,15.00,53.00,50.00,44.00,8,3-7-1,0,11
37,514,14.00,86.00,80.00,77.00,4,5-6-0,0,11
38,2161,14.00,84.00,40.00,68.00,4,5-6-0,0,11
39,1751,14.00,37.00,20.00,92.00,4,5-6-0,0,11
40,1601,13.00,54.00,70.00,85.00,2,5-5-1,0,11
41,1607,13.00,37.00,40.00,56.00,8,2-8-1,0,11
42,270,12.00,36.00,40.00,98.00,4,4-7-0,0,11
43,871,12.00,22.00,30.00,83.00,8,2-9-0,0,11
44,884,11.00,92.00,40.00,74.00,2,4-6-1,0,11
45,352,11.00,40.00,40.00,59.00,6,2-8-1,0,11
46,3059,10.00,60.00,100.00,60.00,2,4-7-0,0,11
47,2347,10.00,54.00,60.00,59.00,2,4-7-0,0,11
48,3474,10.00,48.00,30.00,65.00,2,4-7-0,0,11
49,1537,8.00,58.00,30.00,55.00,4,2-9-0,0,11
50,870,8.00,43.00,90.00,60.00,4,2-9-0,0,11
