Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,2175,18.00,350.00,355.00,240.00,313.00,9-1-0,0,10
2,5172,16.00,270.00,366.00,220.00,337.00,8-2-0,0,10
3,2826,16.00,250.00,276.00,190.00,219.00,8-2-0,0,10
4,359,16.00,230.00,311.00,270.00,456.00,8-2-0,0,10
5,27,16.00,150.00,425.00,170.00,326.00,8-2-0,0,10
6,269,16.00,110.00,306.00,170.00,218.00,8-2-0,0,10
7,4656,14.00,180.00,265.00,140.00,235.00,7-3-0,0,10
8,1259,14.00,160.00,295.00,100.00,211.00,7-3-0,0,10
9,876,14.00,140.00,342.00,130.00,282.00,7-3-0,0,10
10,3206,14.00,110.00,331.00,110.00,317.00,7-3-0,0,10
11,3056,14.00,110.00,315.00,90.00,164.00,7-3-0,0,10
12,3298,14.00,100.00,215.00,130.00,353.00,7-3-0,0,10
13,2538,14.00,80.00,261.00,90.00,242.00,7-3-0,0,10
14,4238,14.00,70.00,235.00,130.00,334.00,7-3-0,0,10
15,4226,13.00,170.00,315.00,100.00,185.00,6-3-1,0,10
16,2512,13.00,160.00,275.00,170.00,239.00,6-3-1,0,10
17,2506,13.00,90.00,241.00,110.00,154.00,6-3-1,0,10
18,2883,12.00,200.00,351.00,130.00,315.00,6-4-0,0,10
19,2491,12.00,180.00,300.00,110.00,152.00,6-4-0,0,10
20,1781,12.00,100.00,260.00,90.00,255.00,6-4-0,0,10
21,4623,12.00,90.00,275.00,50.00,271.00,6-4-0,0,10
22,4657,11.00,110.00,209.00,40.00,269.00,5-4-1,0,10
23,2518,11.00,70.00,301.00,80.00,161.00,5-4-1,0,10
24,4624,10.00,190.00,302.00,40.00,133.00,5-5-0,0,10
25,3197,10.00,170.00,270.00,70.00,114.00,5-5-0,0,10
26,3130,10.00,130.00,265.00,190.00,259.00,5-5-0,0,10
27,3754,10.00,120.00,206.00,90.00,269.00,5-5-0,0,10
28,3055,9.00,110.00,251.00,60.00,235.00,4-5-1,0,10
29,5348,9.00,90.00,265.00,80.00,280.00,4-5-1,0,10
30,2502,9.00,90.00,245.00,100.00,171.00,4-5-1,0,10
31,1716,9.00,50.00,205.00,80.00,112.00,4-5-1,0,10
32,2574,9.00,30.00,235.00,50.00,158.00,4-5-1,0,10
33,3267,8.00,170.00,161.00,60.00,164.00,4-6-0,0,10
34,2220,8.00,160.00,247.00,80.00,120.00,4-6-0,0,10
35,2957,8.00,110.00,288.00,160.00,161.00,4-6-0,0,10
36,4728,8.00,100.00,248.00,80.00,170.00,4-6-0,0,10
37,5253,8.00,90.00,230.00,100.00,137.00,4-6-0,0,10
38,4166,8.00,90.00,196.00,100.00,189.00,4-6-0,0,10
39,4531,8.00,90.00,190.00,70.00,191.00,4-6-0,0,10
40,5278,8.00,70.00,240.00,30.00,222.00,4-6-0,0,10
41,4693,8.00,60.00,249.00,60.00,125.00,4-6-0,0,10
42,2846,8.00,50.00,224.00,130.00,202.00,4-6-0,0,10
43,4671,7.00,120.00,225.00,110.00,146.00,3-6-1,0,10
44,3750,6.00,80.00,236.00,20.00,160.00,3-7-0,0,10
45,3212,6.00,70.00,284.00,140.00,202.00,3-7-0,0,10
46,5232,6.00,60.00,206.00,100.00,171.00,3-7-0,0,10
47,3723,6.00,50.00,180.00,70.00,45.00,3-7-0,0,10
48,4549,6.00,40.00,200.00,50.00,141.00,3-7-0,0,10
49,4198,6.00,30.00,198.00,60.00,109.00,3-7-0,0,10
50,3036,6.00,20.00,192.00,70.00,143.00,3-7-0,0,10
51,877,5.00,120.00,155.00,110.00,144.00,2-7-1,0,10
52,4674,4.00,90.00,150.00,50.00,168.00,2-8-0,0,10
53,4703,4.00,60.00,141.00,50.00,112.00,2-8-0,0,10
54,3381,2.00,80.00,225.00,80.00,134.00,1-9-0,0,10
55,2500,2.00,20.00,151.00,80.00,142.00,1-9-0,0,10
