Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,3501,22.00,306.00,150.00,210.00,11-1-0,0,12
2,3970,18.00,288.00,120.00,377.00,9-3-0,0,12
3,973,18.00,242.00,190.00,391.00,9-3-0,0,12
4,1458,18.00,124.00,200.00,249.00,9-3-0,0,12
5,1967,16.00,238.00,150.00,253.00,8-4-0,0,12
6,670,16.00,184.00,120.00,392.00,8-4-0,0,12
7,1678,14.00,296.00,90.00,355.00,7-5-0,0,12
8,1671,14.00,258.00,70.00,223.00,7-5-0,0,12
9,701,14.00,234.00,140.00,298.00,7-5-0,0,12
10,840,14.00,232.00,140.00,364.00,7-5-0,0,12
11,649,14.00,218.00,80.00,327.00,7-5-0,0,12
12,3669,14.00,216.00,100.00,268.00,7-5-0,0,12
13,2643,14.00,170.00,130.00,221.00,7-5-0,0,12
14,1422,12.00,250.00,160.00,325.00,6-6-0,0,12
15,1323,12.00,234.00,120.00,221.00,6-6-0,0,12
16,4135,12.00,216.00,150.00,227.00,6-6-0,0,12
17,4159,12.00,208.00,90.00,257.00,6-6-0,0,12
18,294,12.00,196.00,70.00,313.00,6-6-0,0,12
19,3495,12.00,192.00,90.00,220.00,6-6-0,0,12
20,2493,12.00,184.00,100.00,271.00,6-6-0,0,12
21,3303,12.00,180.00,100.00,223.00,6-6-0,0,12
22,2135,12.00,168.00,60.00,278.00,6-6-0,0,12
23,2085,12.00,162.00,80.00,226.00,6-6-0,0,12
24,841,12.00,160.00,180.00,255.00,6-6-0,0,12
25,295,10.00,228.00,200.00,154.00,5-7-0,0,12
26,3189,10.00,190.00,170.00,253.00,5-7-0,0,12
27,1197,10.00,172.00,90.00,262.00,5-7-0,0,12
28,3256,10.00,168.00,100.00,202.00,5-7-0,0,12
29,2813,10.00,150.00,140.00,227.00,5-7-0,0,12
30,4543,10.00,130.00,170.00,154.00,5-7-0,0,12
31,1280,10.00,128.00,100.00,221.00,5-7-0,0,12
32,4695,10.00,110.00,50.00,207.00,5-7-0,0,12
33,2761,8.00,140.00,80.00,132.00,4-8-0,0,12
34,3408,8.00,122.00,90.00,245.00,4-8-0,0,12
35,675,8.00,112.00,70.00,199.00,4-8-0,0,12
36,1160,6.00,162.00,100.00,149.00,3-9-0,0,12
37,581,4.00,124.00,40.00,161.00,2-10-0,0,12
38,4785,4.00,120.00,100.00,125.00,2-10-0,0,12
