Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,193,22.00,380.00,384.00,290.00,179.00,11-1-0,0,12
2,1228,20.00,250.00,554.00,340.00,93.00,10-2-0,0,12
3,1626,19.00,170.00,395.00,210.00,176.00,9-2-1,0,12
4,3314,18.00,170.00,385.00,220.00,150.00,9-3-0,0,12
5,1676,16.00,320.00,389.00,260.00,108.00,8-4-0,0,12
6,1279,16.00,280.00,379.00,280.00,173.00,8-4-0,0,12
7,1989,16.00,170.00,498.00,140.00,158.00,8-4-0,0,12
8,41,14.00,110.00,318.00,120.00,284.00,7-5-0,0,12
9,4653,13.00,230.00,318.00,90.00,115.00,6-5-1,0,12
10,102,13.00,220.00,373.00,120.00,123.00,6-5-1,0,12
11,1811,13.00,170.00,366.00,120.00,193.00,6-5-1,0,12
12,4035,13.00,140.00,300.00,150.00,137.00,6-5-1,0,12
13,223,12.00,300.00,342.00,220.00,207.00,6-6-0,0,12
14,3340,12.00,290.00,277.00,260.00,113.00,6-6-0,0,12
15,869,12.00,260.00,457.00,180.00,273.00,6-6-0,0,12
16,4573,12.00,220.00,344.00,180.00,163.00,6-6-0,0,12
17,3607,12.00,220.00,322.00,220.00,145.00,6-6-0,0,12
18,1302,12.00,200.00,412.00,220.00,276.00,6-6-0,0,12
19,3142,12.00,200.00,272.00,190.00,70.00,6-6-0,0,12
20,303,12.00,160.00,270.00,210.00,131.00,6-6-0,0,12
21,1257,12.00,140.00,294.00,170.00,190.00,6-6-0,0,12
22,4954,10.00,270.00,342.00,210.00,90.00,5-7-0,0,12
23,555,10.00,200.00,296.00,140.00,242.00,5-7-0,0,12
24,4475,10.00,110.00,389.00,130.00,227.00,5-7-0,0,12
25,2070,10.00,100.00,286.00,180.00,153.00,5-7-0,0,12
26,752,8.00,120.00,321.00,170.00,53.00,4-8-0,0,12
27,1143,7.00,170.00,279.00,100.00,157.00,3-8-1,0,12
28,4128,6.00,110.00,203.00,170.00,121.00,3-9-0,0,12
29,5310,4.00,120.00,223.00,130.00,193.00,2-10-0,0,12
30,1672,4.00,80.00,351.00,140.00,48.00,2-10-0,0,12
31,714,2.00,120.00,248.00,80.00,137.00,1-11-0,0,12
