Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,1259,29.0,269.0,150.0,231.0,530.0,9-1-0,10
2,3102,28.0,217.0,115.0,163.0,545.0,7-3-0,10
3,1714,27.0,230.0,180.0,151.0,550.0,8-2-0,10
4,2530,26.0,218.0,130.0,198.0,505.0,7-3-0,10
5,706,26.0,213.0,205.0,168.0,515.0,7-2-1,10
6,2062,26.0,174.0,145.0,188.0,525.0,6-4-0,10
7,2498,25.0,236.0,130.0,137.0,530.0,7-3-0,10
8,3418,25.0,222.0,125.0,237.0,505.0,7-3-0,10
9,1306,25.0,219.0,140.0,156.0,515.0,6-4-0,10
10,1732,25.0,184.0,120.0,196.0,495.0,7-3-0,10
11,2194,24.0,245.0,135.0,144.0,545.0,6-4-0,10
12,930,24.0,213.0,95.0,173.0,525.0,6-4-0,10
13,5903,24.0,191.0,130.0,158.0,500.0,6-4-0,10
14,2506,24.0,152.0,115.0,161.0,475.0,7-3-0,10
15,5148,24.0,147.0,130.0,132.0,485.0,7-3-0,10
16,3596,24.0,140.0,115.0,138.0,460.0,7-3-0,10
17,2202,23.0,215.0,150.0,216.0,500.0,6-4-0,10
18,3734,23.0,191.0,150.0,130.0,480.0,7-3-0,10
19,1675,22.0,254.0,130.0,240.0,530.0,5-5-0,10
20,2077,22.0,204.0,120.0,157.0,510.0,5-5-0,10
21,269,22.0,204.0,100.0,126.0,495.0,6-4-0,10
22,1396,22.0,165.0,200.0,103.0,485.0,6-3-1,10
23,5855,21.0,205.0,115.0,135.0,535.0,5-5-0,10
24,1091,21.0,174.0,135.0,132.0,495.0,6-4-0,10
25,2826,21.0,170.0,120.0,172.0,490.0,5-5-0,10
26,537,21.0,156.0,110.0,111.0,440.0,6-4-0,10
27,5586,21.0,149.0,130.0,100.0,445.0,6-4-0,10
28,2358,20.0,230.0,130.0,172.0,470.0,6-4-0,10
29,3197,20.0,204.0,135.0,119.0,485.0,5-4-1,10
30,192,19.0,242.0,115.0,223.0,500.0,5-5-0,10
31,4786,19.0,198.0,115.0,154.0,490.0,5-5-0,10
32,5976,19.0,165.0,115.0,111.0,475.0,5-5-0,10
33,2574,19.0,163.0,115.0,125.0,455.0,5-5-0,10
34,5096,18.0,198.0,115.0,106.0,500.0,5-5-0,10
35,6038,16.0,237.0,120.0,106.0,535.0,3-6-1,10
36,6064,16.0,159.0,95.0,100.0,475.0,3-7-0,10
37,4531,16.0,142.0,95.0,116.0,465.0,4-6-0,10
38,3692,16.0,117.0,95.0,85.0,440.0,4-6-0,10
39,3381,15.0,180.0,110.0,133.0,480.0,4-6-0,10
40,5003,15.0,164.0,100.0,104.0,465.0,3-6-1,10
41,4241,14.0,208.0,145.0,120.0,505.0,2-7-1,10
42,2830,14.0,174.0,105.0,93.0,425.0,3-7-0,10
43,6223,14.0,168.0,95.0,75.0,465.0,3-7-0,10
44,1716,14.0,136.0,95.0,71.0,450.0,3-7-0,10
45,5773,13.0,170.0,75.0,103.0,455.0,3-7-0,10
46,6058,11.0,162.0,110.0,109.0,450.0,2-8-0,10
47,4549,11.0,140.0,105.0,33.0,420.0,3-7-0,10
48,5595,11.0,134.0,75.0,66.0,435.0,2-8-0,10
49,4804,10.0,167.0,75.0,97.0,385.0,3-7-0,10
50,1792,10.0,166.0,120.0,85.0,395.0,3-7-0,10
51,5552,10.0,135.0,95.0,62.0,450.0,1-9-0,10
52,2500,7.0,128.0,80.0,61.0,375.0,2-8-0,10
53,4247,7.0,108.0,85.0,76.0,365.0,2-8-0,10
