Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1114,7,0,0,7,14.00,63.14,148
2,1717,6,1,0,7,12.00,43.71,112
3,2340,6,1,0,7,12.00,41.71,76
4,195,5,1,1,7,11.00,67.43,124
5,1983,5,1,1,7,11.00,59.14,114
6,1089,5,1,1,7,11.00,53.43,124
7,494,5,2,0,7,10.00,71.71,98
8,330,5,2,0,7,10.00,68.00,138
9,176,5,2,0,7,10.00,67.14,106
10,1503,5,2,0,7,10.00,64.86,112
11,121,5,2,0,7,10.00,63.14,146
12,217,5,2,0,7,10.00,63.14,100
13,612,5,2,0,7,10.00,62.57,108
14,254,5,2,0,7,10.00,60.00,122
15,1138,5,2,0,7,10.00,58.57,122
16,716,5,2,0,7,10.00,56.57,108
17,1885,5,2,0,7,10.00,55.14,96
18,1676,5,2,0,7,10.00,54.57,76
19,2046,5,2,0,7,10.00,48.29,92
20,364,5,2,0,7,10.00,46.29,122
21,180,4,2,1,7,9.00,58.29,138
22,384,4,2,1,7,9.00,58.29,106
23,812,4,2,1,7,9.00,48.86,86
24,291,4,3,0,7,8.00,66.29,124
25,316,4,3,0,7,8.00,64.57,92
26,103,4,3,0,7,8.00,62.00,138
27,25,4,3,0,7,8.00,60.00,120
28,1390,4,3,0,7,8.00,58.29,102
29,469,4,3,0,7,8.00,56.29,106
30,1629,4,3,0,7,8.00,55.43,96
31,343,4,3,0,7,8.00,54.86,96
32,40,4,3,0,7,8.00,54.86,92
33,2062,4,3,0,7,8.00,52.86,92
34,70,4,3,0,7,8.00,52.57,74
35,234,4,3,0,7,8.00,49.43,116
36,1296,4,3,0,7,8.00,49.43,106
37,1739,4,3,0,7,8.00,49.14,58
38,302,4,3,0,7,8.00,48.86,124
39,425,4,3,0,7,8.00,48.57,90
40,1816,4,3,0,7,8.00,47.43,66
41,2437,4,3,0,7,8.00,44.29,96
42,2487,4,3,0,7,8.00,42.29,92
43,932,4,3,0,7,8.00,41.43,122
44,2599,4,3,0,7,8.00,40.00,74
45,2638,4,3,0,7,8.00,34.29,92
46,597,3,3,1,7,7.00,54.57,68
47,2564,3,3,1,7,7.00,44.29,66
48,115,3,4,0,7,6.00,70.29,98
49,1540,3,4,0,7,6.00,59.43,92
50,1319,3,4,0,7,6.00,59.14,120
51,1023,3,4,0,7,6.00,55.43,72
52,65,3,4,0,7,6.00,54.86,92
53,1758,3,4,0,7,6.00,49.14,70
54,88,3,4,0,7,6.00,48.00,106
55,1523,3,4,0,7,6.00,46.00,72
56,2165,3,4,0,7,6.00,42.86,148
57,148,3,4,0,7,6.00,40.86,80
58,1212,3,4,0,7,6.00,39.14,116
59,2354,3,4,0,7,6.00,37.14,92
60,980,3,4,0,7,6.00,37.14,62
61,226,2,4,1,7,5.00,45.43,98
62,509,2,4,1,7,5.00,43.71,122
63,894,2,5,0,7,4.00,56.86,76
64,8,2,5,0,7,4.00,53.43,96
65,1450,2,5,0,7,4.00,52.86,114
66,1038,2,5,0,7,4.00,52.57,74
67,694,2,5,0,7,4.00,50.00,148
68,548,2,5,0,7,4.00,50.00,84
69,839,2,5,0,7,4.00,48.86,146
70,1576,2,5,0,7,4.00,48.29,84
71,2237,2,5,0,7,4.00,47.71,72
72,134,2,5,0,7,4.00,47.14,106
73,48,2,5,0,7,4.00,46.00,70
74,457,2,4,0,6,4.00,45.71,100
75,2549,2,5,0,7,4.00,42.00,74
76,1880,2,5,0,7,4.00,36.57,64
77,168,2,4,0,6,4.00,33.14,96
78,399,2,5,0,7,4.00,26.86,60
79,1254,1,5,1,7,3.00,39.71,58
80,2423,1,5,1,7,3.00,27.71,76
81,84,1,6,0,7,2.00,44.57,106
82,2023,1,6,0,7,2.00,44.29,92
83,1595,1,6,0,7,2.00,41.43,76
84,2621,1,6,0,7,2.00,34.57,68
85,2468,1,6,0,7,2.00,30.00,46
86,1366,1,3,0,4,2.00,16.00,76
