Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,48,30.0,192.0,140.0,286.0,520.0,8-1-1,10
2,245,27.0,244.0,155.0,332.0,505.0,7-3-0,10
3,1014,27.0,240.0,140.0,257.0,490.0,7-3-0,10
4,5413,27.0,236.0,205.0,225.0,520.0,8-2-0,10
5,4028,27.0,222.0,160.0,288.0,495.0,9-1-0,10
6,3260,26.0,228.0,200.0,216.0,555.0,7-3-0,10
7,2399,26.0,190.0,150.0,193.0,545.0,6-3-1,10
8,63,24.0,229.0,245.0,147.0,545.0,6-4-0,10
9,4213,24.0,216.0,110.0,239.0,485.0,6-4-0,10
10,1038,24.0,213.0,180.0,168.0,550.0,6-3-1,10
11,4145,23.0,278.0,145.0,232.0,505.0,6-4-0,10
12,3504,23.0,259.0,185.0,188.0,560.0,6-4-0,10
13,120,23.0,230.0,150.0,305.0,500.0,6-4-0,10
14,4085,23.0,226.0,190.0,133.0,555.0,6-4-0,10
15,2603,23.0,223.0,120.0,225.0,470.0,7-3-0,10
16,868,22.0,262.0,125.0,339.0,530.0,6-4-0,10
17,5811,22.0,254.0,155.0,228.0,545.0,5-5-0,10
18,5492,22.0,237.0,200.0,181.0,510.0,7-3-0,10
19,5667,22.0,224.0,145.0,158.0,505.0,7-3-0,10
20,5484,22.0,222.0,170.0,222.0,485.0,8-2-0,10
21,4256,22.0,196.0,120.0,227.0,465.0,6-4-0,10
22,3484,22.0,158.0,180.0,196.0,480.0,6-4-0,10
23,2016,21.0,246.0,160.0,205.0,525.0,4-6-0,10
24,1308,21.0,214.0,140.0,132.0,515.0,6-4-0,10
25,337,21.0,212.0,200.0,149.0,515.0,5-5-0,10
26,1985,21.0,201.0,170.0,118.0,540.0,6-4-0,10
27,1939,20.0,232.0,115.0,188.0,515.0,5-5-0,10
28,554,19.0,265.0,125.0,171.0,515.0,5-5-0,10
29,5749,19.0,234.0,125.0,161.0,485.0,5-5-0,10
30,2051,19.0,230.0,120.0,160.0,500.0,5-5-0,10
31,3777,19.0,164.0,170.0,137.0,450.0,6-4-0,10
32,4521,18.0,245.0,115.0,167.0,520.0,4-6-0,10
33,3324,18.0,240.0,120.0,194.0,530.0,4-6-0,10
34,3492,18.0,233.0,150.0,186.0,510.0,4-5-1,10
35,2040,18.0,214.0,130.0,193.0,475.0,5-4-1,10
36,3138,18.0,208.0,125.0,211.0,510.0,4-6-0,10
37,3010,17.0,242.0,180.0,217.0,485.0,5-5-0,10
38,128,17.0,186.0,160.0,169.0,475.0,4-6-0,10
39,279,17.0,142.0,170.0,181.0,445.0,5-4-1,10
40,4115,16.0,222.0,145.0,133.0,480.0,5-5-0,10
41,451,16.0,194.0,180.0,99.0,545.0,3-7-0,10
42,3201,15.0,240.0,155.0,119.0,490.0,4-6-0,10
43,3814,15.0,162.0,185.0,138.0,460.0,3-7-0,10
44,1708,14.0,230.0,150.0,136.0,495.0,3-7-0,10
45,6084,14.0,210.0,95.0,153.0,460.0,3-7-0,10
46,4920,13.0,131.0,125.0,124.0,420.0,3-7-0,10
47,6181,12.0,183.0,160.0,90.0,480.0,3-7-0,10
48,3266,11.0,188.0,95.0,86.0,450.0,3-7-0,10
49,4284,11.0,180.0,90.0,96.0,450.0,3-7-0,10
50,3000,11.0,108.0,100.0,73.0,310.0,4-4-0,10
51,6185,10.0,155.0,135.0,119.0,435.0,2-8-0,10
52,5809,9.0,216.0,100.0,137.0,470.0,2-8-0,10
53,3821,9.0,184.0,110.0,133.0,430.0,2-8-0,10
54,144,9.0,174.0,130.0,176.0,425.0,2-8-0,10
55,2408,9.0,170.0,135.0,95.0,415.0,2-8-0,10
56,1249,8.0,146.0,130.0,102.0,390.0,2-8-0,10
