Rank,Team,Wins,Losses,Ties,Played,QS,RS
1,88,9,1,0,10,18.00,30.50
2,125,9,1,0,10,18.00,25.00
3,2013,9,1,0,10,18.00,22.20
4,2648,8,2,0,10,16.00,32.70
5,639,8,2,0,10,16.00,21.20
6,1100,7,3,0,10,14.00,26.60
7,2262,7,3,0,10,14.00,25.10
8,1768,7,3,0,10,14.00,23.80
9,78,7,2,0,9,14.00,23.10
10,348,7,3,0,10,14.00,20.40
11,1761,7,3,0,10,14.00,15.10
12,222,7,3,0,10,14.00,11.30
13,155,6,4,0,10,12.00,31.80
14,3173,6,4,0,10,12.00,25.30
15,1153,6,4,0,10,12.00,19.90
16,3280,6,4,0,10,12.00,18.00
17,1757,6,4,0,10,12.00,16.10
18,97,6,4,0,10,12.00,15.00
19,2871,6,4,0,10,12.00,14.30
20,2876,6,4,0,10,12.00,14.20
21,3757,5,4,1,10,11.00,20.40
22,3687,5,4,1,10,11.00,15.00
23,61,5,5,0,10,10.00,23.30
24,1099,5,4,0,9,10.00,23.10
25,2877,5,5,0,10,10.00,20.20
26,241,5,5,0,10,10.00,17.90
27,2423,5,5,0,10,10.00,16.00
28,549,5,5,0,10,10.00,15.50
29,3236,5,4,0,9,10.00,15.50
30,2079,5,5,0,10,10.00,14.80
31,2523,5,5,0,10,10.00,13.70
32,2349,5,5,0,10,10.00,13.30
33,2497,5,5,0,10,10.00,12.30
34,1350,5,5,0,10,10.00,10.20
35,157,4,6,0,10,8.00,24.20
36,1916,4,6,0,10,8.00,10.70
37,246,3,7,0,10,6.00,18.60
38,1474,3,7,0,10,6.00,17.50
39,3597,3,7,0,10,6.00,15.30
40,3479,3,7,0,10,6.00,14.70
41,3623,3,7,0,10,6.00,14.60
42,2713,3,7,0,10,6.00,13.60
43,2084,3,7,0,10,6.00,13.30
44,1922,2,7,1,10,5.00,14.00
45,3609,2,5,1,8,5.00,11.40
46,2593,2,7,1,10,5.00,8.10
47,3466,2,8,0,10,4.00,16.20
48,1965,2,6,0,8,4.00,13.90
49,2888,2,7,0,9,4.00,12.50
50,1754,2,7,0,9,4.00,11.40
51,1973,2,7,0,9,4.00,7.30
52,3148,1,8,0,9,2.00,15.20
53,529,1,8,0,9,2.00,9.50
