2019miket_0,District Chairman's Award,frc1322,
2019miket_1,District Event Winner,frc27,
2019miket_1,District Event Winner,frc3542,
2019miket_1,District Event Winner,frc5150,
2019miket_10,Rookie All Star Award,frc7818,
2019miket_11,Gracious Professionalism Award sponsored by Johnson & Johnson,frc5114,
2019miket_13,Judges' Award,frc5084,
2019miket_14,Highest Rookie Seed,frc7491,
2019miket_15,Rookie Inspiration Award sponsored by National Instruments,frc7772,
2019miket_16,Industrial Design Award sponsored by General Motors,frc7491,
2019miket_17,Quality Award sponsored by Motorola Solutions Foundation,frc70,
2019miket_18,Safety Award sponsored by Underwriters Laboratories,frc5234,
2019miket_2,District Event Finalist,frc7491,
2019miket_2,District Event Finalist,frc245,
2019miket_2,District Event Finalist,frc6548,
2019miket_20,Creativity Award sponsored by Xerox,frc4994,
2019miket_21,Excellence in Engineering Award sponsored by Delphi,frc5561,
2019miket_22,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,frc245,
2019miket_27,Imagery Award in honor of Jack Kamen,frc1506,
2019miket_29,Innovation in Control Award sponsored by Rockwell Automation,frc3542,
2019miket_30,Team Spirit Award sponsored by FCA Foundation,frc5150,
2019miket_71,Autonomous Award sponsored by Ford,frc27,
2019miket_9,District Engineering Inspiration Award,frc5086,
