Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,319,15.0,110.0,75.0,171.0,255.0,5-0-0,5
2,131,14.0,122.0,125.0,116.0,260.0,5-0-0,5
3,4055,12.0,133.0,85.0,114.0,250.0,4-1-0,5
4,4564,12.0,132.0,115.0,143.0,285.0,4-1-0,5
5,1768,11.0,162.0,75.0,116.0,280.0,3-2-0,5
6,5687,10.0,152.0,90.0,192.0,280.0,3-2-0,5
7,85,10.0,69.0,75.0,82.0,220.0,3-2-0,5
8,1519,9.0,150.0,65.0,146.0,265.0,3-2-0,5
9,5122,9.0,142.0,75.0,119.0,250.0,3-2-0,5
10,885,9.0,129.0,55.0,113.0,250.0,3-2-0,5
11,133,9.0,124.0,120.0,127.0,265.0,3-2-0,5
12,6172,9.0,122.0,60.0,94.0,300.0,2-3-0,5
13,2648,9.0,112.0,95.0,155.0,260.0,3-2-0,5
14,58,8.0,109.0,85.0,123.0,225.0,3-2-0,5
15,5459,8.0,102.0,70.0,107.0,230.0,2-3-0,5
16,3609,7.0,74.0,60.0,121.0,210.0,2-3-0,5
17,271,6.0,107.0,70.0,99.0,225.0,2-3-0,5
18,2175,6.0,80.0,70.0,68.0,200.0,2-3-0,5
19,3931,6.0,80.0,60.0,103.0,185.0,2-3-0,5
20,172,4.0,93.0,55.0,42.0,215.0,1-4-0,5
21,418,4.0,93.0,35.0,73.0,205.0,1-4-0,5
22,3585,4.0,86.0,25.0,70.0,195.0,1-4-0,5
23,3930,3.0,130.0,40.0,110.0,260.0,0-5-0,5
24,3451,1.0,114.0,30.0,84.0,235.0,0-5-0,5
