Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,225,42.0,382.0,215.0,576.0,680.0,12-0-0,12
2,5401,40.0,315.0,285.0,368.0,685.0,9-3-0,12
3,341,39.0,358.0,250.0,494.0,690.0,9-3-0,12
4,3314,39.0,343.0,230.0,570.0,620.0,10-2-0,12
5,5895,39.0,316.0,215.0,521.0,615.0,10-2-0,12
6,1391,37.0,338.0,210.0,294.0,705.0,8-3-1,12
7,1989,36.0,356.0,210.0,463.0,685.0,8-3-1,12
8,41,36.0,351.0,205.0,489.0,660.0,10-2-0,12
9,1712,36.0,326.0,190.0,310.0,670.0,8-4-0,12
10,869,35.0,366.0,265.0,438.0,635.0,9-3-0,12
11,25,35.0,351.0,295.0,378.0,700.0,8-4-0,12
12,1143,34.0,357.0,190.0,311.0,720.0,9-3-0,12
13,2590,34.0,340.0,170.0,498.0,675.0,8-4-0,12
14,321,34.0,339.0,205.0,409.0,670.0,7-5-0,12
15,56,33.0,352.0,175.0,397.0,710.0,8-4-0,12
16,193,33.0,311.0,225.0,292.0,740.0,6-5-1,12
17,102,32.0,333.0,210.0,324.0,700.0,8-4-0,12
18,708,32.0,331.0,225.0,357.0,670.0,7-5-0,12
19,1218,32.0,294.0,195.0,383.0,650.0,7-5-0,12
20,484,32.0,284.0,200.0,296.0,655.0,7-5-0,12
21,1089,31.0,333.0,185.0,447.0,625.0,7-5-0,12
22,1923,31.0,278.0,175.0,363.0,625.0,6-6-0,12
23,5684,30.0,365.0,175.0,329.0,705.0,5-7-0,12
24,5113,30.0,300.0,180.0,349.0,650.0,5-7-0,12
25,1626,29.0,330.0,195.0,301.0,685.0,7-5-0,12
26,272,29.0,330.0,155.0,303.0,665.0,6-6-0,12
27,5404,29.0,317.0,210.0,402.0,660.0,5-7-0,12
28,1647,29.0,314.0,180.0,320.0,660.0,7-5-0,12
29,2607,28.0,340.0,190.0,334.0,705.0,6-6-0,12
30,6016,28.0,320.0,175.0,291.0,665.0,5-6-1,12
31,834,27.0,334.0,140.0,294.0,720.0,5-7-0,12
32,4750,27.0,332.0,155.0,197.0,720.0,5-7-0,12
33,303,27.0,326.0,190.0,389.0,665.0,5-7-0,12
34,4342,27.0,310.0,215.0,265.0,660.0,5-7-0,12
35,4573,27.0,299.0,260.0,306.0,665.0,5-7-0,12
36,5407,27.0,298.0,180.0,316.0,615.0,5-7-0,12
37,1403,27.0,278.0,215.0,373.0,605.0,4-8-0,12
38,4653,26.0,333.0,140.0,329.0,650.0,4-8-0,12
39,2559,26.0,310.0,160.0,285.0,640.0,6-6-0,12
40,2016,26.0,240.0,170.0,347.0,615.0,4-8-0,12
41,3637,25.0,348.0,175.0,361.0,705.0,4-8-0,12
42,1811,25.0,346.0,155.0,316.0,685.0,6-6-0,12
43,222,25.0,314.0,175.0,366.0,640.0,3-9-0,12
44,365,25.0,306.0,210.0,386.0,635.0,7-5-0,12
45,11,25.0,306.0,185.0,369.0,625.0,5-7-0,12
46,4575,25.0,303.0,140.0,340.0,660.0,6-6-0,12
47,4954,25.0,290.0,205.0,280.0,680.0,4-7-1,12
48,5624,25.0,256.0,195.0,288.0,635.0,4-8-0,12
49,1640,24.0,332.0,160.0,401.0,635.0,5-7-0,12
50,75,24.0,329.0,155.0,372.0,605.0,5-6-1,12
51,5938,24.0,282.0,170.0,245.0,625.0,4-8-0,12
52,1257,23.0,299.0,160.0,325.0,675.0,4-8-0,12
53,6203,23.0,292.0,160.0,257.0,660.0,5-7-0,12
54,1676,23.0,278.0,160.0,235.0,640.0,4-8-0,12
55,223,23.0,261.0,170.0,266.0,625.0,3-9-0,12
56,423,21.0,302.0,185.0,276.0,630.0,2-10-0,12
57,5666,19.0,297.0,150.0,273.0,620.0,3-9-0,12
58,4454,18.0,301.0,165.0,239.0,625.0,4-8-0,12
59,1279,18.0,299.0,195.0,230.0,645.0,2-10-0,12
60,4637,17.0,252.0,165.0,260.0,600.0,2-10-0,12
