Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,2826,9,0,0,9,18.00,44.66,96
2,2574,7,2,0,9,14.00,47.33,96
3,2741,7,2,0,9,14.00,45.11,102
4,3007,7,2,0,9,14.00,44.77,88
5,1714,7,2,0,9,14.00,44.22,96
6,2264,7,2,0,9,14.00,43.66,93
7,2515,6,2,1,9,13.00,51.00,80
8,2846,6,2,1,9,13.00,40.55,83
9,2855,6,3,0,9,12.00,51.33,97
10,1986,6,3,0,9,12.00,44.55,77
11,2531,6,3,0,9,12.00,44.44,102
12,2511,6,3,0,9,12.00,41.88,72
13,2498,6,3,0,9,12.00,39.88,77
14,2825,6,3,0,9,12.00,31.66,81
15,2450,5,3,1,9,11.00,48.11,70
16,2529,5,3,1,9,11.00,40.55,73
17,2861,5,4,0,9,10.00,41.66,97
18,2989,5,4,0,9,10.00,39.22,72
19,2225,5,4,0,9,10.00,36.66,72
20,2509,5,4,0,9,10.00,35.00,57
21,2479,5,4,0,9,10.00,33.33,64
22,2052,4,4,1,9,9.00,46.33,58
23,2847,4,4,1,9,9.00,45.11,102
24,2488,4,4,1,9,9.00,44.00,80
25,2470,4,4,1,9,9.00,42.88,69
26,2957,4,4,1,9,9.00,40.77,60
27,3090,4,4,1,9,9.00,40.22,65
28,3023,4,5,0,9,8.00,43.44,66
29,2502,4,5,0,9,8.00,42.44,80
30,2845,3,4,2,9,8.00,38.88,73
31,2518,4,5,0,9,8.00,38.66,81
32,2177,4,5,0,9,8.00,38.00,83
33,2879,4,5,0,9,8.00,36.22,67
34,93,3,5,1,9,7.00,48.55,97
35,2480,3,5,1,9,7.00,40.55,93
36,2987,3,4,1,8,7.00,40.11,68
37,2561,3,5,1,9,7.00,27.22,65
38,2062,3,6,0,9,6.00,43.88,79
39,2508,3,6,0,9,6.00,43.77,80
40,2823,3,6,0,9,6.00,41.00,61
41,2530,3,6,0,9,6.00,40.00,77
42,2501,3,6,0,9,6.00,38.33,86
43,2181,3,6,0,9,6.00,37.77,62
44,2532,3,6,0,9,6.00,36.11,80
45,2503,3,6,0,9,6.00,33.55,48
46,2500,2,6,1,9,5.00,37.77,67
47,2227,2,7,0,9,4.00,39.22,65
48,3081,2,7,0,9,4.00,38.00,60
49,2545,2,7,0,9,4.00,37.88,88
50,3082,2,7,0,9,4.00,36.55,65
51,2705,1,7,1,9,3.00,37.11,79
