Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,3130,1.6599999999999999,3116.0,515.0,1480.0,1350.0,1.0,10-2-0,12
2,1816,1.5800000000000001,3084.0,402.0,1320.0,1400.0,4.0,8-4-0,12
3,3244,1.4099999999999999,2945.0,527.0,1600.0,1050.0,5.0,7-5-0,12
4,4607,1.3300000000000001,3172.0,532.0,1520.0,1300.0,2.0,7-5-0,12
5,6569,1.25,2936.0,531.0,1440.0,1200.0,1.0,7-5-0,12
6,2491,1.25,2701.0,521.0,1440.0,1000.0,1.0,7-5-0,12
7,2500,1.1599999999999999,2915.0,410.0,1400.0,1150.0,0.0,7-5-0,12
8,5690,1.1599999999999999,2654.0,599.0,1420.0,1000.0,4.0,7-5-0,12
9,3102,1.0800000000000001,2724.0,654.0,1400.0,1000.0,4.0,6-6-0,12
10,2175,1.0800000000000001,2700.0,455.0,1380.0,1000.0,0.0,6-6-0,12
11,2169,1.0800000000000001,2597.0,452.0,1220.0,1100.0,2.0,6-5-0,12
12,6047,1.0800000000000001,2495.0,265.0,1200.0,1000.0,0.0,6-6-0,12
13,3134,1.0,2826.0,521.0,1480.0,1050.0,1.0,5-7-0,12
14,857,1.0,2756.0,596.0,1500.0,1000.0,1.0,6-6-0,12
15,2846,0.91000000000000003,2631.0,531.0,1400.0,950.0,1.0,5-7-0,12
16,2177,0.91000000000000003,2602.0,521.0,1360.0,950.0,2.0,5-7-0,12
17,4480,0.82999999999999996,2801.0,581.0,1460.0,1050.0,1.0,4-8-0,12
18,3275,0.82999999999999996,2638.0,641.0,1320.0,1100.0,3.0,5-7-0,12
19,2512,0.82999999999999996,2621.0,461.0,1300.0,1100.0,1.0,5-7-0,12
20,4009,0.82999999999999996,2581.0,591.0,1260.0,1050.0,1.0,5-7-0,12
21,3026,0.75,2600.0,270.0,1320.0,1000.0,0.0,4-8-0,12
22,2883,0.66000000000000003,2740.0,590.0,1380.0,1150.0,10.0,4-8-0,12
