Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,948,18.00,306.00,110.00,690.00,9-0-0,0,9
2,4089,18.00,182.00,210.00,252.00,9-0-0,0,9
3,1983,16.00,322.00,120.00,534.00,8-1-0,0,9
4,1899,16.00,234.00,110.00,425.00,8-1-0,0,9
5,4579,16.00,232.00,180.00,351.00,8-1-0,0,9
6,2907,16.00,224.00,170.00,325.00,8-1-0,0,9
7,2928,14.00,230.00,150.00,318.00,7-2-0,0,9
8,3663,14.00,198.00,90.00,379.00,7-2-0,0,9
9,4681,12.00,230.00,80.00,227.00,6-3-0,0,9
10,3238,12.00,202.00,100.00,252.00,6-3-0,0,9
11,3826,12.00,186.00,170.00,273.00,6-3-0,0,9
12,4772,12.00,184.00,60.00,164.00,6-3-0,0,9
13,4512,12.00,182.00,110.00,330.00,6-2-0,1,9
14,3588,12.00,176.00,100.00,254.00,6-3-0,0,9
15,4038,12.00,174.00,130.00,239.00,6-3-0,0,9
16,4077,12.00,166.00,20.00,279.00,6-3-0,0,9
17,4461,12.00,132.00,120.00,146.00,6-3-0,0,9
18,4682,11.00,136.00,70.00,179.00,5-3-1,0,9
19,2930,10.00,240.00,60.00,295.00,5-4-0,0,9
20,3393,10.00,238.00,140.00,261.00,5-4-0,0,9
21,4450,10.00,234.00,120.00,228.00,5-4-0,0,9
22,1294,10.00,216.00,80.00,255.00,5-4-0,0,9
23,2605,10.00,176.00,110.00,297.00,5-4-0,0,9
24,4309,10.00,176.00,70.00,156.00,5-4-0,0,9
25,1258,10.00,174.00,280.00,104.00,5-4-0,0,9
26,492,10.00,164.00,150.00,208.00,5-4-0,0,9
27,1778,10.00,154.00,160.00,132.00,5-4-0,0,9
28,2522,10.00,150.00,130.00,188.00,5-4-0,0,9
29,3268,10.00,130.00,150.00,209.00,5-4-0,0,9
30,2555,10.00,120.00,110.00,130.00,5-4-0,0,9
31,3781,10.00,118.00,140.00,317.00,5-4-0,0,9
32,2927,8.00,176.00,60.00,272.00,4-5-0,0,9
33,4180,8.00,134.00,130.00,172.00,4-5-0,0,9
34,2903,8.00,130.00,60.00,242.00,4-4-0,1,9
35,3813,8.00,118.00,90.00,158.00,4-5-0,0,9
36,3684,8.00,114.00,80.00,329.00,4-5-0,0,9
37,2906,8.00,100.00,100.00,124.00,4-5-0,0,9
38,4560,8.00,100.00,60.00,215.00,4-4-0,1,9
39,4683,8.00,92.00,100.00,156.00,4-5-0,0,9
40,949,8.00,82.00,70.00,190.00,4-5-0,0,9
41,3223,8.00,52.00,100.00,126.00,4-5-0,0,9
42,3786,7.00,192.00,50.00,118.00,3-5-1,0,9
43,4334,7.00,186.00,100.00,223.00,3-5-1,0,9
44,3576,7.00,140.00,80.00,123.00,3-5-1,0,9
45,4469,7.00,84.00,140.00,259.00,3-5-1,0,9
46,3574,6.00,196.00,30.00,154.00,3-6-0,0,9
47,3219,6.00,166.00,60.00,208.00,3-6-0,0,9
48,4542,6.00,140.00,60.00,146.00,3-6-0,0,9
49,4304,6.00,132.00,120.00,126.00,3-6-0,0,9
50,4559,6.00,130.00,90.00,215.00,3-6-0,0,9
51,3681,6.00,120.00,130.00,209.00,3-6-0,0,9
52,2412,6.00,104.00,70.00,179.00,3-6-0,0,9
53,2910,6.00,102.00,60.00,208.00,3-6-0,0,9
54,3070,6.00,90.00,80.00,182.00,3-6-0,0,9
55,3221,6.00,78.00,110.00,121.00,3-6-0,0,9
56,4548,6.00,78.00,70.00,153.00,3-6-0,0,9
57,3049,4.00,110.00,60.00,83.00,2-7-0,0,9
58,2980,4.00,108.00,30.00,156.00,2-6-0,1,9
59,2942,4.00,98.00,90.00,105.00,2-7-0,0,9
60,3662,4.00,66.00,80.00,107.00,2-5-0,2,9
61,3575,3.00,84.00,50.00,88.00,1-7-1,0,9
62,4030,2.00,166.00,50.00,102.00,1-8-0,0,9
63,3218,2.00,118.00,50.00,137.00,1-8-0,0,9
64,3237,0,74.00,40.00,96.00,0-9-0,0,9
