Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,4161,24.00,66.00,80.00,65.00,6,9-1-0,0,10
2,1661,24.00,42.00,80.00,108.00,8,8-2-0,0,10
3,599,22.00,48.00,50.00,51.00,8,7-3-0,0,10
4,2984,21.00,58.00,60.00,89.00,6,7-2-1,0,10
5,1726,20.00,113.00,30.00,83.00,4,8-2-0,0,10
6,2496,20.00,111.00,60.00,71.00,6,7-3-0,0,10
7,1138,20.00,57.00,30.00,85.00,6,7-3-0,0,10
8,1266,18.00,99.00,60.00,48.00,6,6-4-0,0,10
9,2827,17.00,116.00,20.00,48.00,2,7-2-1,0,10
10,399,17.00,89.00,50.00,67.00,6,5-4-1,0,10
11,3476,17.00,88.00,40.00,126.00,2,7-2-1,0,10
12,4276,16.00,106.00,20.00,45.00,2,7-3-0,0,10
13,2485,16.00,84.00,50.00,82.00,6,5-5-0,0,10
14,2102,16.00,64.00,40.00,41.00,4,5-3-2,0,10
15,1538,15.00,89.00,40.00,91.00,4,5-4-1,0,10
16,4056,15.00,56.00,60.00,91.00,0,7-2-1,0,10
17,3965,15.00,42.00,80.00,61.00,4,5-4-1,0,10
18,3341,15.00,42.00,40.00,70.00,4,5-4-1,0,10
19,3255,15.00,31.00,50.00,63.00,2,6-3-1,0,10
20,2543,14.00,113.00,30.00,82.00,2,6-4-0,0,10
21,2599,14.00,58.00,40.00,68.00,4,5-5-0,0,10
22,1622,13.00,72.00,20.00,85.00,2,5-4-1,0,10
23,3328,13.00,57.00,40.00,68.00,2,5-4-1,0,10
24,3849,13.00,52.00,10.00,64.00,2,5-3-1,1,10
25,2493,13.00,38.00,30.00,49.00,4,4-5-1,0,10
26,702,12.00,89.00,20.00,72.00,4,4-6-0,0,10
27,3647,12.00,87.00,20.00,88.00,2,5-5-0,0,10
28,3704,12.00,54.00,40.00,14.00,4,4-6-0,0,10
29,1372,12.00,53.00,60.00,58.00,2,5-5-0,0,10
30,1160,12.00,51.00,10.00,41.00,4,4-6-0,0,10
31,3967,12.00,42.00,10.00,49.00,8,2-8-0,0,10
32,3008,12.00,29.00,0,126.00,4,4-6-0,0,10
33,2339,12.00,23.00,30.00,53.00,4,4-6-0,0,10
34,1836,12.00,17.00,10.00,81.00,6,3-7-0,0,10
35,812,11.00,64.00,30.00,25.00,2,4-5-1,0,10
36,3128,11.00,63.00,30.00,33.00,2,4-5-1,0,10
37,3480,11.00,57.00,20.00,53.00,2,4-5-1,0,10
38,3749,11.00,41.00,20.00,55.00,4,3-6-1,0,10
39,1572,11.00,17.00,40.00,58.00,0,5-4-1,0,10
40,4014,10.00,63.00,30.00,49.00,0,5-5-0,0,10
41,3453,10.00,59.00,50.00,82.00,2,4-6-0,0,10
42,2029,10.00,28.00,30.00,80.00,0,5-5-0,0,10
43,4114,10.00,20.00,20.00,42.00,0,5-5-0,0,10
44,4139,9.00,74.00,20.00,73.00,2,3-6-1,0,10
45,691,9.00,63.00,20.00,40.00,0,4-5-1,0,10
46,3226,9.00,47.00,40.00,36.00,2,3-6-1,0,10
47,2658,9.00,38.00,20.00,37.00,4,2-7-1,0,10
48,3491,8.00,59.00,30.00,47.00,0,4-6-0,0,10
49,2839,8.00,45.00,10.00,48.00,2,3-7-0,0,10
50,4322,8.00,41.00,30.00,80.00,2,3-7-0,0,10
51,2193,8.00,26.00,10.00,67.00,2,3-7-0,0,10
52,3470,7.00,45.00,20.00,55.00,2,2-7-1,0,10
53,4160,7.00,39.00,10.00,83.00,2,2-6-1,1,10
54,3021,7.00,33.00,20.00,44.00,4,1-8-1,0,10
55,3486,6.00,29.00,30.00,40.00,2,2-5-0,3,10
56,4117,3.00,32.00,0,18.00,2,0-4-1,5,10
