Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,5279,35.0,272.0,170.0,197.0,630.0,10-2-0,12
2,122,30.0,311.0,140.0,156.0,675.0,9-3-0,12
3,4286,29.0,288.0,160.0,82.0,660.0,9-3-0,12
4,339,29.0,274.0,135.0,162.0,645.0,9-2-1,12
5,401,29.0,266.0,160.0,232.0,595.0,9-3-0,12
6,5546,28.0,284.0,230.0,82.0,610.0,8-3-1,12
7,1598,28.0,279.0,155.0,103.0,605.0,9-3-0,12
8,540,28.0,240.0,165.0,98.0,590.0,9-3-0,12
9,1086,27.0,278.0,160.0,161.0,630.0,8-4-0,12
10,346,27.0,262.0,200.0,146.0,610.0,8-4-0,12
11,422,27.0,260.0,135.0,131.0,620.0,7-5-0,12
12,2028,25.0,290.0,155.0,140.0,650.0,7-5-0,12
13,3939,25.0,208.0,165.0,121.0,530.0,7-5-0,12
14,977,24.0,290.0,145.0,116.0,625.0,6-5-1,12
15,1599,23.0,256.0,170.0,139.0,615.0,5-6-1,12
16,619,22.0,312.0,130.0,116.0,685.0,5-7-0,12
17,1522,22.0,242.0,155.0,76.0,550.0,7-5-0,12
18,1908,21.0,274.0,145.0,59.0,610.0,6-6-0,12
19,5957,20.0,244.0,120.0,55.0,580.0,6-6-0,12
20,539,19.0,296.0,150.0,93.0,610.0,6-6-0,12
21,5804,19.0,278.0,120.0,103.0,610.0,5-7-0,12
22,3136,19.0,238.0,115.0,112.0,545.0,5-7-0,12
23,1541,19.0,236.0,135.0,76.0,545.0,5-6-1,12
24,384,19.0,234.0,115.0,87.0,555.0,5-6-1,12
25,1080,18.0,262.0,125.0,98.0,580.0,5-7-0,12
26,6236,18.0,238.0,130.0,72.0,535.0,5-6-1,12
27,116,17.0,271.0,155.0,53.0,595.0,3-7-2,12
28,2998,17.0,150.0,105.0,81.0,425.0,5-5-0,12
29,3359,16.0,294.0,150.0,55.0,625.0,3-8-1,12
30,2914,16.0,228.0,125.0,80.0,560.0,4-8-0,12
31,2107,15.0,224.0,115.0,51.0,565.0,4-8-0,12
32,4466,15.0,172.0,125.0,63.0,500.0,3-9-0,12
33,6021,14.0,250.0,130.0,44.0,565.0,3-8-1,12
34,4714,14.0,232.0,90.0,72.0,520.0,4-8-0,12
35,2106,14.0,200.0,115.0,58.0,515.0,4-8-0,12
36,617,11.0,208.0,105.0,44.0,490.0,3-9-0,12
37,3168,11.0,178.0,95.0,43.0,525.0,3-9-0,12
38,3709,11.0,160.0,110.0,42.0,405.0,2-5-1,12
