Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,346,6,0,1,7,13.00,53.00,115
2,1806,6,1,0,7,12.00,65.71,105
3,175,6,1,0,7,12.00,61.14,107
4,399,6,1,0,7,12.00,57.14,111
5,375,6,1,0,7,12.00,51.85,111
6,816,5,1,1,7,11.00,67.57,92
7,217,5,1,1,7,11.00,57.71,129
8,27,5,2,0,7,10.00,67.14,109
9,188,5,2,0,7,10.00,66.57,102
10,2809,5,2,0,7,10.00,63.14,104
11,2815,5,2,0,7,10.00,62.00,102
12,1983,5,1,0,6,10.00,59.42,97
13,1519,5,2,0,7,10.00,59.28,102
14,271,5,2,0,7,10.00,59.00,88
15,766,5,2,0,7,10.00,57.28,107
16,49,5,2,0,7,10.00,55.85,88
17,1502,5,2,0,7,10.00,55.42,90
18,2443,5,2,0,7,10.00,54.14,109
19,1287,5,2,0,7,10.00,49.28,102
20,1165,5,2,0,7,10.00,47.42,95
21,236,4,2,1,7,9.00,69.42,102
22,830,4,1,1,6,9.00,40.85,114
23,2834,4,3,0,7,8.00,64.14,129
24,2992,4,3,0,7,8.00,64.00,120
25,2194,4,3,0,7,8.00,63.57,100
26,3115,3,2,2,7,8.00,63.42,92
27,904,4,3,0,7,8.00,62.14,105
28,75,4,3,0,7,8.00,60.57,92
29,245,4,3,0,7,8.00,58.57,104
30,341,4,3,0,7,8.00,58.42,109
31,141,4,3,0,7,8.00,58.28,114
32,2635,4,3,0,7,8.00,57.71,94
33,1429,4,3,0,7,8.00,57.14,94
34,254,4,3,0,7,8.00,56.85,120
35,2767,4,3,0,7,8.00,56.85,82
36,1771,4,3,0,7,8.00,56.57,135
37,2039,4,3,0,7,8.00,56.28,95
38,3010,4,3,0,7,8.00,55.42,89
39,2791,4,3,0,7,8.00,55.00,92
40,337,4,3,0,7,8.00,54.71,102
41,1024,4,3,0,7,8.00,52.85,102
42,1731,4,2,0,6,8.00,51.71,90
43,60,4,3,0,7,8.00,47.71,68
44,668,4,2,0,6,8.00,46.85,102
45,70,3,3,1,7,7.00,59.00,135
46,2884,3,3,1,7,7.00,56.71,88
47,1622,3,4,0,7,6.00,68.00,129
48,1747,3,4,0,7,6.00,66.85,98
49,2185,3,4,0,7,6.00,64.71,82
50,190,3,4,0,7,6.00,64.00,111
51,68,3,4,0,7,6.00,63.14,115
52,1288,3,4,0,7,6.00,62.42,87
53,2590,3,4,0,7,6.00,61.14,86
54,395,3,4,0,7,6.00,60.71,120
55,131,3,4,0,7,6.00,60.28,98
56,1796,3,4,0,7,6.00,60.28,84
57,1893,3,4,0,7,6.00,59.71,114
58,597,3,4,0,7,6.00,59.71,102
59,922,3,4,0,7,6.00,58.28,97
60,1566,3,4,0,7,6.00,58.14,85
61,247,3,4,0,7,6.00,57.71,108
62,1,3,4,0,7,6.00,57.14,105
63,329,3,4,0,7,6.00,56.57,135
64,499,3,3,0,6,6.00,56.28,76
65,2621,3,4,0,7,6.00,54.57,108
66,3105,3,3,0,6,6.00,48.14,108
67,930,2,4,1,7,5.00,67.71,102
68,79,2,5,0,7,4.00,68.42,115
69,287,2,5,0,7,4.00,66.85,106
70,1425,2,5,0,7,4.00,59.57,92
71,1527,2,5,0,7,4.00,59.00,80
72,263,2,5,0,7,4.00,58.42,84
73,894,2,5,0,7,4.00,57.71,92
74,2877,2,5,0,7,4.00,53.71,85
75,1927,2,5,0,7,4.00,52.71,87
76,1305,2,5,0,7,4.00,52.57,89
77,2500,2,5,0,7,4.00,51.71,93
78,1323,2,5,0,7,4.00,47.42,106
79,1099,1,6,0,7,2.00,71.42,108
80,1108,1,6,0,7,2.00,59.14,90
81,1577,1,6,0,7,2.00,58.00,88
82,2520,1,6,0,7,2.00,57.42,70
83,538,1,6,0,7,2.00,51.00,100
84,2173,1,5,0,6,2.00,44.71,69
85,1675,1,6,0,7,2.00,42.42,88
86,1089,0,6,1,7,1.00,55.71,78
87,1013,0,7,0,7,0,59.71,68
