Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,5053,1.5,3067.0,783.0,1520.0,1300.0,27.0,9-3-0,12
2,503,1.5,3035.0,470.0,1460.0,1400.0,0.0,9-3-0,12
3,226,1.5,2900.0,355.0,1380.0,1300.0,25.0,9-3-0,12
4,3542,1.5,2849.0,476.0,1400.0,1150.0,94.0,9-3-0,12
5,1250,1.5,2770.0,290.0,1320.0,1200.0,5.0,9-3-0,12
6,5090,1.5,2628.0,224.0,1260.0,1150.0,13.0,9-3-0,12
7,5901,1.5,2490.0,410.0,1160.0,1050.0,0.0,9-3-0,12
8,3604,1.4099999999999999,2686.0,238.0,1340.0,1050.0,16.0,8-3-1,12
9,5567,1.3300000000000001,3056.0,590.0,1460.0,1400.0,21.0,8-4-0,12
10,4680,1.3300000000000001,3031.0,599.0,1540.0,1200.0,16.0,8-4-0,12
11,5144,1.3300000000000001,2886.0,586.0,1460.0,1250.0,11.0,8-4-0,12
12,4395,1.3300000000000001,2636.0,348.0,1180.0,1200.0,21.0,8-4-0,12
13,2620,1.25,2535.0,350.0,1300.0,950.0,15.0,7-4-1,12
14,1023,1.1599999999999999,2974.0,562.0,1440.0,1300.0,39.0,7-5-0,12
15,470,1.1599999999999999,2922.0,597.0,1460.0,1250.0,12.0,7-5-0,12
16,5498,1.1599999999999999,2833.0,543.0,1320.0,1250.0,8.0,7-5-0,12
17,5577,1.1599999999999999,2751.0,479.0,1340.0,1100.0,11.0,7-5-0,12
18,6570,1.1599999999999999,2565.0,405.0,1240.0,1100.0,5.0,7-5-0,12
19,5263,1.1599999999999999,2389.0,384.0,1240.0,1000.0,14.0,7-5-0,12
20,1481,1.0,2734.0,704.0,1540.0,850.0,9.0,6-6-0,12
21,3547,1.0,2692.0,643.0,1320.0,1150.0,7.0,6-6-0,12
22,123,1.0,2571.0,418.0,1240.0,1100.0,11.0,6-6-0,12
23,5050,1.0,2553.0,343.0,1180.0,1200.0,13.0,6-6-0,12
24,280,0.91000000000000003,2292.0,409.0,1240.0,850.0,7.0,5-6-1,12
25,240,0.82999999999999996,2570.0,535.0,1320.0,1000.0,10.0,5-7-0,12
26,1528,0.82999999999999996,2515.0,452.0,1380.0,850.0,5.0,5-7-0,12
27,5619,0.82999999999999996,2408.0,350.0,1180.0,1000.0,8.0,5-7-0,12
28,5907,0.82999999999999996,2366.0,528.0,1320.0,850.0,11.0,5-7-0,12
29,815,0.75,2512.0,589.0,1260.0,950.0,12.0,4-7-1,12
30,4737,0.66000000000000003,2694.0,518.0,1400.0,1100.0,4.0,4-8-0,12
31,6618,0.66000000000000003,2467.0,420.0,1360.0,850.0,12.0,4-8-0,12
32,2676,0.66000000000000003,2263.0,477.0,1180.0,800.0,8.0,4-8-0,12
33,6528,0.5,2218.0,399.0,1200.0,800.0,13.0,3-9-0,12
34,4838,0.5,2051.0,627.0,1240.0,550.0,11.0,3-9-0,12
35,6116,0.5,2019.0,395.0,1080.0,600.0,9.0,3-9-0,12
36,6029,0.5,1355.0,209.0,760.0,450.0,10.0,3-6-0,12
37,5915,0.40999999999999998,2484.0,355.0,1300.0,900.0,19.0,2-9-1,12
38,313,0.40999999999999998,1755.0,407.0,1000.0,550.0,10.0,2-8-1,12
39,6136,0.33000000000000002,2225.0,432.0,1060.0,1000.0,5.0,2-10-0,12
40,6057,0.33000000000000002,1806.0,433.0,1140.0,500.0,11.0,2-10-0,12
