2004il_f1m1,frc65,frc648,frc447,frc269,frc45,frc930,150,210
2004il_f1m2,frc65,frc648,frc447,frc269,frc45,frc930,90,180
2004il_qf1m1,frc292,frc71,frc383,frc234,frc469,frc247,190,165
2004il_qf1m2,frc292,frc71,frc383,frc234,frc469,frc247,30,25
2004il_qf2m1,frc1259,frc81,frc101,frc65,frc648,frc447,90,55
2004il_qf2m2,frc1259,frc81,frc101,frc65,frc648,frc447,70,120
2004il_qf2m3,frc1259,frc81,frc101,frc65,frc648,frc447,75,145
2004il_qf3m1,frc269,frc45,frc930,frc217,frc93,frc107,100,50
2004il_qf3m2,frc269,frc45,frc930,frc217,frc93,frc107,95,135
2004il_qf3m3,frc269,frc45,frc930,frc217,frc93,frc107,130,80
2004il_qf4m1,frc27,frc111,frc74,frc525,frc461,frc554,145,140
2004il_qf4m2,frc27,frc111,frc74,frc525,frc461,frc554,160,65
2004il_qm1,frc45,frc292,frc930,frc107,140,100
2004il_qm10,frc1268,frc554,frc880,frc65,45,110
2004il_qm11,frc447,frc71,frc74,frc397,15,60
2004il_qm12,frc537,frc469,frc1259,frc111,60,80
2004il_qm13,frc706,frc94,frc1163,frc1000,45,25
2004il_qm14,frc107,frc92,frc135,frc930,25,40
2004il_qm15,frc1055,frc45,frc292,frc1298,90,45
2004il_qm16,frc1035,frc9,frc247,frc904,40,25
2004il_qm17,frc1240,frc1297,frc81,frc383,25,155
2004il_qm18,frc525,frc226,frc234,frc101,15,25
2004il_qm19,frc391,frc85,frc1064,frc931,20,45
2004il_qm2,frc1298,frc1055,frc92,frc1035,5,65
2004il_qm20,frc461,frc1306,frc217,frc1091,35,50
2004il_qm21,frc27,frc1101,frc1296,frc93,80,70
2004il_qm22,frc648,frc880,frc1365,frc269,40,90
2004il_qm23,frc554,frc1327,frc108,frc1268,70,20
2004il_qm24,frc397,frc1259,frc65,frc74,25,50
2004il_qm25,frc111,frc447,frc71,frc1163,130,90
2004il_qm26,frc1000,frc537,frc469,frc135,30,65
2004il_qm27,frc94,frc92,frc45,frc706,40,135
2004il_qm28,frc383,frc1055,frc9,frc107,60,20
2004il_qm29,frc930,frc292,frc1298,frc247,145,40
2004il_qm3,frc9,frc247,frc1297,frc81,30,15
2004il_qm30,frc226,frc81,frc904,frc1035,70,25
2004il_qm31,frc931,frc1240,frc1297,frc525,70,105
2004il_qm32,frc101,frc1064,frc1091,frc234,45,25
2004il_qm33,frc85,frc217,frc93,frc391,50,85
2004il_qm34,frc269,frc27,frc1101,frc461,110,35
2004il_qm35,frc1268,frc648,frc1306,frc1296,115,70
2004il_qm36,frc1259,frc108,frc880,frc1365,70,25
2004il_qm37,frc1163,frc554,frc1327,frc397,40,30
2004il_qm38,frc447,frc65,frc537,frc111,145,90
2004il_qm39,frc135,frc1000,frc74,frc71,50,90
