Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,1895,22.00,66.00,40.00,52.00,2,10-0-0,0,10
2,346,22.00,58.00,70.00,83.00,4,9-1-0,0,10
3,1885,20.00,99.00,30.00,60.00,2,9-1-0,0,10
4,1418,19.00,76.00,70.00,41.00,2,8-1-1,0,10
5,2890,19.00,54.00,30.00,40.00,6,6-3-1,0,10
6,384,18.00,90.00,30.00,53.00,4,7-3-0,0,10
7,1610,18.00,72.00,70.00,36.00,4,7-3-0,0,10
8,2402,18.00,37.00,20.00,56.00,6,6-4-0,0,10
9,1541,17.00,75.00,30.00,100.00,4,6-3-1,0,10
10,1908,17.00,50.00,40.00,28.00,4,6-3-1,0,10
11,619,17.00,26.00,40.00,23.00,6,5-4-1,0,10
12,1699,16.00,66.00,50.00,53.00,4,5-3-2,0,10
13,2363,16.00,59.00,40.00,74.00,2,7-3-0,0,10
14,617,16.00,16.00,80.00,41.00,6,5-5-0,0,10
15,1539,15.00,59.00,30.00,23.00,6,4-5-1,0,10
16,2998,15.00,38.00,20.00,39.00,2,6-3-1,0,10
17,401,14.00,78.00,40.00,49.00,0,7-3-0,0,10
18,3274,14.00,63.00,0,26.00,4,4-4-2,0,10
19,1793,14.00,59.00,50.00,31.00,4,5-5-0,0,10
20,435,14.00,49.00,70.00,49.00,2,6-4-0,0,10
21,4394,14.00,48.00,50.00,18.00,4,5-5-0,0,10
22,3455,14.00,25.00,10.00,38.00,4,5-5-0,0,10
23,2106,13.00,101.00,40.00,44.00,0,6-3-1,0,10
24,1262,13.00,56.00,30.00,16.00,4,4-5-1,0,10
25,422,13.00,55.00,60.00,27.00,0,6-3-1,0,10
26,3168,13.00,15.00,50.00,19.00,4,4-5-1,0,10
27,1598,12.00,71.00,40.00,42.00,2,5-5-0,0,10
28,339,12.00,52.00,40.00,37.00,0,6-4-0,0,10
29,1086,12.00,44.00,30.00,59.00,2,5-5-0,0,10
30,4286,12.00,40.00,50.00,9.00,2,5-5-0,0,10
31,2186,12.00,38.00,60.00,31.00,0,5-3-2,0,10
32,3359,12.00,29.00,20.00,11.00,4,1-3-6,0,10
33,900,12.00,23.00,70.00,46.00,2,5-5-0,0,10
34,1033,12.00,21.00,20.00,24.00,2,4-4-2,0,10
35,1095,11.00,50.00,10.00,44.00,0,5-4-1,0,10
36,539,11.00,26.00,50.00,30.00,0,5-4-1,0,10
37,388,11.00,22.00,70.00,66.00,0,5-4-1,0,10
38,1137,10.00,75.00,30.00,40.00,2,4-6-0,0,10
39,614,10.00,47.00,10.00,31.00,2,3-5-2,0,10
40,1599,10.00,42.00,20.00,35.00,0,5-5-0,0,10
41,3948,10.00,17.00,30.00,37.00,4,3-7-0,0,10
42,3136,10.00,17.00,20.00,20.00,2,4-6-0,0,10
43,122,10.00,5.00,20.00,17.00,2,3-5-2,0,10
44,4273,9.00,58.00,0,37.00,2,3-6-1,0,10
45,3072,9.00,48.00,40.00,32.00,2,3-6-1,0,10
46,3258,9.00,43.00,10.00,31.00,2,3-6-1,0,10
47,2107,9.00,30.00,40.00,37.00,0,4-5-1,0,10
48,1829,9.00,29.00,40.00,44.00,2,3-6-1,0,10
49,3872,9.00,17.00,40.00,28.00,0,4-5-1,0,10
50,2434,8.00,29.00,40.00,19.00,0,4-6-0,0,10
51,3709,8.00,24.00,0,25.00,2,2-3-2,3,10
52,2988,8.00,18.00,30.00,10.00,4,1-7-2,0,10
53,1522,7.00,33.00,0,19.00,0,2-5-3,0,10
54,540,6.00,35.00,10.00,42.00,0,3-7-0,0,10
55,2028,5.00,32.00,0,29.00,0,2-7-1,0,10
56,3939,5.00,11.00,0,28.00,2,1-8-1,0,10
57,2914,4.00,30.00,10.00,13.00,0,2-8-0,0,10
58,405,4.00,21.00,10.00,13.00,0,2-7-0,1,10
59,2021,3.00,22.00,40.00,6.00,0,1-8-1,0,10
