Rank,Team,Wins,Losses,Ties,Played,QS,RS
1,1626,9,1,0,10,18.00,17.00
2,28,8,2,0,10,16.00,18.10
3,263,8,2,0,10,16.00,17.00
4,522,8,2,0,10,16.00,16.60
5,1796,8,2,0,10,16.00,16.30
6,358,8,2,0,10,16.00,15.40
7,271,8,2,0,10,16.00,12.20
8,870,7,3,0,10,14.00,17.60
9,287,7,3,0,10,14.00,15.30
10,1168,6,3,1,10,13.00,19.50
11,545,6,4,0,10,12.00,14.90
12,514,6,3,0,9,12.00,14.80
13,884,6,4,0,10,12.00,12.80
14,564,6,3,0,9,12.00,10.50
15,3137,6,4,0,10,12.00,8.70
16,1203,5,4,1,10,11.00,15.90
17,329,5,4,1,10,11.00,13.10
18,352,5,4,1,10,11.00,10.00
19,2347,5,4,1,10,11.00,9.80
20,1808,5,4,1,10,11.00,9.40
21,229,5,5,0,10,10.00,22.50
22,810,5,5,0,10,10.00,18.60
23,527,5,5,0,10,10.00,14.90
24,1468,5,5,0,10,10.00,13.20
25,353,5,5,0,10,10.00,12.00
26,3474,5,5,0,10,10.00,10.30
27,1358,5,5,0,10,10.00,9.60
28,2487,5,5,0,10,10.00,9.10
29,375,5,5,0,10,10.00,8.60
30,2872,5,5,0,10,10.00,8.00
31,1546,5,5,0,10,10.00,6.10
32,1554,4,5,1,10,9.00,8.10
33,533,4,5,1,10,9.00,5.60
34,496,4,6,0,10,8.00,11.50
35,1803,4,5,0,9,8.00,9.30
36,3171,4,6,0,10,8.00,9.00
37,871,4,6,0,10,8.00,8.80
38,2027,4,5,0,9,8.00,3.90
39,1607,3,4,1,8,7.00,5.80
40,2875,3,7,0,10,6.00,14.50
41,2161,3,5,0,8,6.00,8.60
42,3624,3,7,0,10,6.00,7.70
43,2869,2,7,1,10,5.00,13.70
44,2638,2,7,1,10,5.00,12.90
45,3460,2,8,0,10,4.00,17.00
46,270,2,7,0,9,4.00,11.10
47,1751,2,8,0,10,4.00,7.60
48,569,2,5,0,7,4.00,4.80
49,1537,1,7,1,9,3.00,9.00
50,371,1,6,0,7,2.00,12.90
