Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,2486,20.00,250.00,337.00,210.00,465.00,10-0-0,0,10
2,1165,17.00,200.00,316.00,170.00,215.00,8-1-1,0,10
3,1492,16.00,230.00,407.00,210.00,109.00,8-2-0,0,10
4,1212,16.00,210.00,400.00,210.00,305.00,8-2-0,0,10
5,812,15.00,220.00,366.00,200.00,259.00,7-2-1,0,10
6,698,15.00,210.00,265.00,100.00,190.00,7-2-1,0,10
7,60,15.00,140.00,357.00,120.00,142.00,7-2-1,0,10
8,4183,14.00,270.00,395.00,220.00,367.00,7-3-0,0,10
9,1828,14.00,270.00,371.00,210.00,246.00,7-3-0,0,10
10,842,14.00,250.00,471.00,320.00,506.00,7-3-0,0,10
11,1726,14.00,190.00,361.00,250.00,356.00,7-3-0,0,10
12,3187,13.00,220.00,227.00,70.00,151.00,6-3-1,0,10
13,2478,13.00,160.00,241.00,120.00,158.00,6-3-1,0,10
14,4111,13.00,110.00,245.00,110.00,95.00,6-3-1,0,10
15,2375,12.00,180.00,420.00,140.00,103.00,6-4-0,0,10
16,2840,12.00,160.00,290.00,190.00,284.00,6-4-0,0,10
17,3785,12.00,120.00,295.00,140.00,179.00,6-4-0,0,10
18,4985,10.00,200.00,231.00,130.00,93.00,5-5-0,0,10
19,5059,10.00,110.00,206.00,140.00,130.00,5-5-0,0,10
20,1011,10.00,110.00,181.00,110.00,133.00,5-5-0,0,10
21,498,10.00,90.00,275.00,180.00,222.00,5-5-0,0,10
22,2449,10.00,80.00,300.00,90.00,166.00,5-5-0,0,10
23,4565,10.00,70.00,251.00,100.00,132.00,5-5-0,0,10
24,3853,10.00,50.00,262.00,110.00,175.00,5-5-0,0,10
25,1013,10.00,40.00,240.00,120.00,237.00,4-4-2,0,10
26,3944,9.00,170.00,296.00,120.00,157.00,4-5-1,0,10
27,1633,9.00,110.00,217.00,60.00,191.00,4-5-1,0,10
28,5200,9.00,110.00,200.00,160.00,116.00,4-5-1,0,10
29,3133,9.00,70.00,261.00,120.00,90.00,4-5-1,0,10
30,4496,8.00,160.00,270.00,160.00,197.00,4-6-0,0,10
31,3577,8.00,150.00,206.00,80.00,250.00,4-6-0,0,10
32,5075,8.00,140.00,236.00,90.00,190.00,4-6-0,0,10
33,2403,8.00,130.00,220.00,100.00,198.00,4-6-0,0,10
34,3019,8.00,100.00,231.00,130.00,170.00,4-6-0,0,10
35,2647,8.00,90.00,181.00,60.00,144.00,4-6-0,0,10
36,3321,8.00,80.00,191.00,110.00,91.00,4-6-0,0,10
37,991,7.00,130.00,211.00,110.00,182.00,3-6-1,0,10
38,4841,7.00,100.00,211.00,60.00,100.00,3-6-1,0,10
39,4146,6.00,130.00,265.00,110.00,187.00,3-7-0,0,10
40,2662,6.00,110.00,206.00,120.00,219.00,3-7-0,0,10
41,5218,6.00,110.00,170.00,110.00,156.00,3-6-0,1,10
42,4629,6.00,80.00,176.00,90.00,76.00,3-7-0,0,10
43,5043,6.00,70.00,256.00,40.00,74.00,3-7-0,0,10
44,4962,6.00,50.00,216.00,120.00,155.00,3-7-0,0,10
45,5207,6.00,50.00,205.00,90.00,96.00,3-3-0,4,10
46,1290,6.00,40.00,175.00,70.00,133.00,3-7-0,0,10
47,4126,4.00,30.00,192.00,100.00,135.00,2-8-0,0,10
48,4018,3.00,30.00,116.00,40.00,184.00,1-8-1,0,10
49,996,2.00,0,70.00,0,68.00,1-9-0,0,10
