Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,494,7,0,0,7,14.00,24.43,148
2,233,7,0,0,7,14.00,12.86,288
3,1302,6,1,0,7,12.00,33.00,128
4,386,6,1,0,7,12.00,27.43,167
5,1824,6,1,0,7,12.00,23.00,102
6,293,6,1,0,7,12.00,19.57,188
7,85,6,1,0,7,12.00,15.00,136
8,1516,6,1,0,7,12.00,6.29,260
9,1533,5,1,1,7,11.00,14.43,128
10,1153,5,2,0,7,10.00,30.14,246
11,364,5,2,0,7,10.00,26.29,162
12,254,5,2,0,7,10.00,26.00,280
13,27,4,1,2,7,10.00,26.00,167
14,1912,5,2,0,7,10.00,24.43,130
15,2134,5,2,0,7,10.00,19.14,128
16,1086,5,2,0,7,10.00,19.14,88
17,1683,5,2,0,7,10.00,18.86,128
18,832,5,2,0,7,10.00,18.29,256
19,1662,5,2,0,7,10.00,18.00,280
20,768,5,2,0,7,10.00,16.57,136
21,120,5,2,0,7,10.00,16.00,256
22,223,5,2,0,7,10.00,14.00,84
23,2062,4,2,1,7,9.00,37.86,188
24,329,4,2,1,7,9.00,12.57,128
25,2029,4,3,0,7,8.00,33.00,88
26,997,4,3,0,7,8.00,28.71,92
27,2234,4,3,0,7,8.00,28.29,110
28,2180,4,3,0,7,8.00,28.14,162
29,337,4,3,0,7,8.00,27.86,102
30,1216,4,3,0,7,8.00,26.57,128
31,175,4,3,0,7,8.00,23.43,260
32,100,4,3,0,7,8.00,20.86,246
33,107,4,3,0,7,8.00,20.14,102
34,2274,4,3,0,7,8.00,19.00,271
35,1795,4,3,0,7,8.00,18.43,246
36,179,4,3,0,7,8.00,17.29,114
37,904,4,3,0,7,8.00,16.71,102
38,1713,4,3,0,7,8.00,15.86,288
39,1598,4,3,0,7,8.00,15.43,148
40,66,4,3,0,7,8.00,14.29,76
41,829,4,3,0,7,8.00,10.86,271
42,138,4,3,0,7,8.00,10.43,45
43,1997,3,3,1,7,7.00,34.00,92
44,1127,3,3,1,7,7.00,30.29,50
45,47,3,3,1,7,7.00,22.14,128
46,857,3,3,1,7,7.00,13.43,260
47,1506,3,3,1,7,7.00,12.71,48
48,71,3,4,0,7,6.00,39.86,78
49,435,3,4,0,7,6.00,24.14,84
50,2081,3,4,0,7,6.00,24.00,96
51,342,3,4,0,7,6.00,22.57,74
52,1731,3,4,0,7,6.00,21.86,78
53,1946,3,4,0,7,6.00,21.43,99
54,1403,3,4,0,7,6.00,18.71,102
55,462,3,4,0,7,6.00,17.57,81
56,522,3,4,0,7,6.00,16.43,62
57,1646,3,4,0,7,6.00,15.71,46
58,1745,3,4,0,7,6.00,15.43,114
59,1559,3,4,0,7,6.00,14.86,102
60,1013,3,4,0,7,6.00,12.00,280
61,58,3,4,0,7,6.00,11.29,162
62,935,3,4,0,7,6.00,10.86,288
63,1029,2,4,1,7,5.00,26.71,82
64,1501,2,5,0,7,4.00,32.00,167
65,302,2,5,0,7,4.00,27.57,128
66,1266,2,5,0,7,4.00,27.57,66
67,125,2,5,0,7,4.00,27.43,64
68,288,2,5,0,7,4.00,24.29,64
69,354,2,5,0,7,4.00,21.57,72
70,555,2,5,0,7,4.00,20.71,188
71,1458,2,5,0,7,4.00,19.71,94
72,714,2,4,0,6,4.00,18.57,128
73,4,2,5,0,7,4.00,16.14,64
74,677,2,5,0,7,4.00,13.86,32
75,95,2,5,0,7,4.00,12.29,67
76,611,2,5,0,7,4.00,8.14,90
77,1323,1,5,1,7,3.00,23.57,50
78,192,1,6,0,7,2.00,25.71,53
79,238,1,6,0,7,2.00,24.00,74
80,1601,1,6,0,7,2.00,16.57,82
81,619,1,6,0,7,2.00,15.86,72
82,2053,1,6,0,7,2.00,15.71,128
83,2161,1,6,0,7,2.00,11.43,32
84,1111,1,6,0,7,2.00,9.29,35
85,1868,0,7,0,7,0.00,17.86,43
86,155,0,7,0,7,0.00,9.71,32
