Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,74,2.3300000000000001,3708.0,708.0,1800.0,1500.0,73.0,11-1-0,12
2,2337,1.8300000000000001,3419.0,813.0,1440.0,1400.0,389.0,9-3-0,12
3,910,1.8300000000000001,3243.0,829.0,1580.0,1200.0,253.0,9-3-0,12
4,4970,1.75,3555.0,910.0,1800.0,1450.0,40.0,9-3-0,12
5,247,1.5800000000000001,3111.0,610.0,1540.0,1300.0,46.0,9-3-0,12
6,2771,1.4099999999999999,3166.0,909.0,1680.0,1250.0,26.0,8-4-0,12
7,6550,1.3300000000000001,3133.0,614.0,1500.0,1300.0,58.0,7-5-0,12
8,5193,1.3300000000000001,3087.0,672.0,1680.0,1150.0,42.0,7-5-0,12
9,5231,1.3300000000000001,2718.0,512.0,1340.0,1100.0,63.0,7-5-0,12
10,5162,1.25,3148.0,673.0,1600.0,1300.0,43.0,7-5-0,12
11,5538,1.25,2994.0,496.0,1380.0,1350.0,44.0,7-5-0,12
12,5260,1.25,2868.0,475.0,1540.0,1100.0,18.0,7-5-0,12
13,2959,1.1599999999999999,3078.0,613.0,1460.0,1350.0,33.0,7-5-0,12
14,5066,1.1599999999999999,3027.0,493.0,1420.0,1350.0,47.0,6-6-0,12
15,6100,1.1599999999999999,2875.0,660.0,1440.0,1200.0,20.0,7-5-0,12
16,4956,1.1599999999999999,2874.0,749.0,1620.0,950.0,74.0,6-6-0,12
17,5213,1.1599999999999999,2824.0,485.0,1380.0,1200.0,24.0,7-5-0,12
18,6597,1.1599999999999999,2756.0,476.0,1300.0,1250.0,26.0,7-5-0,12
19,5714,1.1599999999999999,2594.0,475.0,1260.0,1100.0,29.0,7-5-0,12
20,6556,1.0800000000000001,2998.0,572.0,1480.0,1200.0,58.0,6-6-0,12
21,6102,1.0800000000000001,2971.0,608.0,1500.0,1200.0,46.0,6-6-0,12
22,6582,1.0,3027.0,600.0,1620.0,1200.0,7.0,5-7-0,12
23,5257,1.0,2914.0,715.0,1460.0,1250.0,9.0,6-6-0,12
24,6631,1.0,2467.0,410.0,1360.0,900.0,2.0,6-6-0,12
25,5216,0.91000000000000003,3150.0,837.0,1660.0,1250.0,10.0,5-7-0,12
26,5712,0.91000000000000003,2746.0,733.0,1540.0,950.0,36.0,5-7-0,12
27,6642,0.91000000000000003,2738.0,460.0,1260.0,1200.0,28.0,5-6-0,12
28,5878,0.82999999999999996,2759.0,567.0,1480.0,1000.0,64.0,4-8-0,12
29,3570,0.82999999999999996,2702.0,411.0,1320.0,1150.0,32.0,5-7-0,12
30,4382,0.82999999999999996,2637.0,777.0,1560.0,850.0,42.0,5-7-0,12
31,6493,0.82999999999999996,2607.0,539.0,1360.0,1000.0,32.0,5-7-0,12
32,6611,0.82999999999999996,2542.0,411.0,1400.0,950.0,7.0,5-7-0,12
33,107,0.75,3217.0,662.0,1600.0,1350.0,37.0,4-8-0,12
34,5622,0.75,2838.0,661.0,1440.0,1150.0,43.0,4-8-0,12
35,5247,0.75,2738.0,449.0,1440.0,1000.0,58.0,4-8-0,12
36,5982,0.66000000000000003,2926.0,719.0,1540.0,1150.0,11.0,4-8-0,12
37,5229,0.66000000000000003,2552.0,340.0,1300.0,1050.0,7.0,4-7-0,12
38,5487,0.5,2278.0,475.0,1420.0,650.0,3.0,3-9-0,12
39,6078,0.40999999999999998,2722.0,480.0,1420.0,1050.0,7.0,2-10-0,12
40,6595,0.33000000000000002,2442.0,447.0,1160.0,1000.0,62.0,2-10-0,12
