Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,67,11,0,1,12,23.00,43.16,134
2,217,10,2,0,12,20.00,44.41,110
3,1250,9,2,1,12,19.00,47.00,120
4,1701,8,3,1,12,17.00,40.58,139
5,453,7,3,2,12,16.00,40.50,64
6,326,8,4,0,12,16.00,36.33,72
7,1998,7,4,1,12,15.00,44.91,90
8,2137,7,4,1,12,15.00,44.50,90
9,3095,7,4,1,12,15.00,43.50,74
10,280,7,4,1,12,15.00,41.58,134
11,573,7,4,1,12,15.00,41.08,90
12,1213,7,5,0,12,14.00,46.00,139
13,2627,7,5,0,12,14.00,44.83,86
14,123,7,5,0,12,14.00,40.41,139
15,515,7,5,0,12,14.00,39.33,72
16,3002,7,5,0,12,14.00,38.66,88
17,2832,7,5,0,12,14.00,32.50,90
18,1528,6,5,1,12,13.00,39.91,110
19,313,5,5,2,12,12.00,43.50,83
20,2673,6,6,0,12,12.00,42.50,74
21,247,6,6,0,12,12.00,40.41,94
22,503,6,6,0,12,12.00,39.16,94
23,308,5,5,2,12,12.00,39.16,84
24,1856,6,6,0,12,12.00,39.16,72
25,3069,6,6,0,12,12.00,35.50,84
26,2851,5,7,0,12,10.00,44.58,118
27,469,5,7,0,12,10.00,41.08,118
28,3098,5,7,0,12,10.00,39.00,89
29,240,5,7,0,12,10.00,33.25,88
30,2048,4,7,1,12,9.00,42.66,110
31,2431,4,8,0,12,8.00,44.16,72
32,406,4,8,0,12,8.00,37.83,101
33,1941,4,8,0,12,8.00,35.83,62
34,519,4,8,0,12,8.00,35.33,74
35,903,4,8,0,12,8.00,32.16,86
36,2676,3,8,1,12,7.00,34.08,74
37,3096,3,9,0,12,6.00,39.33,88
38,2224,3,9,0,12,6.00,37.33,89
39,2719,2,9,1,12,5.00,37.25,74
40,2050,0,12,0,12,0,36.91,60
