Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,955,18.00,174.00,160.00,367.00,9-0-0,0,9
2,3812,16.00,244.00,110.00,341.00,8-1-0,0,9
3,4127,14.00,228.00,130.00,214.00,7-2-0,0,9
4,4488,14.00,208.00,60.00,139.00,7-2-0,0,9
5,360,14.00,200.00,130.00,221.00,7-2-0,0,9
6,2130,14.00,184.00,200.00,268.00,7-2-0,0,9
7,2635,14.00,168.00,80.00,126.00,7-2-0,0,9
8,2733,13.00,250.00,140.00,129.00,6-2-1,0,9
9,956,13.00,188.00,160.00,217.00,6-2-1,0,9
10,2093,12.00,188.00,80.00,171.00,6-3-0,0,9
11,3787,12.00,168.00,90.00,141.00,6-3-0,0,9
12,2557,12.00,146.00,120.00,223.00,6-3-0,0,9
13,1318,12.00,142.00,150.00,217.00,6-3-0,0,9
14,4057,12.00,128.00,80.00,230.00,6-3-0,0,9
15,2374,12.00,116.00,210.00,174.00,6-3-0,0,9
16,847,12.00,62.00,340.00,81.00,6-3-0,0,9
17,997,11.00,74.00,330.00,103.00,5-3-1,0,9
18,3674,11.00,70.00,70.00,143.00,5-3-1,0,9
19,2471,10.00,208.00,120.00,267.00,5-4-0,0,9
20,4043,10.00,190.00,100.00,164.00,5-4-0,0,9
21,3711,10.00,160.00,90.00,164.00,5-4-0,0,9
22,1432,10.00,154.00,150.00,106.00,5-4-0,0,9
23,3131,10.00,138.00,100.00,153.00,5-4-0,0,9
24,957,10.00,124.00,80.00,171.00,5-4-0,0,9
25,2046,10.00,122.00,70.00,180.00,5-4-0,0,9
26,2147,10.00,114.00,90.00,182.00,5-4-0,0,9
27,2002,10.00,96.00,160.00,126.00,5-4-0,0,9
28,2521,9.00,134.00,150.00,98.00,4-4-1,0,9
29,4106,9.00,132.00,80.00,118.00,4-4-1,0,9
30,2542,9.00,112.00,170.00,88.00,4-4-1,0,9
31,3574,9.00,96.00,60.00,177.00,4-4-1,0,9
32,3145,8.00,186.00,160.00,209.00,4-5-0,0,9
33,2990,8.00,186.00,100.00,183.00,4-5-0,0,9
34,1540,8.00,180.00,120.00,164.00,4-5-0,0,9
35,488,8.00,148.00,110.00,145.00,4-5-0,0,9
36,4125,8.00,120.00,160.00,96.00,4-5-0,0,9
37,2192,8.00,116.00,160.00,130.00,4-5-0,0,9
38,2550,8.00,94.00,130.00,104.00,4-5-0,0,9
39,4662,8.00,66.00,160.00,105.00,4-5-0,0,9
40,4132,8.00,66.00,50.00,80.00,4-4-0,1,9
41,1359,6.00,146.00,110.00,127.00,3-6-0,0,9
42,3192,6.00,140.00,180.00,77.00,3-6-0,0,9
43,1571,6.00,140.00,90.00,109.00,3-6-0,0,9
44,753,6.00,104.00,170.00,78.00,3-6-0,0,9
45,3024,6.00,98.00,120.00,96.00,3-6-0,0,9
46,4457,6.00,98.00,40.00,153.00,3-6-0,0,9
47,2411,6.00,94.00,100.00,112.00,3-5-0,1,9
48,2517,6.00,92.00,100.00,128.00,3-6-0,0,9
49,3636,6.00,90.00,140.00,70.00,3-6-0,0,9
50,1700,6.00,90.00,140.00,62.00,3-6-0,0,9
51,2915,6.00,82.00,80.00,98.00,2-5-2,0,9
52,4110,6.00,78.00,100.00,153.00,3-6-0,0,9
53,3673,6.00,72.00,140.00,127.00,3-6-0,0,9
54,2811,4.00,102.00,100.00,115.00,2-7-0,0,9
55,1425,4.00,78.00,100.00,204.00,2-7-0,0,9
56,4051,4.00,68.00,170.00,137.00,2-7-0,0,9
57,1823,3.00,98.00,90.00,146.00,1-7-1,0,9
58,1510,3.00,40.00,80.00,66.00,1-7-1,0,9
59,4060,0,40.00,130.00,35.00,0-9-0,0,9
