Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,5805,25.0,154.0,120.0,60.0,450.0,8-1-0,9
2,3255,24.0,178.0,95.0,135.0,455.0,7-1-1,9
3,4486,24.0,164.0,105.0,83.0,430.0,8-1-0,9
4,5209,24.0,140.0,100.0,77.0,455.0,8-1-0,9
5,3021,23.0,182.0,110.0,164.0,450.0,7-2-0,9
6,3128,22.0,138.0,100.0,121.0,435.0,7-2-0,9
7,2637,21.0,148.0,120.0,80.0,490.0,6-3-0,9
8,4984,20.0,180.0,85.0,48.0,405.0,8-1-0,9
9,5199,20.0,164.0,115.0,88.0,435.0,6-3-0,9
10,1159,20.0,160.0,125.0,76.0,420.0,7-2-0,9
11,2486,20.0,144.0,95.0,92.0,410.0,6-3-0,9
12,399,19.0,136.0,80.0,52.0,385.0,6-3-0,9
13,5025,18.0,164.0,105.0,51.0,410.0,6-3-0,9
14,4014,18.0,134.0,90.0,49.0,400.0,6-3-0,9
15,3328,18.0,100.0,100.0,66.0,365.0,6-3-0,9
16,3473,17.0,148.0,105.0,79.0,430.0,5-4-0,9
17,812,17.0,148.0,85.0,84.0,390.0,7-2-0,9
18,5514,17.0,140.0,85.0,44.0,430.0,5-4-0,9
19,5137,17.0,126.0,95.0,23.0,405.0,5-3-1,9
20,4501,17.0,104.0,100.0,80.0,395.0,6-3-0,9
21,2102,16.0,166.0,95.0,126.0,420.0,5-4-0,9
22,3965,16.0,144.0,75.0,68.0,395.0,6-3-0,9
23,3647,15.0,186.0,105.0,40.0,425.0,5-4-0,9
24,3882,15.0,128.0,85.0,193.0,320.0,5-4-0,9
25,5474,14.0,174.0,90.0,35.0,420.0,4-5-0,9
26,1266,14.0,166.0,75.0,99.0,395.0,4-5-0,9
27,1148,14.0,164.0,90.0,81.0,415.0,4-5-0,9
28,2485,14.0,150.0,60.0,109.0,405.0,4-5-0,9
29,4583,14.0,140.0,55.0,64.0,370.0,5-3-1,9
30,1197,14.0,138.0,75.0,67.0,350.0,5-4-0,9
31,2839,14.0,130.0,60.0,53.0,360.0,5-4-0,9
32,1972,14.0,128.0,115.0,47.0,415.0,4-5-0,9
33,1388,14.0,106.0,65.0,55.0,415.0,4-5-0,9
34,2445,14.0,102.0,90.0,93.0,320.0,5-4-0,9
35,2443,14.0,102.0,65.0,122.0,325.0,5-4-0,9
36,2658,13.0,108.0,70.0,34.0,385.0,3-6-0,9
37,4578,13.0,98.0,90.0,91.0,335.0,4-5-0,9
38,2496,12.0,154.0,90.0,37.0,340.0,4-5-0,9
39,2827,12.0,140.0,65.0,63.0,330.0,4-5-0,9
40,4738,12.0,98.0,65.0,41.0,355.0,3-5-1,9
41,2339,12.0,97.0,90.0,40.0,340.0,4-5-0,9
42,5884,11.0,120.0,75.0,15.0,345.0,4-5-0,9
43,2543,11.0,86.0,65.0,59.0,375.0,2-7-0,9
44,4913,10.0,138.0,55.0,42.0,355.0,4-5-0,9
45,2984,10.0,118.0,35.0,29.0,330.0,4-5-0,9
46,3704,10.0,116.0,40.0,23.0,260.0,4-4-0,9
47,5627,10.0,106.0,80.0,39.0,330.0,3-6-0,9
48,1572,10.0,103.0,60.0,106.0,290.0,4-5-0,9
49,3486,10.0,100.0,55.0,52.0,280.0,3-4-1,9
50,3341,9.0,116.0,70.0,49.0,360.0,2-7-0,9
51,5857,7.0,134.0,70.0,26.0,345.0,2-6-1,9
52,4616,7.0,66.0,55.0,14.0,300.0,3-6-0,9
53,4078,6.0,114.0,50.0,37.0,290.0,2-7-0,9
54,3749,6.0,92.0,35.0,36.0,305.0,2-7-0,9
55,1622,6.0,86.0,40.0,49.0,290.0,2-7-0,9
56,4139,5.0,103.0,45.0,60.0,280.0,2-7-0,9
57,4919,4.0,114.0,30.0,56.0,310.0,1-8-0,9
58,4160,3.0,68.0,45.0,17.0,335.0,0-9-0,9
59,585,3.0,64.0,45.0,24.0,265.0,1-8-0,9
60,5477,2.0,60.0,25.0,24.0,275.0,0-9-0,9
