Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,1241,35.0,415.0,185.0,657.0,560.0,9-1-0,10
2,254,35.0,384.0,195.0,660.0,545.0,9-1-0,10
3,1519,33.0,404.0,165.0,671.0,565.0,9-1-0,10
4,67,33.0,388.0,215.0,517.0,560.0,9-1-0,10
5,179,33.0,339.0,265.0,639.0,555.0,8-2-0,10
6,5150,33.0,313.0,210.0,427.0,545.0,7-3-0,10
7,4001,32.0,288.0,220.0,467.0,540.0,8-2-0,10
8,217,31.0,333.0,200.0,511.0,535.0,7-3-0,10
9,3620,30.0,351.0,185.0,575.0,575.0,7-3-0,10
10,5172,28.0,404.0,220.0,673.0,550.0,7-3-0,10
11,118,28.0,364.0,185.0,531.0,535.0,7-3-0,10
12,1418,28.0,332.0,195.0,422.0,565.0,7-3-0,10
13,229,28.0,329.0,195.0,527.0,525.0,6-4-0,10
14,3663,28.0,321.0,160.0,430.0,575.0,6-4-0,10
15,2035,28.0,316.0,185.0,370.0,550.0,7-3-0,10
16,1731,28.0,304.0,140.0,493.0,555.0,7-3-0,10
17,1640,27.0,324.0,140.0,514.0,540.0,6-4-0,10
18,1676,27.0,321.0,180.0,372.0,560.0,6-4-0,10
19,708,27.0,314.0,240.0,417.0,575.0,6-4-0,10
20,1710,27.0,296.0,155.0,371.0,570.0,6-4-0,10
21,4678,26.0,364.0,185.0,486.0,605.0,6-4-0,10
22,48,26.0,344.0,175.0,417.0,540.0,6-4-0,10
23,4561,26.0,324.0,155.0,429.0,550.0,7-3-0,10
24,5039,26.0,298.0,135.0,320.0,530.0,7-3-0,10
25,3284,26.0,288.0,185.0,345.0,580.0,6-4-0,10
26,3314,25.0,342.0,235.0,519.0,530.0,5-5-0,10
27,5499,25.0,324.0,155.0,406.0,540.0,7-3-0,10
28,3574,25.0,314.0,145.0,445.0,540.0,6-4-0,10
29,126,25.0,308.0,190.0,348.0,535.0,5-5-0,10
30,5124,25.0,306.0,165.0,372.0,545.0,5-5-0,10
31,4613,25.0,288.0,170.0,431.0,540.0,6-4-0,10
32,3476,24.0,330.0,195.0,426.0,475.0,5-4-0,10
33,125,24.0,330.0,160.0,489.0,530.0,6-4-0,10
34,3937,24.0,296.0,175.0,390.0,550.0,5-5-0,10
35,4146,24.0,286.0,215.0,269.0,540.0,5-5-0,10
36,2393,24.0,280.0,145.0,450.0,545.0,5-5-0,10
37,122,24.0,278.0,150.0,458.0,555.0,5-5-0,10
38,2147,23.0,349.0,145.0,405.0,555.0,6-4-0,10
39,2614,23.0,322.0,220.0,464.0,515.0,6-4-0,10
40,4122,23.0,301.0,185.0,276.0,590.0,5-5-0,10
41,5818,23.0,282.0,180.0,374.0,500.0,6-4-0,10
42,16,23.0,278.0,205.0,498.0,475.0,5-4-0,10
43,3309,22.0,288.0,185.0,429.0,525.0,5-5-0,10
44,3481,22.0,224.0,150.0,401.0,495.0,5-5-0,10
45,4550,21.0,350.0,135.0,320.0,575.0,5-5-0,10
46,1296,21.0,316.0,125.0,378.0,530.0,5-5-0,10
47,3360,21.0,314.0,235.0,410.0,545.0,3-7-0,10
48,1477,21.0,304.0,150.0,396.0,540.0,4-6-0,10
49,5832,21.0,250.0,150.0,372.0,495.0,4-6-0,10
50,5274,20.0,312.0,145.0,266.0,540.0,5-5-0,10
51,188,20.0,262.0,160.0,344.0,520.0,3-7-0,10
52,4276,20.0,258.0,165.0,282.0,485.0,4-5-0,10
53,2081,19.0,346.0,165.0,364.0,555.0,4-6-0,10
54,4242,19.0,332.0,140.0,380.0,590.0,2-8-0,10
55,6167,19.0,314.0,170.0,321.0,560.0,4-6-0,10
56,5686,19.0,312.0,135.0,283.0,540.0,4-6-0,10
57,5914,19.0,282.0,165.0,375.0,520.0,3-7-0,10
58,2102,18.0,314.0,150.0,267.0,545.0,3-7-0,10
59,3504,18.0,298.0,160.0,323.0,560.0,2-8-0,10
60,1311,18.0,278.0,125.0,269.0,550.0,4-6-0,10
61,1143,17.0,288.0,160.0,346.0,575.0,2-8-0,10
62,3288,17.0,286.0,135.0,277.0,535.0,3-7-0,10
63,5505,17.0,263.0,180.0,301.0,535.0,3-7-0,10
64,5817,16.0,304.0,130.0,334.0,550.0,2-8-0,10
65,1764,16.0,294.0,155.0,267.0,525.0,2-8-0,10
66,103,16.0,242.0,155.0,317.0,490.0,2-8-0,10
67,6220,15.0,336.0,165.0,296.0,520.0,3-7-0,10
68,4744,15.0,294.0,185.0,210.0,520.0,4-6-0,10
69,5885,15.0,282.0,160.0,233.0,575.0,2-8-0,10
70,5900,14.0,286.0,140.0,266.0,550.0,1-9-0,10
71,1700,14.0,272.0,115.0,247.0,525.0,2-8-0,10
72,5851,14.0,263.0,140.0,284.0,515.0,2-8-0,10
73,6072,12.0,272.0,125.0,220.0,470.0,3-7-0,10
74,3961,12.0,268.0,110.0,270.0,500.0,2-8-0,10
75,5450,11.0,270.0,150.0,268.0,495.0,1-9-0,10
