Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1747,7,0,1,8,15.00,43.75,97
2,1038,7,1,0,8,14.00,42.75,80
3,1018,7,1,0,8,14.00,42.25,73
4,1502,7,1,0,8,14.00,41.00,66
5,1319,6,2,0,8,12.00,48.87,68
6,2197,6,2,0,8,12.00,47.87,76
7,48,6,2,0,8,12.00,42.25,60
8,695,6,2,0,8,12.00,40.25,97
9,1014,6,2,0,8,12.00,39.25,72
10,1646,6,2,0,8,12.00,38.50,66
11,2387,6,2,0,8,12.00,36.87,97
12,829,6,2,0,8,12.00,34.50,74
13,461,6,2,0,8,12.00,33.25,74
14,868,5,2,1,8,11.00,42.12,86
15,963,5,3,0,8,10.00,47.87,83
16,291,5,3,0,8,10.00,46.50,74
17,1317,5,3,0,8,10.00,36.75,80
18,3010,5,3,0,8,10.00,35.50,60
19,2917,5,3,0,8,10.00,35.37,82
20,292,4,3,1,8,9.00,47.00,76
21,2172,4,3,1,8,9.00,32.75,62
22,108,4,4,0,8,8.00,44.50,86
23,1250,4,4,0,8,8.00,44.12,68
24,279,4,4,0,8,8.00,40.50,61
25,306,4,4,0,8,8.00,39.50,68
26,1270,4,4,0,8,8.00,38.25,72
27,2835,4,4,0,8,8.00,36.62,69
28,2665,4,4,0,8,8.00,35.75,72
29,1001,4,4,0,8,8.00,34.75,73
30,1386,4,4,0,8,8.00,33.75,76
31,2901,4,3,0,7,8.00,32.75,60
32,2603,4,4,0,8,8.00,31.25,83
33,2632,4,4,0,8,8.00,28.75,64
34,1143,3,4,1,8,7.00,41.50,68
35,1308,3,4,1,8,7.00,35.75,83
36,276,3,5,0,8,6.00,39.12,68
37,1008,3,5,0,8,6.00,38.25,64
38,964,3,5,0,8,6.00,37.62,82
39,451,3,5,0,8,6.00,35.75,86
40,888,3,5,0,8,6.00,35.00,73
41,2252,2,4,2,8,6.00,34.25,52
42,2010,3,5,0,8,6.00,33.62,72
43,872,3,5,0,8,6.00,32.75,57
44,2399,3,5,0,8,6.00,32.50,52
45,63,3,5,0,8,6.00,31.75,64
46,1990,3,3,0,6,6.00,31.25,52
47,1274,3,5,0,8,6.00,31.00,60
48,677,2,5,1,8,5.00,42.25,74
49,1787,2,5,1,8,5.00,41.50,72
50,1766,2,5,1,8,5.00,35.00,52
51,1248,2,6,0,8,4.00,42.50,65
52,2941,2,6,0,8,4.00,41.25,64
53,379,2,6,0,8,4.00,38.25,62
54,3121,2,6,0,8,4.00,32.00,76
55,1643,2,6,0,8,4.00,30.25,44
56,120,1,6,1,8,3.00,36.37,68
57,2031,1,7,0,8,2.00,41.87,63
58,1590,1,7,0,8,2.00,39.12,65
59,2051,0,8,0,8,0,28.75,48
